"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00101220","1979","42.6006","-114.7453","1158.2","BUHL NUMBER 2, ID US","    268.0","","     268.0","0","        57","0","        25","0","         1","0","","","","","        15","0","       162","0","        46","0","       149","0","        28","0","","","","","  -25.6","0,0102,+","","","","","  26.4"," ,0,0111, ","   37.8","0,0805, ","-1.1","0,1022","-3.9","0,1030","-6.1","0,1112","-6.7","0,1113","-9.4","0,1120","-0.6","0,0508","-2.2","0,0420","-4.4","0,0331","-8.9","0,0304","-8.9","0,0304","    4072.7","7","","","    4072.7","0","","","","","","","","","","","    200.1"," ,0","","","      8.49","0","     15.33","0","      1.65","0"
"USC00101220","1980","42.6006","-114.7453","1158.2","BUHL NUMBER 2, ID US","    199.9","","     199.9","0","        77","0","        33","0","         0","0","","","","","         5","0","       150","0","        26","0","       135","0","        18","0","","","","","  -24.4","0,0128, ","","","","","  21.1"," ,0,0114, ","   36.7","0,0729, ","0.0","0,1017","-6.7","0,1023","-6.7","0,1023","-6.7","0,1023","-9.4","0,1114","-2.2","0,0416","-2.2","0,0416","-4.4","0,0411","-7.2","0,0401","-14.4","0,0201","    3562.2","2","","","    3562.2","0","","","","","","","","","","","    242.3"," ,0","","","      8.72","0","     15.30","0","      2.14","0"
"USC00101220","1981","42.6006","-114.7453","1158.2","BUHL NUMBER 2, ID US","","","","","        58","0","        30","0","         0","0","","","","","         0","0","       164","0","        23","0","       120","0","        25","0","","","","","  -15.0","0,1228,+","","","","","  15.5"," ,0,1124, ","   35.6","0,0705, ","-2.8","0,1004","-2.8","0,1004","-4.4","0,1119","-11.7","0,1128","-11.7","0,1128","-1.1","0,0510","-6.1","0,0414","-6.1","0,0414","-7.2","0,0305","-14.4","0,0212","","","","","","","","","","","","","","","","","    217.5"," ,0","","","      8.98","0","     15.77","0","      2.18","0"
"USC00101220","1982","42.6006","-114.7453","1158.2","BUHL NUMBER 2, ID US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      21.7","0,0,1","","","      33.3","0,0,1","      -6.1","0,0,1","      -2.8","0,0,1","       6.8","0,0,1","      12.7","0,0,1","","","","","","","","","",""
"USC00101220","1985","42.6006","-114.7453","1158.2","BUHL NUMBER 2, ID US","","","","","        63","0","        24","0","         0","0","","","","","","","","","","","","","","","","","","","","","","","","","  15.5"," ,0,0731, ","","","","","","","","","","","","","","","","","","","","","","","    3836.4","4","","","    3836.4","0","","","","","","","","","","","    212.1"," ,0","","","","","","","",""
"USC00101220","1986","42.6006","-114.7453","1158.2","BUHL NUMBER 2, ID US","","","","","        71","0","        28","0","         1","0","","","","","","","","","","","","","","","","","","","","","","","","","  31.2"," ,0,0218, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    229.7"," ,0","","","","","","","",""
"USC00101220","1989","42.6006","-114.7453","1158.2","BUHL NUMBER 2, ID US","    277.6","","     277.6","0","        65","0","        31","0","         0","0","","","","","         6","0","       142","0","        41","0","       132","0","        20","0","","","","","  -24.4","0,0205, ","","","","","  17.5"," ,0,0809, ","   36.7","0,0727, ","-3.3","0,1016","-3.3","0,1016","-4.4","0,1030","-6.7","0,1128","-8.9","0,1213","-0.6","0,0519","-2.2","0,0410","-7.2","0,0305","-7.2","0,0305","-10.0","0,0304","    3683.0","0","","","    3683.0","0","","","","","","","","","","","    250.8"," ,0","","","      8.75","0","     14.97","0","      2.53","0"
"USC00101220","1990","42.6006","-114.7453","1158.2","BUHL NUMBER 2, ID US","    359.8","","     359.8","0","        80","0","        27","0","         0","0","","","","","        10","0","       146","0","        30","0","       139","0","        29","0","","","","","  -32.2","0,1222, ","","","","","  20.3"," ,0,0530,+","   36.7","0,0809, ","-3.9","0,1007","-3.9","0,1007","-4.4","0,1103","-6.7","0,1107","-8.9","0,1214","0.0","0,0508","-2.2","0,0329","-7.2","0,0324","-7.2","0,0324","-9.4","0,0220","    3494.5","5","      22.2","0,0,2","    3494.5","0","      33.3","0,0,2","      -2.8","0,0,2","      -1.1","0,0,2","       8.4","0,0,2","      14.5","0,0,2","    225.5"," ,0","","","      9.38","0","     16.02","0","      2.74","0"
"USC00101220","1991","42.6006","-114.7453","1158.2","BUHL NUMBER 2, ID US","    257.4","","     257.4","0","        81","0","        28","0","         1","0","","","","","         5","0","       164","0","        23","0","       133","0","        20","0","","","","","  -18.9","0,0106,+","","","","","  29.0"," ,0,0911, ","   35.6","0,0714,+","-0.6","0,0922","-3.3","0,1028","-5.6","0,1030","-10.0","0,1102","-10.0","0,1102","0.0","0,0512","-2.2","0,0501","-4.4","0,0412","-6.7","0,0210","-13.3","0,0131","    3585.2","2","      22.2","0,0,2","    3585.2","0","      34.4","0,0,2","      -3.9","0,0,2","      -1.7","0,0,2","       7.6","0,0,2","      14.4","0,0,2","    234.0"," ,0","","","      8.93","0","     15.54","0","      2.32","0"
"USC00101220","1992","42.6006","-114.7453","1158.2","BUHL NUMBER 2, ID US","    265.8","","     265.8","0","        51","0","        21","0","         0","0","","","","","         2","0","       141","0","        35","0","       151","0","        25","0","","","","","  -19.4","0,1205, ","","","","","  10.4"," ,0,0613, ","   37.8","0,0802, ","0.0","0,0907","-2.8","0,1103","-4.4","0,1104","-6.7","0,1121","-12.8","0,1125","-1.7","0,0425","-4.4","0,0408","-4.4","0,0408","-7.8","0,0205","-11.7","0,0122","    3150.9","9","      22.2","0,0,2","    3150.9","0","      36.7","0,0,2","      -2.2","0,0,2","      -1.1","0,0,2","       8.6","0,0,2","      15.8","0,0,2","    141.0"," ,0","","","      9.81","0","     16.88","0","      2.75","0"
"USC00101220","1993","42.6006","-114.7453","1158.2","BUHL NUMBER 2, ID US","    107.6","","     107.6","0","        67","0","        30","0","         0","0","","","","","         5","0","       160","0","        63","0","       119","0","         2","0","","","","","  -20.0","0,1126, ","","","","","  20.3"," ,0,0318, ","   34.4","0,0729, ","-0.6","0,0922","-3.3","0,1026","-6.7","0,1030","-6.7","0,1030","-11.1","0,1120","0.0","0,0508","-5.6","0,0314","-5.6","0,0314","-7.8","0,0304","-14.4","0,0302","    4014.6","6","      18.9","0,0,2","    4014.6","0","      32.2","0,0,2","      -5.0","0,0,2","      -1.1","0,0,2","       6.8","0,0,2","      13.2","0,0,2","    236.1"," ,0","","","      7.22","0","     13.32","0","      1.12","0"
"USC00101220","1994","42.6006","-114.7453","1158.2","BUHL NUMBER 2, ID US","    349.1","","     349.1","0","        70","0","        28","0","         0","0","","","","","         2","0","       145","0","        32","0","       136","0","        30","0","","","","","  -17.8","0,1123,+","","","","","  19.1"," ,0,0425, ","   37.2","0,0727, ","0.0","0,1015","-2.8","0,1029","-4.4","0,1030","-7.2","0,1114","-9.4","0,1117","-0.6","0,0429","-2.2","0,0408","-6.1","0,0327","-6.7","0,0323","-9.4","0,0215","    3577.3","3","      24.4","0,0,2","    3577.3","0","      30.0","0,0,2","      -2.8","0,0,2","      -0.6","0,0,2","       8.6","0,0,2","      14.1","0,0,2","    210.8"," ,0","","","      9.38","0","     15.87","0","      2.89","0"
