"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"NOE00133854","1963","68.3203","14.6531","3.0","KVITFOSSEN I VAGAN, NO","","","","","","","      175","","  2230"," ,E,0224, ","","","",""
"NOE00133854","1964","68.3203","14.6531","3.0","KVITFOSSEN I VAGAN, NO","","","","","","","      179","","   950"," ,E,0223,+","","","",""
"NOE00133854","1965","68.3203","14.6531","3.0","KVITFOSSEN I VAGAN, NO","","","","","","","      204","","  1800"," ,E,0404,+","","","",""
"NOE00133854","1966","68.3203","14.6531","3.0","KVITFOSSEN I VAGAN, NO","","","","","","","      199","","  1350"," ,E,0319, ","","","",""
"NOE00133854","1967","68.3203","14.6531","3.0","KVITFOSSEN I VAGAN, NO","","","","","","","      198","","  1750"," ,E,0327,+","","","",""
"NOE00133854","1968","68.3203","14.6531","3.0","KVITFOSSEN I VAGAN, NO","","","","","","","      193","","  2200"," ,E,0410,+","","","",""
"NOE00133854","1969","68.3203","14.6531","3.0","KVITFOSSEN I VAGAN, NO","","","","","","","      202","","  1800"," ,E,0405,+","","","",""
"NOE00133854","1970","68.3203","14.6531","3.0","KVITFOSSEN I VAGAN, NO","","","","","","","      151","","  2150"," ,E,0315, ","","","",""
"NOE00133854","1971","68.3203","14.6531","3.0","KVITFOSSEN I VAGAN, NO","","","","","","","        0","","     0"," ,E,1231,+","","","",""
"NOE00133854","1972","68.3203","14.6531","3.0","KVITFOSSEN I VAGAN, NO","","","","","","","        0","","     0"," ,E,1231,+","","","",""
"NOE00133854","1973","68.3203","14.6531","3.0","KVITFOSSEN I VAGAN, NO","","","","","","","        0","","     0"," ,E,1231,+","","","",""
"NOE00133854","1974","68.3203","14.6531","3.0","KVITFOSSEN I VAGAN, NO","","","","","","","       13","","  1070"," ,E,0128, ","","","",""
"NOE00133854","1975","68.3203","14.6531","3.0","KVITFOSSEN I VAGAN, NO","","","","","","","        0","","     0"," ,E,1231,+","","","",""
"NOE00133854","1976","68.3203","14.6531","3.0","KVITFOSSEN I VAGAN, NO","","","","","","","        0","","     0"," ,E,1231,+","","","",""
"NOE00133854","1977","68.3203","14.6531","3.0","KVITFOSSEN I VAGAN, NO","","","","","","","       20","","  1450"," ,E,0307, ","","","",""
"NOE00133854","1978","68.3203","14.6531","3.0","KVITFOSSEN I VAGAN, NO","","","","","","","       27","","  1370"," ,E,0220, ","","","",""
"NOE00133854","1979","68.3203","14.6531","3.0","KVITFOSSEN I VAGAN, NO","","","","","","","       24","","  1450"," ,E,0212, ","","","",""
"NOE00133854","1980","68.3203","14.6531","3.0","KVITFOSSEN I VAGAN, NO","","","","","","","       24","","  1350"," ,E,1229, ","","","",""
"NOE00133854","1982","68.3203","14.6531","3.0","KVITFOSSEN I VAGAN, NO","","","","","","","       11","","   550"," ,E,0322, ","","","",""
"NOE00133854","1983","68.3203","14.6531","3.0","KVITFOSSEN I VAGAN, NO","","","","","","","       25","","  1200"," ,E,0307, ","","","",""
"NOE00133854","1984","68.3203","14.6531","3.0","KVITFOSSEN I VAGAN, NO","","","","","","","       17","","  1900"," ,E,0206,+","","","",""
