"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"TOM00065355","2018","9.767","1.091","461.8","NIAMTOUGOU INTERNATIONAL, TO","         0","S","       348","S","       208","S","   40.5","S,0318, ","     32.62","S"
"TOM00065355","2020","9.767","1.091","461.8","NIAMTOUGOU INTERNATIONAL, TO","         0","S","       337","S","       198","S","   39.0","S,0306, ","     32.59","S"
