"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000FSTM","2004","30.1333","-84.1333","4.6","ST. MARKS EAST FLORIDA, FL US","","","","","         0","U","        14","U","","","","","","","   -2.8","U,0129, ","","","-1.7","U,1215","","","","","-0.6","U,0208","-2.8","U,0129","","","","","     825.1","1","     825.1","U","","","","","     14.40","U"
"USR0000FSTM","2005","30.1333","-84.1333","4.6","ST. MARKS EAST FLORIDA, FL US","   1413.7","","    1413.7","U","         0","U","        10","U","         0","U","       272","U","        63","U","   -4.4","U,0124, ","   35.6","U,0727, ","0.0","U,1221","-2.2","U,1223","","","-1.1","U,0125","-4.4","U,0124","-4.4","U,0124","","","","","","","     20.04","U","     25.22","U","     14.87","U"
"USR0000FSTM","2006","30.1333","-84.1333","4.6","ST. MARKS EAST FLORIDA, FL US","   1350.8","","    1350.8","U","         0","U","        10","U","         0","U","       294","U","        84","U","   -5.0","U,1209, ","   36.7","U,0101, ","-1.7","U,1205","-4.4","U,1208","-4.4","U,1208","0.0","U,0326","-2.2","U,0214","","","","","     745.0","0","     745.0","U","     20.18","U","     26.25","U","     14.09","U"
"USR0000FSTM","2007","30.1333","-84.1333","4.6","ST. MARKS EAST FLORIDA, FL US","   1376.7","","    1376.7","U","         0","U","        14","U","         0","U","       293","U","        81","U","   -4.4","U,0217, ","   36.1","U,0822,+","-1.1","U,1108","-2.8","U,1117","","","-2.8","U,0219","-2.8","U,0219","-4.4","U,0217","","","     706.0","0","     706.0","U","     20.15","U","     26.28","U","     14.02","U"
"USR0000FSTM","2008","30.1333","-84.1333","4.6","ST. MARKS EAST FLORIDA, FL US","   1270.2","","    1270.2","U","         0","U","        21","U","         0","U","       285","U","        45","U","   -4.4","U,0214,+","   35.0","U,0719, ","-0.6","U,1029","-2.8","U,1119","","","0.0","U,0325","-4.4","U,0214","-4.4","U,0214","","","     755.0","0","     755.0","U","     19.48","U","     25.35","U","     13.61","U"
"USR0000FSTM","2010","30.1333","-84.1333","4.6","ST. MARKS EAST FLORIDA, FL US","   1480.0","","    1480.0","U","         0","U","        38","U","         0","U","       252","U","        84","U","   -6.7","U,0111, ","   36.7","U,0729,+","0.0","U,1201","-2.2","U,1202","-4.4","U,1215","0.0","U,0305","-2.2","U,0217","-4.4","U,0112","-6.7","U,0111","     953.4","4","     953.4","U","     19.32","U","     24.99","U","     13.66","U"
"USR0000FSTM","2011","30.1333","-84.1333","4.6","ST. MARKS EAST FLORIDA, FL US","   1354.7","","    1354.7","U","         0","U","        15","U","         0","U","       293","U","        94","U","   -5.0","U,0114, ","   37.8","U,0827, ","0.0","U,1111","-2.8","U,1112","","","0.0","U,0213","-3.3","U,0123","-5.0","U,0114","","","     916.4","4","     916.4","U","     20.00","U","     26.21","U","     13.79","U"
"USR0000FSTM","2012","30.1333","-84.1333","4.6","ST. MARKS EAST FLORIDA, FL US","   1427.7","","    1427.7","U","         0","U","        18","U","         0","U","       302","U","        49","U","   -6.1","U,0104, ","   36.1","U,0604, ","-1.7","U,1125","-3.3","U,1222","","","-0.6","U,0214","-5.0","U,0213","-5.0","U,0213","","","     582.2","2","     582.2","U","     20.57","U","     26.34","U","     14.79","U"
"USR0000FSTM","2013","30.1333","-84.1333","4.6","ST. MARKS EAST FLORIDA, FL US","   1379.8","","    1379.8","U","         0","U","         4","U","         0","U","       290","U","        40","U","   -3.3","U,0217, ","   34.4","U,0830,+","-1.1","U,1128","","","","","-2.2","U,0218","-2.2","U,0218","","","","","     693.8","8","     693.8","U","     20.29","U","     25.47","U","     15.11","U"
"USR0000FSTM","2014","30.1333","-84.1333","4.6","ST. MARKS EAST FLORIDA, FL US","   1302.2","","    1302.2","U","         0","U","        14","U","         0","U","       262","U","        59","U","   -5.0","U,0107, ","   36.7","U,0823, ","0.0","U,1103","-3.3","U,1119","","","-0.6","U,0130","-3.9","U,0108","-5.0","U,0107","","","     762.1","1","     762.1","U","     19.54","U","     25.18","U","     13.89","U"
"USR0000FSTM","2015","30.1333","-84.1333","4.6","ST. MARKS EAST FLORIDA, FL US","   1654.1","","    1654.1","U","         0","U","         6","U","         0","U","       300","U","        77","U","   -3.9","U,0108, ","   37.8","U,0712, ","","","","","","","-2.8","U,0220","-2.8","U,0220","","","","","     757.8","8","     757.8","U","     21.37","U","     26.58","U","     16.17","U"
"USR0000FSTM","2016","30.1333","-84.1333","4.6","ST. MARKS EAST FLORIDA, FL US","   1576.8","","    1576.8","U","         0","U","         7","U","         0","U","       300","U","        89","U","   -1.7","U,0124, ","   36.1","U,0719, ","0.0","U,1121","","","","","0.0","U,0125","","","","","","","     484.4","4","     484.4","U","     20.97","U","     26.59","U","     15.34","U"
"USR0000FSTM","2017","30.1333","-84.1333","4.6","ST. MARKS EAST FLORIDA, FL US","   1524.7","","    1524.7","U","         0","U","         6","U","         0","U","       320","U","        60","U","   -3.3","U,0109, ","   35.0","U,0818,+","-0.6","U,1209","-2.2","U,1210","","","-1.1","U,0316","-3.3","U,0109","","","","","     433.5","5","     433.5","U","     21.10","U","     26.70","U","     15.50","U"
"USR0000FSTM","2018","30.1333","-84.1333","4.6","ST. MARKS EAST FLORIDA, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     679.4","4","     679.4","U","","","","","",""
"USR0000FSTM","2019","30.1333","-84.1333","4.6","ST. MARKS EAST FLORIDA, FL US","   1617.9","","    1617.9","U","         0","U","         3","U","         0","U","       295","U","        94","U","   -1.7","U,1203, ","   36.7","U,0917,+","-1.7","U,1203","","","","","0.0","U,0121","","","","","","","","","","","     21.17","U","     26.72","U","     15.62","U"
"USR0000FSTM","2020","30.1333","-84.1333","4.6","ST. MARKS EAST FLORIDA, FL US","   1637.5","","    1637.5","U","         0","U","        12","U","         0","U","       303","U","        68","U","   -4.4","U,1226, ","   36.7","U,0905, ","-1.1","U,1201","-2.8","U,1202","-4.4","U,1226","0.0","U,0228","-2.2","U,0222","","","","","     573.3","3","     573.3","U","     21.20","U","     26.67","U","     15.74","U"
"USR0000FSTM","2021","30.1333","-84.1333","4.6","ST. MARKS EAST FLORIDA, FL US","   1432.1","","    1432.1","U","         0","U","         1","U","         0","U","       286","U","        41","U","    0.0","U,0204, ","   35.6","U,0723, ","","","","","","","0.0","U,0204","","","","","","","     645.5","5","     645.5","U","     20.62","U","     25.76","U","     15.48","U"
"USR0000FSTM","2022","30.1333","-84.1333","4.6","ST. MARKS EAST FLORIDA, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     565.8","8","     565.8"," ","","","","","",""
"USR0000FSTM","2023","30.1333","-84.1333","4.6","ST. MARKS EAST FLORIDA, FL US","   1573.2","","    1573.2","U","         0","U","         3","U","         0","U","       292","U","        77","U","   -2.8","U,0115, ","   37.2","U,0822, ","","","","","","","-1.1","U,0116","-2.8","U,0115","","","","","","","","","     21.29","U","     26.59","U","     15.99","U"
"USR0000FSTM","2024","30.1333","-84.1333","4.6","ST. MARKS EAST FLORIDA, FL US","   1664.1","","    1664.1","U","         0","U","         6","U","         0","U","       292","U","        91","U","   -2.8","U,0117, ","   36.1","U,0814,+","-0.6","U,1201","","","","","-2.2","U,0121","-2.2","U,0121","","","","","     572.2","2","     572.2","U","     21.28","U","     26.58","U","     15.98","U"
