"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00045120","1979","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","   1000.9","","    1000.9","0","        54","0","        26","0","         0","0","        0","","         0","0","         0","0","        12","0","         0","0","       200","0","        80","0","   -3.3","0,0101, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  22.1"," ,0,0221, ","   40.0","0,0801,+","    2693.0","0","0.0","0,1121","-2.8","0,1218","","","","","","","-0.6","0,0204","-2.8","0,0102","","","    1496.6","6","    1496.6","0","     10.18","0","     23.28","0","    197.9"," ,0","        0"," ,0","     17.32","0","     23.54","0","     11.09","0","     73533","0"
"USC00045120","1980","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","    737.5","","     737.5","0","        57","0","        23","0","         0","0","        0","","         0","0","         0","0","         6","0","         0","0","       197","0","        60","0","   -0.6","0,1208, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  23.4"," ,0,0111, ","   41.1","0,0730,+","","","-0.6","0,1208","","","","","","","","","0.0","0,0123","","","","","    1311.7","7","    1311.7","0","      9.53","0","     23.04","0","    202.3"," ,0","        0"," ,0","     16.66","0","     22.94","0","     10.38","0","     83704","0"
"USC00045120","1981","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","   1033.8","","    1033.8","0","        52","0","        25","0","         1","0","        0","","         0","0","         0","0","         2","0","         0","0","       212","0","        93","0","   -3.3","0,0125, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  29.5"," ,0,1113, ","   40.0","0,0809,+","    2778.0","0","","","","","","","","","","","-3.3","0,0125","-3.3","0,0125","","","    1219.0","0","    1219.0","0","     10.15","0","     23.48","0","    242.4"," ,0","        0"," ,0","     17.77","0","     24.04","0","     11.50","0","     85659","0"
"USC00045120","1982","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","    727.0","","     727.0","0","        66","0","        36","0","         1","0","        0","","         0","0","         0","0","        11","0","         0","0","       191","0","        56","0","   -2.8","0,0113, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 147.3"," ,0,0625, ","   39.4","0,0801,+","","","-1.1","0,1223","","","","","","","","","-0.6","0,0205","-2.8","0,0113","","","    1423.4","4","    1423.4","0","      9.22","0","     21.75","0","    428.8"," ,0","        0"," ,0","     16.04","0","     21.75","0","     10.34","0","     85404","0"
"USC00045120","1983","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","    815.7","","     815.7","0","        91","0","        41","0","         1","0","        0","","         0","0","         0","0","         4","0","         0","0","       191","0","        63","0","   -2.8","0,0101, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  63.0"," ,0,0930, ","   41.7","0,0714, ","    2423.2","0","","","","","","","","","","","0.0","0,0114","-2.8","0,0101","","","    1539.7","7","    1539.7","0","      9.72","0","     21.90","0","    409.9"," ,0","        0"," ,0","     16.70","0","     22.29","0","     11.11","0","     83759","0"
"USC00045120","1984","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","   1073.7","","    1073.7","0","        38","0","        16","0","         0","0","","","         0","0","         0","0","         7","0","         0","0","       204","0","        97","0","   -2.8","0,0114, ","","","     0"," ,0,1231,+","  13.2"," ,0,1017, ","   41.1","0,0810,+","    3065.1","0","-0.6","0,1217","","","","","","","","","0.0","0,0127","-2.8","0,0114","","","    1188.2","2","    1188.2","0","      9.22","0","     22.18","0","    113.0"," ,0","        0"," ,0","     17.41","0","     23.67","0","     11.14","0","     88941","0"
"USC00045120","1985","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","    871.6","","     871.6","0","        46","0","        18","0","         0","0","        0","","         0","0","         0","0","        31","0","         0","0","       217","0","        84","0","   -4.4","0,1214, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  15.7"," ,0,1124, ","   39.4","0,0717,+","","","-0.6","0,1211","-2.8","0,1213","-4.4","0,1214","","","","","-0.6","0,0207","-2.8","0,0103","","","    1537.2","2","    1537.2","0","","","     21.49","0","    150.4"," ,0","        0"," ,0","     16.31","0","     22.65","0","      9.98","0","",""
"USC00045120","1986","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","    764.8","","     764.8","0","        50","0","        22","0","         0","0","        0","","         0","0","         0","0","         2","0","         0","0","       219","0","        77","0","   -0.6","0,1210, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  18.3"," ,0,0316, ","   39.4","0,0805,+","    2655.0","0","-0.6","0,1210","","","","","","","","","0.0","0,0209","","","","","    1317.6","6","    1317.6","0","      9.24","0","     22.47","0","    182.1"," ,0","        0"," ,0","     17.34","0","     23.89","0","     10.79","0","     81512","0"
"USC00045120","1987","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","    927.9","","     927.9","0","        52","0","        24","0","         1","0","        0","","         0","0","         0","0","         7","0","         0","0","       211","0","        80","0","   -2.8","0,1226, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  39.6"," ,0,0213, ","   40.0","0,0806,+","","","-0.6","0,1215","-2.8","0,1226","","","","","","","0.0","0,0114","","","","","    1231.5","5","    1231.5","0","","","     21.56","0","    237.2"," ,0","        0"," ,0","     17.55","0","     23.78","0","     11.33","0","     89573","0"
"USC00045120","1988","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","    983.6","","     983.6","0","        50","0","        21","0","         0","0","","","         0","0","         0","0","         8","0","         0","0","       222","0","        78","0","   -2.8","0,1230, ","","","     0"," ,0,1231,+","  15.7"," ,0,0415, ","   40.6","0,0831,+","    2841.8","0","0.0","0,1209","-2.8","0,1230","","","","","","","-0.6","0,0102","","","","","    1212.0","0","    1212.0","0","","","     20.87","0","    169.4"," ,0","        0"," ,0","     17.64","0","     24.09","0","     11.19","0","     89190","0"
"USC00045120","1989","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","    902.7","","     902.7","0","        40","0","        12","0","         0","0","        0","","         0","0","         0","0","        16","0","         0","0","       225","0","        80","0","   -6.1","0,0207, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  24.4"," ,0,0929, ","   40.0","0,0709,+","","","-0.6","0,1211","-3.9","0,1227","","","","","","","0.0","0,0209","-6.1","0,0207","-6.1","0,0207","    1304.9","9","    1304.9","0","","","","","    106.5"," ,0","        0"," ,0","     17.01","0","     23.36","0","     10.67","0","",""
"USC00045120","1990","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","    994.4","","     994.4","0","        37","0","        10","0","         0","0","        0","","         0","0","         0","0","        16","0","         0","0","       229","0","        76","0","   -8.9","0,1222, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  17.3"," ,0,0528, ","   42.8","0,0808,+","","","-0.6","0,1215","-3.9","0,1221","-8.9","0,1222","-8.9","0,1222","-8.9","0,1222","-1.1","0,0215","","","","","    1292.6","6","    1292.6","0","","","","","    117.0"," ,0","        0"," ,0","     17.48","0","     23.96","0","     11.01","0","     88400","0"
"USC00045120","1991","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","    969.2","","     969.2","0","        55","0","        18","0","         0","0","        0","","         0","0","         0","0","         4","0","         0","0","       204","0","        93","0","   -2.8","0,0102,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  19.1"," ,0,0228, ","   42.8","0,0704, ","    2822.5","0","-2.2","0,1130","-2.2","0,1130","","","","","","","-0.6","0,0315","-2.8","0,0102","","","    1420.3","3","    1420.3","0","     10.12","0","     23.13","0","    168.3"," ,0","        0"," ,0","     17.26","0","     23.84","0","     10.68","0","",""
"USC00045120","1992","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","   1050.3","","    1050.3","0","        62","0","        25","0","         0","0","        0","","         0","0","         0","0","        13","0","         0","0","       225","0","        91","0","   -3.3","0,1216, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  14.7"," ,0,0215, ","   41.1","0,0818, ","    2702.3","0","-2.2","0,1215","-2.2","0,1215","","","","","","","0.0","0,0203","","","","","    1184.9","9","    1184.9","0","     10.89","0","     23.27","0","    191.1"," ,0","        0"," ,0","     17.88","0","     24.28","0","     11.48","0","",""
"USC00045120","1993","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","    864.1","","     864.1","0","        61","0","        29","0","         1","0","        0","","         0","0","         0","0","         9","0","         0","0","       227","0","        74","0","   -3.9","0,0105, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  30.0"," ,0,0208, ","   41.1","0,0803,+","","","0.0","0,1125","-2.2","0,1225","","","","","","","-3.9","0,0105","-3.9","0,0105","","","    1243.8","8","    1243.8","0","      9.76","0","     22.73","0","    281.1"," ,0","        0"," ,0","     17.10","0","     23.35","0","     10.85","0","     66899","0"
"USC00045120","1994","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","    885.7","","     885.7","0","        56","0","        23","0","         0","0","        0","","         0","0","         0","0","         9","0","         0","0","       217","0","        83","0","   -1.7","0,1201,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  18.0"," ,0,0123, ","   40.0","0,0808,+","    2742.2","0","0.0","0,1119","","","","","","","","","-1.1","0,0201","","","","","    1247.3","3","    1247.3","0","      9.22","0","     22.17","0","    176.0"," ,0","        0"," ,0","     16.94","0","     23.26","0","     10.62","0","     69433","0"
"USC00045120","1995","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","    837.0","","     837.0","0","        67","0","        32","0","         1","0","        0","","         0","0","         0","0","         0","0","         0","0","       211","0","        77","0","    1.7","0,0215,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  33.8"," ,0,0310, ","   41.1","0,0803, ","    2431.4","0","","","","","","","","","","","","","","","","","    1385.7","7","    1385.7","0","","","","","    287.5"," ,0","        0"," ,0","     17.64","0","     23.84","0","     11.44","0","",""
"USC00045120","1996","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","   1057.7","","    1057.7","0","        67","0","        40","0","         1","0","        0","","         0","0","         0","0","         1","0","         0","0","       210","0","        91","0","   -0.6","0,0228, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  25.4"," ,0,0131, ","   43.3","0,0729, ","    2793.3","0","","","","","","","","","","","-0.6","0,0228","","","","","     981.0","0","     981.0","0","     10.24","0","     23.39","0","    343.6"," ,0","        0"," ,0","     18.10","0","     24.38","0","     11.83","0","     80082","0"
"USC00045120","1997","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","   1030.0","","    1030.0","0","        53","0","        24","0","         0","0","        0","","         0","0","         0","0","        12","0","         0","0","       233","0","        90","0","   -2.2","0,0114, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  23.4"," ,0,0103, ","   41.1","0,0808, ","","","-1.7","0,1212","","","","","","","","","0.0","0,0115","-2.2","0,0114","","","    1029.5","5","    1029.5","0","","","     23.83","0","    220.7"," ,0","        0"," ,0","     18.03","0","     24.46","0","     11.60","0","     78334","0"
"USC00045120","1998","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","    739.6","","     739.6","0","        89","0","        48","0","         2","0","","","         0","0","         0","0","         9","0","         0","0","       181","0","        66","0","   -6.7","0,1224,+","","","     0"," ,0,1231,+","  48.8"," ,0,0203, ","   42.8","0,0805, ","","","-4.4","0,1221","-4.4","0,1221","-4.4","0,1221","-6.7","0,1223","","","-1.1","0,0122","","","","","    1412.6","6","    1412.6","0","","","","","    468.0"," ,0","        0"," ,0","     16.25","0","     22.44","0","     10.06","0","     69575","0"
"USC00045120","1999","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","    855.3","","     855.3","0","        46","0","        16","0","         0","0","        0","","         0","0","         0","0","        11","0","         0","0","       206","0","        75","0","   -3.9","0,0113,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  16.5"," ,0,0320, ","   41.1","0,0713,+","    2728.9","0","","","","","","","","","","","-1.1","0,0114","-3.9","0,0113","","","    1458.4","4","    1458.4","0","","","     21.62","0","    121.6"," ,0","        0"," ,0","     16.91","0","     23.37","0","     10.46","0","     82512","0"
"USC00045120","2000","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","    942.3","","     942.3","0","        60","0","        25","0","         1","0","        0","","         0","0","         0","0","         1","0","         0","0","       211","0","        84","0","   -0.6","0,1203, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  28.2"," ,0,1027, ","   41.7","0,0802, ","","","-0.6","0,1203","","","","","","","","","","","","","","","    1029.0","0","    1029.0","0","     10.37","0","     23.16","0","    231.0"," ,0","        0"," ,0","     17.62","0","     23.86","0","     11.39","0","     78637","0"
"USC00045120","2001","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","   1115.8","","    1115.8","0","        60","0","        28","0","         0","0","        0","","         0","0","         0","0","         3","0","         0","0","       221","0","        98","0","   -1.7","0,0117, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  21.6"," ,0,0305, ","   42.8","0,0704, ","    2951.0","0","","","","","","","","","","","-0.6","0,0212","","","","","    1352.0","0","    1352.0","0","      9.61","0","     22.68","0","    208.0"," ,0","        0"," ,0","     18.08","0","     24.49","0","     11.67","0","     78708","0"
"USC00045120","2002","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","    993.6","","     993.6","0","        47","0","        16","0","         0","0","        0","","         0","0","         0","0","         4","0","         0","0","       211","0","        88","0","   -1.7","0,0130, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  23.4"," ,0,1108, ","   42.2","0,0711, ","    2996.6","0","","","","","","","","","","","-1.1","0,0131","","","","","    1243.4","4","    1243.4","0","","","","","    158.5"," ,0","        0"," ,0","     17.57","0","     24.18","0","     10.95","0","",""
"USC00045120","2003","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","   1078.6","","    1078.6","0","        59","0","        25","0","         0","0","        0","","         0","0","         0","0","         1","0","         0","0","       198","0","        89","0","    0.0","0,1229, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  18.3"," ,0,1101, ","   42.2","0,0720,+","    2716.8","0","0.0","0,1229","","","","","","","","","","","","","","","    1245.8","8","    1245.8","0","      8.34","0","     21.97","0","    199.7"," ,0","        0"," ,0","     17.69","0","     24.18","0","     11.20","0","",""
"USC00045120","2004","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","","","","","","","","","","","        0","","         0","0","         0"," ","         9","0","","","","","","","   -0.6","0,1218,+","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","-0.6","0,1129","","","","","","","","","","","","","","","    1147.4","4","    1147.4","0","","","","","","","        0"," ,0","","","","","     11.23","0","",""
"USC00045120","2005","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","    968.5","","     968.5","0","        73","0","        28","0","         1","0","        0","","         0","0","         0","0","         1","0","         0","0","       221","0","        80","0","    0.0","0,1215, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  28.2"," ,0,0216, ","   42.2","0,0717, ","","","0.0","0,1215","","","","","","","","","","","","","","","","","","","","","","","    246.1"," ,0","        0"," ,0","     17.86","0","     24.04","0","     11.69","0","",""
"USC00045120","2006","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","    931.5","","     931.5","0","        58","0","        28","0","         1","0","        0","","         0","0","         0","0","        15","0","         0","0","       203","0","        97","0","   -3.9","0,1219, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  35.8"," ,0,0102, ","   44.4","0,0725, ","    2607.8","0","-1.7","0,1130","-3.9","0,1219","","","","","","","","","","","","","    1231.0","0","    1231.0","0","","","","","    231.1"," ,0","        0"," ,0","     16.92","0","     23.79","0","     10.05","0","",""
"USC00045120","2007","36.98972","-120.92972","124.1","LOS BANOS DET RESV, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1395.8","8","    1395.8","0","","","","","","","","","","","","","","","",""
