"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00428370","1962","40.25","-111.15","2349.1","STRAWBERRY HIGHWAY STATION, UT US","","","","","","","","","","","","","","","","","","","","","         2"," ","        19"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00428370","1964","40.25","-111.15","2349.1","STRAWBERRY HIGHWAY STATION, UT US","      0.0","","       0.0","0","       121","0","        51","0","         1","0","        87","0","       309","0","        92","0","       104","0","         0","0","","","","","  -35.0","0,0113, ","  25.4"," ,0,1225, ","   30.6","0,0727, ","0.0","0,0814","-3.3","0,0820","-7.2","0,0829","-7.2","0,0829","-8.9","0,1002","-0.6","0,0725","-3.9","0,0701","-5.0","0,0622","-6.7","0,0602","-8.9","0,0520","    471.3"," ,0","      0.58","0","     10.68","0","     -9.52","0"
"USC00428370","1966","40.25","-111.15","2349.1","STRAWBERRY HIGHWAY STATION, UT US","","","","","        55","0","        42","0","         0","0","","","","","","","","","","","","","","","","","  21.3"," ,0,0802, ","","","","","","","","","","","","","","","","","","","","","","","    307.6"," ,0","","","","","",""
