"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00297172","2001","32.19361","-104.74028","1780.3","QUEEN, NM US","         5","0","         3"," ","         5"," ","   102"," ,0,1213, ","      319"," ,0"
"USC00297172","2002","32.19361","-104.74028","1780.3","QUEEN, NM US","","","         8"," ","","","","","",""
"USC00297172","2003","32.19361","-104.74028","1780.3","QUEEN, NM US","         3","0","","","","","    76"," ,0,0328, ","      172"," ,0"
"USC00297172","2004","32.19361","-104.74028","1780.3","QUEEN, NM US","         5","0","","","","","   127"," ,0,1102, ","      397"," ,0"
