"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00033099","2011","33.4975","-92.60361","39.6","HAMPTON 8 WSW, AR US","   1265.2","","    1265.2","K","         0","K","        73","K","         5","K","       242","K","       103","K","        18"," ","        20"," ","  -12.2","K,0211,+","   42.8","K,0805,+","-3.3","7,1020","-3.3","7,1020","-5.0","K,1208","-6.7","K,1209","-2.2","7,0405","-2.2","7,0405","-7.2","K,0213","-7.2","K,0213","-12.2","K,0211","","","","","     17.08","K","     24.65","K","      9.51","K"
"USC00033099","2012","33.4975","-92.60361","39.6","HAMPTON 8 WSW, AR US","","","","","","","","","","","","","","","         8"," ","        22"," ","","","","","","","","","","","","","","","","","","","","","","","    1411.8","8","    1411.8","7","","","","","",""
