"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00201714","1932","43.15","-83.41667","225.9","COLUMBIAVILLE, MI US","       106","6","        93","6","         6","6","         1"," ","  75.7"," ,6,0904, ","    988.7"," ,6"
"USC00201714","1948","43.15","-83.41667","225.9","COLUMBIAVILLE, MI US","","","","","","","         1"," ","","","",""
