"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IDM00096695","2011","-3.4","116.217","18.0","KOTABARU SETAGEN, ID","","","","","         0","S","       342","S","        95","S","","","   33.8","S,0507, ","","","     31.49","S","",""
"IDM00096695","2012","-3.4","116.217","18.0","KOTABARU SETAGEN, ID","","","","","         0","S","       337","S","       107","S","","","   36.6","S,1010, ","","","     31.37","S","",""
"IDM00096695","2016","-3.4","116.217","18.0","KOTABARU SETAGEN, ID","","","","","         0","S","       345","S","       204","S","","","   38.4","S,0515, ","","","     32.13","S","",""
"IDM00096695","2019","-3.4","116.217","18.0","KOTABARU SETAGEN, ID","         0","S","         0","S","         0","S","       345","S","       121","S","   20.5","S,0915, ","   35.1","S,1126, ","     27.70","S","     31.63","S","     23.77","S"
"IDM00096695","2022","-3.4","116.217","18.0","KOTABARU SETAGEN, ID","","","","","         0","S","       354","S","       138","S","","","   34.7","S,0331,+","","","     31.48","S","",""
"IDM00096695","2023","-3.4","116.217","18.0","KOTABARU SETAGEN, ID","         0","S","         0","S","","","","","","","   21.0","S,0902,+","","","","","","","     24.09","S"
