"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00458543","1909","46.11667","-117.98333","1097.9","TOUCHET RIDGE, WA US","","","","","","","","","         1"," ","         1"," ","","","","","","","",""
"USC00458543","1910","46.11667","-117.98333","1097.9","TOUCHET RIDGE, WA US","","","","","","","","","         7"," ","","","","","","","","","",""
"USC00458543","1913","46.11667","-117.98333","1097.9","TOUCHET RIDGE, WA US","","","","","","","","","         4"," ","","","","","","","","","",""
"USC00458543","1914","46.11667","-117.98333","1097.9","TOUCHET RIDGE, WA US","","","","","","","","","         3"," ","","","","","","","","","",""
"USC00458543","1917","46.11667","-117.98333","1097.9","TOUCHET RIDGE, WA US","       123","6","        93","6","         9","6","","","","","","","","","  73.2"," ,6,1219, ","   1067.6"," ,6","",""
"USC00458543","1918","46.11667","-117.98333","1097.9","TOUCHET RIDGE, WA US","       123","6","        85","6","         4","6","","","","","","","","","  42.9"," ,6,0518, ","    845.5"," ,6","",""
"USC00458543","1920","46.11667","-117.98333","1097.9","TOUCHET RIDGE, WA US","","","","","","","        24","6","","","","","   356"," ,6,1224, ","","","","","     2399"," ,6"
"USC00458543","1923","46.11667","-117.98333","1097.9","TOUCHET RIDGE, WA US","       116","6","        82","6","         9","6","","","","","","","","","  49.3"," ,6,1206, ","   1070.2"," ,6","",""
"USC00458543","1934","46.11667","-117.98333","1097.9","TOUCHET RIDGE, WA US","","","","","","","        15","6","","","","","   203"," ,6,1223, ","","","","","     1097"," ,6"
"USC00458543","1935","46.11667","-117.98333","1097.9","TOUCHET RIDGE, WA US","        99","6","        73","6","         2","6","","","","","","","","","  30.5"," ,6,1231, ","    678.1"," ,6","",""
"USC00458543","1936","46.11667","-117.98333","1097.9","TOUCHET RIDGE, WA US","       113","6","        72","6","         2","6","","","","","","","","","  40.9"," ,6,0102, ","    674.0"," ,6","",""
