"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CARR","1997","36.23","-121.4917","298.7","ARROYO SECO MT. DIABLO CALIF, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1072.6","6","    1072.6","U","","","","","",""
"USR0000CARR","1999","36.23","-121.4917","298.7","ARROYO SECO MT. DIABLO CALIF, CA US","    504.2","","     504.2","U","         0","U","         8","U","         0","U","       251","U","        80","U","   -0.6","U,1214,+","   43.9","U,0712, ","0.0","U,1208","","","","","0.0","U,0410","","","    1354.0","0","    1354.0","U","     16.19","U","     25.57","U","      6.81","U"
"USR0000CARR","2000","36.23","-121.4917","298.7","ARROYO SECO MT. DIABLO CALIF, CA US","    573.4","","     573.4","U","         0","U","         8","U","         0","U","       247","U","        85","U","   -1.1","U,0106, ","   45.6","U,0614, ","0.0","U,1111","","","","","-0.6","U,0109","","","    1155.1","1","    1155.1","U","     16.41","U","     25.59","U","      7.22","U"
"USR0000CARR","2001","36.23","-121.4917","298.7","ARROYO SECO MT. DIABLO CALIF, CA US","    657.4","","     657.4","U","         0","U","        17","U","         0","U","       248","U","       104","U","   -2.2","U,0117, ","   45.6","U,0703, ","-1.1","U,1215","","","","","0.0","U,0414","-2.2","U,0117","    1344.8","8","    1344.8","U","     16.57","U","     25.92","U","      7.21","U"
"USR0000CARR","2003","36.23","-121.4917","298.7","ARROYO SECO MT. DIABLO CALIF, CA US","","","","","","","","","         0","U","       227","U","       105","U","","","   44.4","U,0717, ","","","","","","","","","","","","","","","","","     25.90","U","",""
"USR0000CARR","2004","36.23","-121.4917","298.7","ARROYO SECO MT. DIABLO CALIF, CA US","    601.3","","     601.3","U","         0","U","        13","U","         0","U","       235","U","       107","U","   -1.1","U,0105,+","   42.2","U,0908, ","-0.6","U,1129","","","","","0.0","U,0208","","","    1219.2","2","    1219.2","U","     16.45","U","     25.74","U","      7.16","U"
"USR0000CARR","2006","36.23","-121.4917","298.7","ARROYO SECO MT. DIABLO CALIF, CA US","    601.0","","     601.0","U","         0","U","        19","U","         0","U","       231","U","        94","U","   -1.7","U,1129, ","   46.1","U,0725,+","0.0","U,1030","","","","","0.0","U,0313","","","    1285.9","9","    1285.9","U","     16.08","U","     25.08","U","      7.08","U"
"USR0000CARR","2007","36.23","-121.4917","298.7","ARROYO SECO MT. DIABLO CALIF, CA US","","","","","","","","","         0","U","       257","U","        94","U","","","   43.3","U,0704, ","","","","","","","","","","","    1292.0","0","    1292.0","U","","","     25.63","U","",""
"USR0000CARR","2008","36.23","-121.4917","298.7","ARROYO SECO MT. DIABLO CALIF, CA US","    655.9","","     655.9","U","         0","U","        26","U","         0","U","       251","U","       103","U","   -1.1","U,0117, ","   45.6","U,0709, ","-0.6","U,1209","","","","","0.0","U,0421","","","","","","","     16.27","U","     25.91","U","      6.64","U"
"USR0000CARR","2009","36.23","-121.4917","298.7","ARROYO SECO MT. DIABLO CALIF, CA US","    625.3","","     625.3","U","         0","U","        27","U","         0","U","       246","U","       101","U","   -3.9","U,1206, ","   43.9","U,0719, ","0.0","U,1119","-2.8","U,1203","","","0.0","U,0426","-2.8","U,0104","    1273.1","1","    1273.1","U","     16.24","U","     25.81","U","      6.68","U"
"USR0000CARR","2010","36.23","-121.4917","298.7","ARROYO SECO MT. DIABLO CALIF, CA US","    428.2","","     428.2","U","         0","U","         8","U","         0","U","       223","U","        73","U","   -1.7","U,1125, ","   44.4","U,0824, ","-1.1","U,1124","","","","","0.0","U,0404","","","    1481.7","7","    1481.7","U","     15.46","U","     24.36","U","      6.56","U"
"USR0000CARR","2011","36.23","-121.4917","298.7","ARROYO SECO MT. DIABLO CALIF, CA US","    481.9","","     481.9","U","         0","U","        26","U","         0","U","       245","U","        78","U","   -3.3","U,1222, ","   41.7","U,0703, ","0.0","U,1205","-3.3","U,1222","","","-0.6","U,0301","-2.8","U,0110","    1508.1","1","    1508.1","U","     15.58","U","     24.87","U","      6.29","U"
"USR0000CARR","2013","36.23","-121.4917","298.7","ARROYO SECO MT. DIABLO CALIF, CA US","    555.9","","     555.9","U","         0","U","        29","U","         0","U","       275","U","        93","U","   -5.0","U,1209, ","   42.2","U,0704,+","-2.8","U,1204","-2.8","U,1204","-4.4","U,1208","0.0","U,0309","-2.8","U,0115","    1249.4","4","    1249.4","U","     16.48","U","     26.19","U","      6.78","U"
"USR0000CARR","2014","36.23","-121.4917","298.7","ARROYO SECO MT. DIABLO CALIF, CA US","    709.2","","     709.2","U","         0","U","         7","U","         0","U","       284","U","       118","U","   -2.8","U,1231, ","   42.8","U,0801, ","-1.1","U,1226","-2.8","U,1231","","","-0.6","U,0205","","","    1009.1","1","    1009.1","U","     17.73","U","     27.12","U","      8.34","U"
