"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00015121","1987","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1078.4","","    1078.4","0","        96","0","        66","0","        13","0","        0","","         0","0","         0","0","        55","0","         0","0","       239","0","        68","0","","","   -7.8","0,0128,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  53.1"," ,0,0505, ","   36.7","0,0802,+","-1.7","0,1022","-3.3","0,1112","-5.0","0,1122","","","","","0.0","0,0406","-2.2","0,0219","-5.6","0,0211","-7.8","0,0128","","","    1408.1","1","","","    1408.1","0","","","","","","","","","","","   1037.9"," ,0","        0"," ,0","     17.36","0","     23.93","0","     10.80","0"
"USC00015121","1988","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","    972.1","","     972.1","0","       117","0","        85","0","        17","0","        0","","         0","0","         0","0","        60","0","         1","0","       231","0","        57","0","","","   -8.9","0,0207, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  77.7"," ,0,0712, ","   37.2","0,0701,+","-2.2","0,1129","-2.2","0,1129","-4.4","0,1217","","","","","-0.6","0,0318","-3.3","0,0316","-4.4","0,0315","-6.7","0,0214","-8.9","0,0207","    1524.7","7","","","    1524.7","0","","","","","","","","","","","   1319.3"," ,0","        0"," ,0","     16.62","0","     23.08","0","     10.17","0"
"USC00015121","1989","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1048.2","","    1048.2","0","       123","0","        86","0","        15","0","        0","","         0","0","         0","0","        51","0","         4","0","       246","0","        52","0","         1"," ","  -16.1","0,1224,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 100.3"," ,0,1208, ","   36.1","0,0904,+","-0.6","0,1020","-3.9","0,1117","-6.1","0,1204","-8.3","0,1216","-12.2","0,1222","-0.6","0,0310","-7.8","0,0225","-7.8","0,0225","-7.8","0,0225","","","    1385.3","3","","","    1385.3","0","","","","","","","","","","","   1395.7"," ,0","        0"," ,0","     16.94","0","     23.08","0","     10.80","0"
"USC00015121","1990","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1162.2","","    1162.2","0","        98","0","        74","0","        15","0","        0","","         0","0","         0","0","        29","0","         0","0","       264","0","        88","0","","","   -7.2","0,1225, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 162.6"," ,0,0316, ","   37.2","0,0830,+","-0.6","0,1118","-2.8","0,1130","-4.4","0,1207","-7.2","0,1225","","","-1.1","0,0321","-3.9","0,0114","","","","","","","    1330.4","4","","","    1330.4","0","","","","","","","","","","","   1350.2"," ,0","        0"," ,0","     18.49","0","     25.33","0","     11.64","0"
"USC00015121","1991","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1165.5","","    1165.5","0","       123","0","        87","0","        23","0","        0","","         0","0","         0","0","        53","0","         0","0","       242","0","        53","0","","","   -9.4","0,0216, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  66.0"," ,0,0130, ","   35.6","0,0703, ","-5.0","0,1104","-5.0","0,1104","-5.0","0,1104","","","","","0.0","0,0312","-5.6","0,0217","-5.6","0,0217","-9.4","0,0216","-9.4","0,0216","    1219.5","5","","","    1219.5","0","","","","","","","","","","","   1536.9"," ,0","        0"," ,0","     17.82","0","     23.71","0","     11.92","0"
"USC00015121","1992","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","    902.2","","     902.2","0","       119","0","        88","0","        17","0","        0","","         0","0","         0","0","        42","0","         0","0","       228","0","        33","0","         1"," ","   -7.2","0,0117, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  61.0"," ,0,0421, ","   35.0","0,0713,+","-0.6","0,1107","-2.2","0,1129","","","","","","","0.0","0,0403","-2.2","0,0312","-4.4","0,0122","-6.7","0,0118","","","    1446.8","8","      29.4","0,0,2","    1446.8","0","      33.9","0,0,2","       4.4","0,0,2","       5.6","0,0,2","      18.0","0,0,2","      21.6","0,0,2","   1360.6"," ,0","        0"," ,0","     16.75","0","     22.76","0","     10.72","0"
"USC00015121","1993","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1088.8","","    1088.8","0","       117","0","        77","0","        13","0","        0","","         0","0","         0","0","        46","0","         1","0","       219","0","        73","0","","","   -9.4","0,0314, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  90.2"," ,0,0121, ","   36.7","0,0723, ","-1.1","0,1031","-3.9","0,1101","-6.1","0,1226","-7.8","0,1231","","","-3.3","0,0316","-3.3","0,0316","-8.3","0,0315","-8.3","0,0315","-9.4","0,0314","    1528.4","4","      30.0","0,0,2","    1528.4","0","      36.1","0,0,2","       3.9","0,0,2","       5.6","0,0,2","      18.0","0,0,2","      21.9","0,0,2","   1191.8"," ,0","        0"," ,0","     16.87","0","     23.01","0","     10.73","0"
"USC00015121","1994","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","    961.9","","     961.9","0","       122","0","        87","0","        18","0","        0","","         0","0","         0","0","        43","0","         1","0","       248","0","        24","0","","","  -10.6","0,0120,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  69.9"," ,0,0708, ","   34.4","0,0831, ","-1.7","0,1124","-3.3","0,1212","","","","","","","-0.6","0,0401","-2.2","0,0227","-6.1","0,0204","-6.7","0,0203","-10.6","0,0120","    1539.6","6","      28.9","0,0,2","    1539.6","0","      33.3","0,0,2","       2.2","0,0,2","       3.9","0,0,2","      18.4","0,0,2","      22.4","0,0,2","   1347.6"," ,0","        0"," ,0","     17.35","0","     23.29","0","     11.40","0"
"USC00015121","1995","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1157.1","","    1157.1","0","       101","0","        67","0","        26","0","        0","","         0","0","         0","0","        53","0","         0","0","       234","0","        82","0","","","   -9.4","0,0210, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 109.7"," ,0,1005, ","   37.2","0,0726, ","0.0","0,1109","-2.2","0,1115","-8.9","0,1210","-8.9","0,1210","-8.9","0,1210","-1.1","0,0310","-2.8","0,0213","-9.4","0,0210","-9.4","0,0210","-9.4","0,0210","    1229.1","1","      32.2","0,0,2","    1229.1","0","      38.9","0,0,2","       3.3","0,0,2","       5.0","0,0,2","      18.2","0,0,2","      23.1","0,0,2","   1480.5"," ,0","        0"," ,0","     17.40","0","     23.53","0","     11.26","0"
"USC00015121","1996","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1046.9","","    1046.9","0","       124","0","        87","0","        15","0","        0","","         0","0","         0","0","        62","0","         3","0","       236","0","        46","0","","","  -12.8","0,0206,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  78.7"," ,0,0127, ","   34.4","0,0703,+","0.0","0,1102","-3.3","0,1218","-6.1","0,1219","-10.0","0,1220","-10.0","0,1220","-0.6","0,0322","-2.2","0,0312","-5.0","0,0311","-8.3","0,0309","-12.8","0,0206","    1589.9","9","      29.4","0,0,2","    1589.9","0","      36.7","0,0,2","       2.2","0,0,2","       3.3","0,0,2","      17.3","0,0,2","      22.8","0,0,2","   1436.0"," ,0","        0"," ,0","     16.82","0","     23.11","0","     10.54","0"
"USC00015121","1997","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","    955.1","","     955.1","0","       129","0","       102","0","        25","0","        0","","         0","0","         0","0","        48","0","         1","0","       219","0","        49","0","","","   -9.4","0,0118,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 118.9"," ,0,0630, ","   35.0","0,0922,+","-1.7","0,1116","-3.9","0,1117","-5.0","0,1118","","","","","-2.2","0,0216","-2.2","0,0216","-9.4","0,0118","-9.4","0,0118","-9.4","0,0118","    1269.3","3","      29.4","0,0,2","    1269.3","0","      34.4","0,0,2","       2.8","0,0,2","       5.0","0,0,2","      18.6","0,0,2","      21.8","0,0,2","   1758.2"," ,0","        0"," ,0","     16.91","0","     22.93","0","     10.88","0"
"USC00015121","1998","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1316.1","","    1316.1","0","       117","0","        81","0","        14","0","","","         0","0","         0","0","        36","0","         0","0","       249","0","       110","0","","","   -5.0","0,0313, ","","","     0"," ,0,1231,+"," 110.7"," ,0,0929, ","   37.2","0,0708, ","0.0","0,1106","-3.9","0,1218","","","","","","","-0.6","0,0322","-2.8","0,0314","-5.0","0,0313","","","","","    1508.5","5","      30.6","0,0,2","    1508.5","0","      35.0","0,0,2","       7.2","0,0,2","       7.2","0,0,2","      19.8","0,0,2","      22.9","0,0,2","   1402.0"," ,0","        0"," ,0","     18.56","0","     24.84","0","     12.28","0"
"USC00015121","1999","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1107.7","","    1107.7","0","        98","0","        73","0","        17","0","        0","","         0","0","         0","0","        46","0","         1","0","       261","0","        58","0","","","  -11.1","0,0105, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  88.9"," ,0,0131, ","   37.8","0,0820,+","0.0","0,1103","-3.3","0,1201","-4.4","0,1225","","","","","0.0","0,0316","-2.2","0,0304","-5.6","0,0112","-7.2","0,0110","-10.6","0,0106","    1109.9","9","      31.1","0,0,2","    1109.9","0","      35.6","0,0,2","       4.4","0,0,2","       5.6","0,0,2","      19.2","0,0,2","      23.3","0,0,2","   1384.7"," ,0","        0"," ,0","     17.96","0","     24.86","0","     11.06","0"
"USC00015121","2000","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1219.7","","    1219.7","0","        88","0","        57","0","        17","0","        0","","         0","0","         0","0","        60","0","         2","0","       262","0","       104","0","","","  -11.1","0,1220, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  87.6"," ,0,1228, ","   38.9","0,0821,+","-1.7","0,1115","-3.3","0,1120","-6.1","0,1122","-8.3","0,1217","-11.1","0,1220","-0.6","0,0409","-5.6","0,0207","-5.6","0,0207","","","","","    1187.7","7","      30.0","0,0,2","    1187.7","0","      35.6","0,0,2","       3.3","0,0,2","       5.0","0,0,2","      18.8","0,0,2","      23.2","0,0,2","   1030.6"," ,0","        0"," ,0","     17.77","0","     25.09","0","     10.45","0"
"USC00015121","2001","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","    958.8","","     958.8","0","       120","0","        91","0","        16","0","        0","","         0","0","         0","0","        38","0","         0","0","       252","0","        38","0","","","   -8.9","0,0102, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 111.8"," ,0,0225, ","   34.4","0,0729,+","-1.1","0,1028","-2.2","0,1121","-5.6","0,1226","","","","","0.0","0,0308","-2.2","0,0218","-4.4","0,0127","-7.2","0,0111","-8.9","0,0102","    1582.4","4","      29.4","3,0,2","    1582.4","0","      33.9","3,0,2","       3.3","3,0,2","       5.0","3,0,2","      18.3","3,0,2","      22.3","3,0,2","   1569.1"," ,0","        0"," ,0","     17.45","0","     23.94","0","     10.96","0"
"USC00015121","2002","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1256.6","","    1256.6","0","       112","0","        76","0","        25","0","        0","","         0","0","         0","0","        62","0","         0","0","       228","0","        72","0","","","   -8.3","0,0228,+","     0"," ,0,1231,+","    20"," ,0,0103, "," 101.1"," ,0,0923, ","   35.6","0,0913,+","0.0","0,1114","-3.9","0,1129","-5.6","0,1207","","","","","-1.7","0,0324","-2.2","0,0323","-6.7","0,0305","-6.7","0,0305","","","    1338.7","7","      31.7","0,0,2","    1338.7","0","      35.6","0,0,2","       3.3","0,0,2","       5.6","0,0,2","      19.1","0,0,2","      23.0","0,0,2","   1583.1"," ,0","       20"," ,0","     17.58","0","     23.85","0","     11.30","0"
"USC00015121","2003","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1064.4","","    1064.4","0","       108","0","        77","0","        23","0","        0","","         0","0","         0","0","        54","0","         1","0","       241","0","        37","0","","","  -12.2","0,0125,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 129.5"," ,0,0407, ","   33.9","0,0825,+","-4.4","0,1125","-4.4","0,1125","-4.4","0,1125","","","","","-1.7","0,0331","-3.3","0,0212","-4.4","0,0128","-12.2","0,0125","-12.2","0,0125","    1440.6","6","","","    1440.6","0","","","","","","","","","","","   1721.5"," ,0","        0"," ,0","     17.25","0","     23.26","0","     11.24","0"
"USC00015121","2004","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1167.6","","    1167.6","0","       110","0","        84","0","        15","0","        0","","         0","0","         0","0","        50","0","         1","0","       246","0","        44","0","","","   -7.2","0,1220,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  97.0"," ,0,0917, ","   35.6","0,0805,+","-1.1","0,1126","-5.6","0,1215","-5.6","0,1215","-7.2","0,1216","","","-1.1","0,0311","-5.0","0,0209","-5.0","0,0209","-6.7","0,0130","","","    1394.9","9","","","    1394.9","0","","","","","","","","","","","   1397.9"," ,0","        0"," ,0","     17.74","0","     23.72","0","     11.76","0"
"USC00015121","2005","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1172.4","","    1172.4","0","        97","0","        80","0","        23","0","        0","","         0","0","         0","0","        56","0","         0","0","       239","0","        59","0","","","   -7.2","0,0124,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 111.0"," ,0,0712, ","   35.6","0,0822,+","0.0","0,1026","-2.8","0,1118","-4.4","0,1210","","","","","-0.6","0,0425","-2.2","0,0303","-6.7","0,0125","-6.7","0,0125","","","    1283.3","3","      31.1","0,3,2","    1283.3","0","      34.4","0,3,2","       6.1","0,3,2","       8.9","0,3,2","      19.5","0,3,2","      22.7","0,3,2","   1709.0"," ,0","        0"," ,0","     17.66","0","     23.91","0","     11.40","0"
"USC00015121","2006","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1318.9","","    1318.9","0","        82","0","        64","0","        11","0","        0","","         0","0","         0","0","        47","0","         0","0","       251","0","       112","0","","","   -8.9","0,1209, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 130.8"," ,0,1115, ","   38.3","0,0805, ","-0.6","0,1104","-2.2","0,1201","-6.7","0,1205","-6.7","0,1205","-8.9","0,1209","0.0","0,0327","-2.8","0,0227","-4.4","0,0214","","","","","    1320.3","3","      29.4","0,3,2","    1320.3","0","      36.1","0,3,2","       6.1","0,3,2","       8.9","0,3,2","      18.9","0,3,2","      22.8","0,3,2","   1082.6"," ,0","        0"," ,0","     18.32","0","     25.43","0","     11.20","0"
"USC00015121","2007","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1338.0","","    1338.0","0","        85","0","        64","0","         5","0","        0","","         0","0","         0","0","        47","0","         0","0","       263","0","        93","0","","","   -6.7","0,0217, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  54.6"," ,0,0912, ","   39.4","0,0824,+","-2.2","0,1108","-2.2","0,1108","-5.0","0,1217","","","","","-0.6","0,0306","-2.2","0,0305","-5.0","0,0219","-6.7","0,0217","","","    1369.2","2","      31.1","0,3,2","    1369.2","0","      35.6","0,3,2","       5.6","0,3,2","       9.4","0,3,2","      20.0","0,3,2","      24.0","0,3,2","    801.8"," ,0","        0"," ,0","     18.47","0","     25.17","0","     11.77","0"
"USC00015121","2008","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1178.2","","    1178.2","0","        80","0","        68","0","        19","0","        0","","         1","0","         0","0","        65","0","         0","0","       247","0","        62","0","","","   -9.4","0,0104,+","     0"," ,0,1231,+","    64"," ,0,0120, ","  88.9"," ,0,0824, ","   36.7","0,0722,+","-0.6","0,1028","-2.2","0,1110","-5.6","0,1119","-6.7","0,1122","","","-2.8","0,0325","-2.8","0,0325","-5.0","0,0228","-6.7","0,0122","-9.4","0,0104","    1355.9","9","      30.6","0,3,2","    1355.9","0","","","       5.6","0,3,2","","","      20.1","0,3,2","","","   1247.4"," ,0","       64"," ,0","     17.47","0","     23.75","0","     11.19","0"
"USC00015121","2009","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1132.5","","    1132.5","0","       129","0","       107","0","        19","0","        0","","         0","0","         0","0","        51","0","         0","0","       237","0","        48","0","","","   -8.3","0,0122,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  96.3"," ,0,0802, ","   36.1","0,0629,+","-0.6","0,1127","-3.3","0,1206","","","","","","","-0.6","0,0408","-2.8","0,0304","-7.2","0,0206","-7.2","0,0206","","","    1370.3","3","      30.6","0,3,2","    1370.3","0","      35.0","0,3,2","       5.6","0,3,2","       9.4","0,3,2","      20.4","0,3,2","      23.7","0,3,2","   1759.3"," ,0","        0"," ,0","     17.46","0","     23.28","0","     11.64","0"
"USC00015121","2010","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1412.4","","    1412.4","0","        82","0","        72","0","        14","0","        0","","         0","0","         0","0","        74","0","         1","0","       238","0","       105","0","","","  -10.0","0,0111,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  74.9"," ,0,0125, ","   37.8","0,0804, ","-0.6","0,1107","-2.2","0,1127","-5.6","0,1207","-7.2","0,1209","","","0.0","0,0308","-2.2","0,0305","-4.4","0,0225","-9.4","0,0112","-9.4","0,0112","    1622.4","4","      32.2","0,3,2","    1622.4","0","      35.6","0,3,2","       5.0","0,3,2","       5.0","0,3,2","      21.1","0,3,2","      23.9","0,3,2","   1165.6"," ,0","        0"," ,0","     17.48","0","     23.83","0","     11.13","0"
"USC00015121","2011","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1304.2","","    1304.2","7","","","","","","","","","","","         0","7","        54","7","         1","7","       251","7","        98","7","","","   -8.9","7,0114,+","","","","","","","   37.2","7,0831,+","0.0","K,1021","-2.2","7,1118","","","","","","","-1.7","K,0215","-3.3","K,0214","-4.4","K,0213","-6.7","K,0212","-8.9","K,0114","    1473.9","9","      32.2","7,3,2","    1473.9","7","      35.6","7,3,2","       8.3","7,3,2","       8.9","7,3,2","      21.8","7,3,2","      24.9","7,3,2","","","","","     18.04","7","     24.71","7","     11.37","7"
"USC00015121","2012","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1187.2","","    1187.2","7","       101","7","        86","7","        20","7","","","","","         0","7","        35","7","         0","7","       264","7","        58","7","","","   -7.8","7,0105,+","","","","","  97.8"," ,7,0904, ","   38.3","7,0702,+","0.0","7,1109","-3.3","7,1125","-5.0","7,1230","","","","","0.0","7,0221","-5.6","7,0213","-5.6","7,0213","-7.2","7,0106","","","    1100.0","0","      30.6","7,3,2","    1100.0","7","      33.3","7,3,2","       8.3","7,3,2","       8.3","7,3,2","      21.1","7,3,2","      24.0","7,3,2","   1555.7"," ,7","","","     18.51","7","     24.85","7","     12.15","7"
"USC00015121","2013","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1093.9","","    1093.9","7","       115","7","        83","7","        18","7","","","","","         0","7","        59","7","         0","7","       233","7","        44","7","","","   -6.7","7,1128, ","","","",""," 108.7"," ,7,0815, ","   34.4","7,0901,+","-2.2","7,1113","-2.2","7,1113","-4.4","7,1114","-6.7","7,1128","","","0.0","7,0328","-3.3","7,0327","-4.4","7,0218","","","","","    1444.0","0","      27.2","7,3,2","    1444.0","7","      30.0","7,3,2","       8.3","7,3,2","      10.6","7,3,2","      18.5","7,3,2","      21.4","7,3,2","   1462.0"," ,7","","","     17.24","7","     23.14","7","     11.34","7"
"USC00015121","2014","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1207.0","","    1207.0","7","        96","7","        60","7","        10","7","","","","","         0","7","        59","7","         4","7","       239","7","        68","7","","","  -13.9","7,0130, ","","","","","  99.1"," ,7,1014, ","   37.2","7,0825, ","-3.3","7,1114","-3.3","7,1114","-7.8","7,1119","-7.8","7,1119","","","-1.7","7,0326","-2.8","7,0301","-4.4","7,0228","-9.4","7,0201","-9.4","7,0201","    1618.9","9","      31.7","7,3,2","    1618.9","7","      35.6","7,3,2","       6.1","7,3,2","       6.7","7,3,2","      19.7","7,3,2","      23.1","7,3,2","   1073.8"," ,7","","","     17.19","7","     23.56","7","     10.81","7"
"USC00015121","2015","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1403.9","","    1403.9","7","       125","7","        81","7","        11","7","","","","","         0","7","        51","7","         0","7","       264","7","       102","7","","","  -12.2","7,0109, ","","","","","  57.9"," ,7,1119, ","   38.9","7,0805,+","-0.6","7,1115","-4.4","7,1123","-4.4","7,1123","","","","","0.0","7,0309","-2.8","7,0308","-5.0","7,0307","-7.8","7,0220","-12.2","7,0109","    1448.1","1","      29.4","7,3,2","    1448.1","7","      33.3","7,3,2","       7.2","7,3,2","       9.4","7,3,2","      20.0","7,3,2","      22.9","7,3,2","   1211.5"," ,7","","","     18.83","7","     25.38","7","     12.28","7"
"USC00015121","2016","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1469.1","","    1469.1","7","        97","7","        60","7","         9","7","","","","","         0","7","        51","7","         0","7","       269","7","       122","7","","","   -6.1","7,0120,+","","","","","  79.2"," ,7,0203, ","   38.9","7,0627, ","-2.2","7,1120","-2.2","7,1120","-5.0","7,1210","","","","","-0.6","7,0322","-2.2","7,0215","-4.4","7,0211","","","","","    1060.5","5","      29.4","7,3,2","    1060.5","7","      32.2","7,3,2","       0.6","7,3,2","       6.7","7,3,2","      19.3","7,3,2","      22.0","7,3,2","    990.9"," ,7","","","     19.16","7","     26.31","7","     11.99","7"
"USC00015121","2017","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1356.1","","    1356.1","7","       115","7","        87","7","        17","7","","","","","         0","7","        44","7","         1","7","       269","7","        98","7","","","   -8.9","7,0109,+","","","","","  83.3"," ,7,1008, ","   37.2","7,0721, ","-1.1","7,1030","-3.3","7,1120","-6.1","7,1210","","","","","-1.7","7,0316","-2.8","7,0205","-6.7","7,0110","-6.7","7,0110","-8.9","7,0109","     917.0","0","      29.4","7,3,2","     917.0","7","      31.7","7,3,2","       5.0","7,3,2","       6.1","7,3,2","      19.3","7,3,2","      21.5","7,3,2","   1472.5"," ,7","","","     19.09","7","     25.72","7","     12.46","7"
"USC00015121","2018","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","","","","","","","","","","","        0","","","","","","","","","","","","","","","","","","     0"," ,7,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","    1371.5","5","","","    1371.5","7","","","","","","","","","","","","","","","","","","","",""
"USC00015121","2020","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1199.5","","    1199.5","7","","","","","","","        0","","","","         0","7","        39","7","         0","7","       259","7","        61","7","","","   -6.7","7,1226, ","     0"," ,7,1231,+","","","","","   35.6","7,0811,+","-0.6","7,1124","-4.4","7,1201","-4.4","7,1201","-6.7","7,1226","","","-0.6","7,0229","-2.2","7,0228","-5.0","7,0123","","","","","","","","","","","","","","","","","","","","","","","","","     18.37","7","     24.41","7","     12.32","7"
"USC00015121","2021","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","","","","","","","","","","","        0","","","","","","","","","","","","","","","","","","     0"," ,7,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00015121","2022","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","","","","","","","","","","","        0","","","","","","","","","","","","","","","","","","     0"," ,7,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","    1140.4","4","","","    1140.4","7","","","","","","","","","","","   1554.4"," ,7","","","","","","","",""
"USC00015121","2023","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1293.6","","    1293.6","7","","","","","","","        0","","","","         0","7","        39","7","         0","7","       258","7","        76","7","","","   -4.4","7,0321,+","     0"," ,7,1231,+","","","","","   38.3","7,0826,+","-3.3","7,1102","-3.3","7,1102","","","","","","","-2.2","7,0322","-2.2","7,0322","-4.4","7,0321","","","","","","","","","","","","","","","","","","","","","","","","","     19.03","7","     25.31","7","     12.74","7"
"USC00015121","2024","32.4718","-87.23097","68.3","MARION JUNCTION 2 NE, AL US","   1385.1","","    1385.1","7","","","","","","","        0","","","","         0","7","        41","7","         1","7","       268","7","        91","7","","","  -11.1","7,0117, ","     0"," ,7,1231,+","","","","","   38.3","7,0626, ","0.0","7,1125","-2.8","7,1130","-5.0","7,1204","","","","","-0.6","7,0319","-2.2","7,0220","-5.0","7,0122","-10.0","7,0121","-10.0","7,0121","    1176.8","8","","","    1176.8","7","","","","","","","","","","","","","","","     19.04","7","     25.39","7","     12.69","7"
