"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000FCHE","2003","25.625","-80.5797","1.5","CHEKIKA FLORIDA, FL US","   2479.1","","    2479.1","U","         0","U","         0","U","         0","U","       349","U","       130","U","    2.2","U,0124, ","   35.0","U,0823,+","","","","","","","","","     24.79","U","     29.71","U","     19.88","U"
"USR0000FCHE","2004","25.625","-80.5797","1.5","CHEKIKA FLORIDA, FL US","   2211.6","","    2211.6","U","         0","U","         0","U","         0","U","       356","U","       107","U","    6.7","U,1215,+","   36.1","U,0707,+","","","","","      91.3","3","      91.3","U","     24.17","U","     29.41","U","     18.92","U"
"USR0000FCHE","2005","25.625","-80.5797","1.5","CHEKIKA FLORIDA, FL US","   2243.8","","    2243.8","U","         0","U","         0","U","         0","U","       356","U","        97","U","    3.3","U,0212, ","   37.2","U,0722, ","","","","","     106.0","0","     106.0","U","     24.20","U","     29.13","U","     19.26","U"
"USR0000FCHE","2006","25.625","-80.5797","1.5","CHEKIKA FLORIDA, FL US","   2221.5","","    2221.5","U","         0","U","         0","U","         0","U","       354","U","       123","U","    3.9","U,0214, ","   36.1","U,0813, ","","","","","      83.8","8","      83.8","U","     24.16","U","     29.41","U","     18.90","U"
"USR0000FCHE","2007","25.625","-80.5797","1.5","CHEKIKA FLORIDA, FL US","   2315.0","","    2315.0","U","         0","U","         1","U","         0","U","       358","U","       115","U","    0.0","U,0219, ","   36.7","U,0805, ","","","0.0","U,0219","      63.2","2","      63.2","U","     24.50","U","     29.83","U","     19.17","U"
"USR0000FCHE","2008","25.625","-80.5797","1.5","CHEKIKA FLORIDA, FL US","   2194.5","","    2194.5","U","         0","U","         0","U","         0","U","       359","U","       100","U","    1.1","U,0103, ","   35.0","U,0815,+","","","","","      54.6","6","      54.6","U","     24.15","U","     29.18","U","     19.12","U"
"USR0000FCHE","2009","25.625","-80.5797","1.5","CHEKIKA FLORIDA, FL US","   2326.9","","    2326.9","U","         0","U","         0","U","         0","U","       352","U","       130","U","    1.7","U,0205, ","   35.6","U,0718, ","","","","","     109.2","2","     109.2","U","     24.36","U","     29.52","U","     19.19","U"
"USR0000FCHE","2010","25.625","-80.5797","1.5","CHEKIKA FLORIDA, FL US","   2188.8","","    2188.8","U","         0","U","         2","U","         0","U","       325","U","       112","U","    0.0","U,1215,+","   36.7","U,0731,+","0.0","U,1215","0.0","U,0111","     235.4","4","     235.4","U","     23.44","U","     28.39","U","     18.49","U"
"USR0000FCHE","2011","25.625","-80.5797","1.5","CHEKIKA FLORIDA, FL US","   2407.3","","    2407.3","U","         0","U","         0","U","         0","U","       360","U","       149","U","    3.3","U,0123, ","   38.9","U,0813, ","","","","","     173.7","7","     173.7","U","     24.73","U","     30.52","U","     18.94","U"
"USR0000FCHE","2012","25.625","-80.5797","1.5","CHEKIKA FLORIDA, FL US","","","","","","","","","","","","","","","","","","","","","","","      16.7","7","      16.7","U","","","","","",""
