"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"CA006156561","2000","44.0667","-78.6333","373.0","PONTYPOOL, ON CA","       151","C","        92","C","         5","C","       83","","        23","C","   800"," ,C,1231, ","   260"," ,C,1211, ","  51.4"," ,C,0624, ","    4311.6","6","    4311.6","C","    997.4"," ,C","     2260"," ,C"
"CA006156561","2001","44.0667","-78.6333","373.0","PONTYPOOL, ON CA","       134","C","        88","C","         9","C","      109","","        19","C","  1000"," ,C,0111,+","   250"," ,C,0305, ","  36.2"," ,C,1005, ","","","","","    996.0"," ,C","     1710"," ,C"
"CA006156561","2002","44.0667","-78.6333","373.0","PONTYPOOL, ON CA","       143","C","        83","C","         7","C","      120","","        25","C","   360"," ,C,0207,+","   130"," ,C,0131,+","  44.8"," ,C,0726, ","","","","","    988.9"," ,C","     1930"," ,C"
