"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00235183","1935","39.4725","-92.03056","243.8","MADISON, MO US","        98","6","        79","6","         9","6","","","         2","6","","","","","    64"," ,6,1225, ","  45.7"," ,6,1104, ","   1059.2"," ,6","      120"," ,6"
"USC00235183","1936","39.4725","-92.03056","243.8","MADISON, MO US","        65","6","        52","6","         6","6","","","         9","6","","","","","   203"," ,6,0125, ","  59.7"," ,6,0226, ","    677.9"," ,6","      596"," ,6"
"USC00235183","1938","39.4725","-92.03056","243.8","MADISON, MO US","        88","6","        60","6","        12","6","","","         5","6","","","","","   127"," ,6,0219, ","  69.9"," ,6,0124, ","    991.7"," ,6","      367"," ,6"
"USC00235183","1939","39.4725","-92.03056","243.8","MADISON, MO US","        94","6","        68","6","        13","6","","","        10","6","","","","","    97"," ,6,0124, "," 104.1"," ,6,0725, ","   1214.8"," ,6","      541"," ,6"
"USC00235183","1940","39.4725","-92.03056","243.8","MADISON, MO US","        76","6","        53","6","         4","6","","","        11","6","","","","","   140"," ,6,0107, ","  56.4"," ,6,0612, ","    631.1"," ,6","      614"," ,6"
"USC00235183","1941","39.4725","-92.03056","243.8","MADISON, MO US","        95","6","        69","6","         7","6","","","","","","","","","","","  76.2"," ,6,0903, ","    982.0"," ,6","",""
"USC00235183","1943","39.4725","-92.03056","243.8","MADISON, MO US","        97","6","        59","6","        11","6","","","         7","6","","","","","   170"," ,6,1210, ","  50.3"," ,6,0725, ","    942.0"," ,6","      603"," ,6"
"USC00235183","1944","39.4725","-92.03056","243.8","MADISON, MO US","       115","6","        73","6","        10","6","","","","","","","","","","","  78.0"," ,6,0411, ","   1056.6"," ,6","",""
"USC00235183","1945","39.4725","-92.03056","243.8","MADISON, MO US","        88","6","        76","6","        16","6","","","        13","6","","","","","   127"," ,6,0122, ","  67.3"," ,6,0413, ","   1223.9"," ,6","      709"," ,6"
"USC00235183","1946","39.4725","-92.03056","243.8","MADISON, MO US","        72","6","        60","6","         9","6","","","         2","6","","","","","   102"," ,6,0214, ","  55.9"," ,6,1103, ","    912.3"," ,6","      127"," ,6"
"USC00235183","1947","39.4725","-92.03056","243.8","MADISON, MO US","        69","6","        64","6","        10","6","","","         8","6","","","","","   152"," ,6,0327, "," 109.0"," ,6,0921, ","   1003.3"," ,6","      589"," ,6"
"USC00235183","1948","39.4725","-92.03056","243.8","MADISON, MO US","        61","0","        57","0","         9","0","","","        10","0","","","","","   203"," ,0,0102, ","  61.2"," ,0,0908, ","    803.1"," ,0","      711"," ,0"
"USC00235183","1949","39.4725","-92.03056","243.8","MADISON, MO US","        72","0","        67","0","        11","0","","","","","","","","","","","  49.5"," ,0,0627, ","    972.1"," ,0","",""
