"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA00701S001","1993","46.8","-71.3833","60.0","QUEBEC JEAN LESAGE INTERNATIONAL, QC CA","    128.1","","     128.1","C","       162","C","       104","C","         7","C","        33","C","        42","C","       154","C","        83","C","        85","C","         0","C","  -32.6","C,0207, ","   150"," ,C,1101, ","  46.0"," ,C,0903, ","   32.0","C,0711, ","-1.8","C,1001","-4.3","C,1010","-6.6","C,1011","-9.7","C,1102","-9.7","C,1102","-0.6","C,0514","-2.5","C,0420","-8.1","C,0325","-8.1","C,0325","-15.0","C,0323","","","","","   1200.3"," ,C","     2276"," ,C","      3.82","C","      8.81","C","     -1.17","C","","","",""
"CA00701S001","1996","46.8","-71.3833","60.0","QUEBEC JEAN LESAGE INTERNATIONAL, QC CA","    106.0","","     106.0","C","       173","C","       105","C","         8","C","","","        35","C","       161","C","        80","C","        78","C","         0","C","  -29.6","C,0204, ","","","  80.8"," ,C,0719, ","   30.6","C,0807, ","-0.7","C,1003","-2.4","C,1004","-4.9","C,1102","-8.4","C,1103","-9.6","C,1113","-0.4","C,0507","-2.5","C,0415","-8.0","C,0404","-8.0","C,0404","-11.8","C,0328","","","","","   1277.2"," ,C","","","      4.92","C","      9.50","C","      0.33","C","","","",""
"CA00701S001","1997","46.8","-71.3833","60.0","QUEBEC JEAN LESAGE INTERNATIONAL, QC CA","     91.0","","      91.0","C","       146","C","       101","C","         5","C","","","        33","C","       177","C","       111","C","        75","C","         0","C","  -33.2","C,0130, ","","","  42.8"," ,C,0703, ","   31.6","C,0610, ","-0.5","C,0924","-3.0","C,1022","-4.9","C,1023","-9.7","C,1113","-9.7","C,1113","-2.0","C,0505","-2.6","C,0427","-5.6","C,0416","-9.1","C,0415","-9.1","C,0415","    5236.5","5","    5236.5","C","   1043.8"," ,C","","","      3.64","C","      8.57","C","     -1.29","C","","","",""
"CA00701S001","1998","46.8","-71.3833","60.0","QUEBEC JEAN LESAGE INTERNATIONAL, QC CA","    100.3","","     100.3","C","       147","C","        97","C","         6","C","","","        17","C","       155","C","        74","C","        86","C","         0","C","  -28.7","C,1231, ","","","  45.0"," ,C,0902, ","   31.3","C,0716, ","-1.2","C,1006","-2.4","C,1025","-6.2","C,1113","-8.8","C,1116","-9.8","C,1208","-0.4","C,0427","-4.7","C,0426","-4.7","C,0426","-12.3","C,0325","-12.3","C,0325","    4786.1","1","    4786.1","C","   1123.5"," ,C","","","      5.98","C","     10.64","C","      1.32","C","","","",""
"CA00701S001","1999","46.8","-71.3833","60.0","QUEBEC JEAN LESAGE INTERNATIONAL, QC CA","    152.4","","     152.4","C","       153","C","        86","C","         7","C","","","        29","C","       165","C","        71","C","       104","C","         0","C","  -31.8","C,0114, ","","","  41.2"," ,C,0625, ","   30.9","C,0731, ","-0.3","C,1005","-3.0","C,1008","-4.7","C,1028","-8.6","C,1111","-9.3","C,1112","-0.9","C,0511","-3.2","C,0411","-5.9","C,0404","-7.2","C,0321","-11.1","C,0310","    4725.7","7","    4725.7","C","   1073.6"," ,C","","","      5.83","C","     10.72","C","      0.95","C","","","",""
"CA00701S001","2000","46.8","-71.3833","60.0","QUEBEC JEAN LESAGE INTERNATIONAL, QC CA","     93.7","","      93.7","C","       161","C","        88","C","         9","C","","","        40","C","       163","C","        92","C","        79","C","         0","C","  -29.0","C,0119, ","","","  47.9"," ,C,1217, ","   29.1","C,0725, ","-0.1","C,0926","-3.6","C,0929","-4.4","C,1118","-11.2","C,1123","-11.2","C,1123","-1.0","C,0503","-2.5","C,0418","-4.9","C,0417","-12.2","C,0319","-12.2","C,0319","    4863.7","7","    4863.7","C","   1068.8"," ,C","","","      4.58","C","      9.23","C","     -0.07","C","","","",""
"CA00701S001","2001","46.8","-71.3833","60.0","QUEBEC JEAN LESAGE INTERNATIONAL, QC CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    5167.1","1","    5167.1","C","","","","","","","","","","","","","",""
"CA00701S001","2002","46.8","-71.3833","60.0","QUEBEC JEAN LESAGE INTERNATIONAL, QC CA","","","","","       176","C","        96","C","         3","C","","","","","","","","","","","","","","","","","  30.0"," ,C,0409, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    917.1"," ,C","","","","","","","","","","","",""
"CA00701S001","2003","46.8","-71.3833","60.0","QUEBEC JEAN LESAGE INTERNATIONAL, QC CA","    118.5","","     118.5","C","       169","C","        94","C","        10","C","","","        48","C","       167","C","       100","C","        87","C","         2","C","  -30.9","C,0216, ","","","  51.9"," ,C,0923, ","   34.2","C,0626, ","-2.2","C,1019","-2.2","C,1019","-8.7","C,1108","-8.7","C,1108","-9.9","C,1109","-3.2","C,0430","-3.2","C,0430","-6.4","C,0418","-13.0","C,0417","-13.0","C,0417","","","","","   1190.6"," ,C","","","      3.93","C","      8.80","C","     -0.94","C","","","",""
"CA00701S001","2004","46.8","-71.3833","60.0","QUEBEC JEAN LESAGE INTERNATIONAL, QC CA","     71.9","","      71.9","C","       144","C","        94","C","         9","C","","","        38","C","       170","C","        99","C","        85","C","         0","C","  -32.6","C,0115, ","","","  65.9"," ,C,0909, ","   31.2","C,0722, ","-1.7","C,1005","-3.6","C,1029","-5.6","C,1108","-8.4","C,1109","-9.7","C,1110","-1.2","C,0509","-7.0","C,0425","-7.0","C,0425","-7.0","C,0425","-14.2","C,0324","    5191.9","9","    5191.9","C","   1066.7"," ,C","","","      3.93","C","      9.02","C","     -1.17","C","","","",""
