"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00129430","1934","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    842.3","","     842.3","0","       108","0","        63","0","         4","0","       34","","        10","0","         5","0","       119","0","        29","0","       172","0","        62","0","         1"," ","","","  -22.8","0,0227, ","   254"," ,0,1225,+","   203"," ,0,1224, ","  50.3"," ,0,0816, ","   43.3","0,0725,+","-1.1","0,1028","-3.9","0,1102","-5.6","0,1205","-7.2","0,1208","-13.9","0,1211","-0.6","0,0428","-2.2","0,0425","-10.6","0,0328","-10.6","0,0328","-10.6","0,0328","    2930.5","5","","","","","","","","","    2930.5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    732.5"," ,0","      986"," ,0","     12.52","0","     18.27","0","      6.77","0"
"USC00129430","1935","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    620.3","","     620.3","0","       130","0","        76","0","         9","0","       20","","         2","0","         5","0","       102","0","        30","0","       157","0","        33","0","         4"," ","","","  -23.9","0,1227, ","   203"," ,0,1227,+","   102"," ,0,1225,+","  47.8"," ,0,0927, ","   36.7","0,0731, ","-1.1","0,1004","-3.9","0,1106","-7.8","0,1122","-7.8","0,1122","-9.4","0,1202","-2.2","0,0417","-2.2","0,0417","-6.1","0,0228","-12.2","0,0227","-12.2","0,0227","    2850.2","2","","","","","","","","","    2850.2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1006.4"," ,0","      262"," ,0","     11.58","0","     16.78","0","      6.38","0"
"USC00129430","1936","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    921.3","","     921.3","0","       106","0","        67","0","         8","0","       51","","         7","0","        18","0","       126","0","        36","0","       167","0","        64","0","","","","","  -28.9","0,0123, ","   152"," ,0,0129,+","   140"," ,0,0116, "," 103.4"," ,0,1103, ","   43.9","0,0714, ","-0.6","0,1024","-3.9","0,1027","-5.6","0,1116","-6.7","0,1126","-14.4","0,1207","-2.2","0,0423","-2.2","0,0423","-5.0","0,0408","-7.2","0,0306","-10.0","0,0222","    3405.5","5","","","","","","","","","    3405.5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    935.5"," ,0","      555"," ,0","     11.87","0","     17.82","0","      5.91","0"
"USC00129430","1937","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    646.8","","     646.8","0","       124","0","        81","0","        10","0","       40","","        11","0","         1","0","       127","0","        34","0","       157","0","        32","0","         1"," ","","","  -18.3","0,0123, ","   178"," ,0,0122, ","    97"," ,0,1213,+","  56.6"," ,0,1018, ","   36.1","0,0817,+","-1.1","0,1014","-2.8","0,1015","-5.0","0,1104","-6.7","0,1118","-9.4","0,1120","-1.1","0,0411","-2.2","0,0329","-4.4","0,0328","-6.7","0,0327","-12.8","0,0225","    3013.3","3","","","","","","","","","    3013.3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1021.4"," ,0","      701"," ,0","     11.17","0","     16.64","0","      5.71","0"
"USC00129430","1938","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    700.9","","     700.9","0","       124","0","        85","0","         9","0","       37","","         8","0","         0","0","       113","0","        17","0","       181","0","        36","0","","","","","  -16.7","0,0128, ","   127"," ,0,0111,+","   127"," ,0,0110, ","  50.0"," ,0,0913, ","   35.0","0,0809,+","-0.6","0,1024","-3.9","0,1109","-4.4","0,1123","-12.2","0,1125","-12.2","0,1125","0.0","0,0513","-3.3","0,0403","-4.4","0,0306","-7.8","0,0228","-11.1","0,0201","    2947.8","8","","","","","","","","","    2947.8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1056.9"," ,0","      565"," ,0","     12.95","0","     18.73","0","      7.17","0"
"USC00129430","1939","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","","","","","       103","0","        64","0","         9","0","       30","","         7","0","         1","0","       109","0","","","","","","","","","","","  -18.3","0,1231, ","   152"," ,0,0227, ","   102"," ,0,0226,+"," 123.2"," ,0,0718, ","","","-0.6","0,1014","-2.8","0,1105","-5.6","0,1128","-8.9","0,1222","-8.9","0,1222","-3.3","0,0413","-3.3","0,0413","-5.6","0,0412","-7.2","0,0318","-9.4","0,0317","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    960.6"," ,0","      543"," ,0","","","","","      7.08","0"
"USC00129430","1940","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    666.2","","     666.2","0","       108","0","        59","0","         5","0","       36","","         4","0","        12","0","       116","0","        35","0","       168","0","        39","0","","","","","  -24.4","0,0119, ","   203"," ,0,0107, ","   114"," ,0,0107, ","  38.4"," ,0,0612, ","   38.3","0,0730, ","-2.2","0,1107","-2.2","0,1107","-5.6","0,1112","-8.3","0,1113","-9.4","0,1114","-2.2","0,0414","-2.2","0,0414","-4.4","0,0413","-11.1","0,0325","-11.1","0,0325","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    730.2"," ,0","      344"," ,0","     11.30","0","     16.59","0","      6.01","0"
"USC00129430","1941","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    775.4","","     775.4","0","       130","0","        69","0","         6","0","       14","","         6","0","         0","0","       105","0","        26","0","       176","0","        49","0","","","","","  -17.2","0,0219, ","   102"," ,0,0129,+","    76"," ,0,0124, ","  60.5"," ,0,0731, ","   37.8","0,0808, ","-0.6","0,1028","-2.8","0,1123","-9.4","0,1124","-9.4","0,1124","-9.4","0,1124","-1.7","0,0330","-3.9","0,0325","-13.9","0,0318","-13.9","0,0318","-13.9","0,0318","    2858.0","0","","","","","","","","","    2858.0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    879.2"," ,0","      371"," ,0","     12.86","0","     18.14","0","      7.59","0"
"USC00129430","1942","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    683.8","","     683.8","0","       134","0","        68","0","         8","0","       41","","         9","0","         6","0","       104","0","        35","0","       177","0","        22","0","        13"," ","         1"," ","  -22.8","0,0108, ","   127"," ,0,1215,+","    76"," ,0,1129, ","  52.6"," ,0,0206, ","   35.6","0,0717, ","0.0","0,0928","-4.4","0,1026","-4.4","0,1026","-7.2","0,1127","-16.7","0,1202","-1.1","0,0411","-2.8","0,0331","-5.0","0,0225","-9.4","0,0221","-9.4","0,0221","    2661.8","8","","","","","","","","","    2661.8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    965.4"," ,0","      488"," ,0","     11.98","0","     17.05","0","      6.90","0"
"USC00129430","1943","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    634.9","","     634.9","0","       121","0","        74","0","         8","0","","","        10","0","        10","0","       121","0","        28","0","       146","0","        32","0","         2"," ","         5"," ","  -20.6","0,0120, ","","","    89"," ,0,1210,+","  68.6"," ,0,0517, ","   36.1","0,0824,+","-1.1","0,1017","-2.8","0,1109","-7.2","0,1111","-7.2","0,1111","-12.8","0,1213","0.0","0,0501","-2.8","0,0415","-5.6","0,0414","-8.3","0,0309","-19.4","0,0308","    3057.6","6","","","","","","","","","    3057.6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    951.5"," ,0","      708"," ,0","     11.35","0","     17.07","0","      5.64","0"
"USC00129430","1944","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    782.5","","     782.5","0","","","","","","","","","         9","0","         3","0","       108","0","        25","0","       163","0","        50","0","","","","","  -20.6","0,1226,+","","","   114"," ,0,0210, ","","","   38.3","0,0710, ","-2.2","0,1106","-2.2","0,1106","-6.1","0,1130","-6.7","0,1201","-8.9","0,1202","-1.1","0,0406","-5.0","0,0405","-5.0","0,0405","-6.7","0,0320","-9.4","0,0310","    3059.7","7","","","","","","","","","    3059.7","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      663"," ,0","     12.32","0","     17.70","0","      6.94","0"
"USC00129430","1945","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    515.1","","     515.1","0","","","","","","","","","","","         8","0","       101","0","        37","0","       159","0","        22","0","","","","","  -20.6","0,1220, ","","","","","","","   36.7","0,0724,+","-6.1","0,1104","-6.1","0,1104","-6.1","0,1104","-7.8","0,1122","-9.4","0,1210","0.0","0,0419","-2.8","0,0308","-4.4","0,0301","-9.4","0,0219","-9.4","0,0219","    2959.5","5","","","","","","","","","    2959.5","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     11.37","0","     16.55","0","      6.20","0"
"USC00129430","1946","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    499.1","","     499.1","0","","","","","","","","","         3","0","         1","0","        89","0","        13","0","       168","0","        24","0","         2"," ","","","  -18.3","0,0122, ","","","    64"," ,0,0111, ","","","   37.2","0,0719, ","-1.7","0,1113","-3.3","0,1117","-4.4","0,1118","-6.7","0,1202","-11.1","0,1218","-1.1","0,0427","-2.8","0,0311","-5.0","0,0228","-17.2","0,0215","-17.2","0,0215","    2814.4","4","","","","","","","","","    2814.4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      252"," ,0","     12.82","0","     18.60","0","      7.04","0"
"USC00129430","1947","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    587.3","","     587.3","0","","","","","","","","","         7","0","         2","0","       124","0","        39","0","       156","0","        30","0","","","","","  -18.3","0,0208, ","","","   165"," ,0,0301, ","","","   38.3","0,0822, ","-2.2","0,1108","-2.2","0,1108","-6.1","0,1112","-7.2","0,1113","-9.4","0,1126","-1.1","0,0509","-2.2","0,0413","-5.0","0,0330","-8.9","0,0326","-8.9","0,0326","    3035.7","7","","","","","","","","","    3035.7","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      623"," ,0","     10.82","0","     16.29","0","      5.34","0"
"USC00129430","1948","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","","","","","","","","","","","","","","","","","","","","","","","","","         6"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00129430","1949","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    961.9"," ,0","","","","","","","",""
"USC00129430","1950","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","","","","","       128","0","        73","0","        13","0","","","","","","","","","","","","","","","","","","","","","","","","","  53.6"," ,0,0103, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1125.8"," ,0","","","","","","","",""
"USC00129430","1951","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","","","","","       128","0","        69","0","         8","0","","","","","","","","","","","","","","","","","","","","","","","","","  49.5"," ,0,0708, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    946.1"," ,0","","","","","","","",""
"USC00129430","1952","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","","","","","       114","0","        76","0","        10","0","","","","","","","","","","","","","","","","","","","","","","","","","  67.3"," ,0,0613, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1078.6"," ,0","","","","","","","",""
"USC00129430","1953","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","","","","","        91","0","        49","0","         8","0","","","","","","","","","","","","","","","","","","","","","","","","","  85.6"," ,0,0803, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    844.2"," ,0","","","","","","","",""
"USC00129430","1954","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    638.4","","     638.4","0","       115","0","        64","0","         6","0","       15","","         2","0","         1","0","       126","0","        27","0","       158","0","        39","0","         2"," ","","","  -17.8","0,0112, ","   102"," ,0,0305,+","   112"," ,0,0105, ","  50.5"," ,0,1004, ","   41.1","0,0715, ","-1.1","0,1019","-2.2","0,1031","-4.4","0,1102","-8.3","0,1206","-10.6","0,1207","0.0","0,0510","-2.2","0,0409","-4.4","0,0404","-9.4","0,0307","-9.4","0,0307","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    830.6"," ,0","      327"," ,0","     11.42","0","     16.82","0","      6.04","0"
"USC00129430","1955","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    572.5","","     572.5","0","       107","0","        63","0","        10","0","       38","","        11","0","        12","0","       121","0","        44","0","       159","0","        35","0","         1"," ","","","  -23.3","0,0127, ","   102"," ,0,1120,+","    97"," ,0,1119, ","  51.3"," ,0,0715, ","   35.6","0,0822,+","-1.7","0,1025","-3.9","0,1103","-6.1","0,1104","-7.8","0,1117","-12.2","0,1120","-1.1","0,0408","-2.8","0,0329","-6.1","0,0328","-12.2","0,0327","-12.2","0,0327","    3157.0","0","","","","","","","","","    3157.0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    967.1"," ,0","      571"," ,0","     10.63","0","     16.10","0","      5.16","0"
"USC00129430","1956","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    445.8","","     445.8","0","        94","0","        62","0","         6","0","       33","","        10","0","         3","0","       139","0","        33","0","       164","0","        12","0","         1"," ","","","  -23.3","0,0123, ","   127"," ,0,0203,+","    89"," ,0,0228, ","  71.1"," ,0,0813, ","   35.6","0,0702, ","0.0","0,0920","-3.3","0,1010","-8.9","0,1117","-8.9","0,1117","-8.9","0,1117","0.0","0,0524","-2.2","0,0424","-4.4","0,0423","-6.7","0,0320","-8.9","0,0309","    3551.6","6","","","","","","","","","    3551.6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    709.9"," ,0","      529"," ,0","     10.47","0","     16.42","0","      4.53","0"
"USC00129430","1957","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    447.7","","     447.7","0","       112","0","        84","0","        14","0","       26","","         6","0","         5","0","       131","0","        31","0","       148","0","         8","0","","","","","  -24.4","0,0114, ","    76"," ,0,0131,+","    76"," ,0,0409,+","  90.7"," ,0,0723, ","   33.3","0,0618, ","-1.1","0,1011","-3.9","0,1106","-5.0","0,1109","-8.9","0,1110","-8.9","0,1110","0.0","0,0505","-2.8","0,0415","-5.6","0,0412","-6.7","0,0309","-10.0","0,0303","    3242.6","6","","","","","","","","","    3242.6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1281.5"," ,0","      345"," ,0","     10.15","0","     15.43","0","      4.87","0"
"USC00129430","1958","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    346.1","","     346.1","0","        94","0","        62","0","        13","0","       27","","         6","0","        16","0","       137","0","        55","0","       154","0","         2","0","","","","","  -25.6","0,1209, ","    51"," ,0,1217,+","    48"," ,0,0311, ","  95.3"," ,0,0610, ","   32.2","0,0906,+","-1.7","0,1002","-4.4","0,1107","-4.4","0,1107","-10.0","0,1127","-10.0","0,1127","0.0","0,0507","-2.2","0,0331","-5.0","0,0323","-7.8","0,0221","-12.2","0,0220","    3539.1","1","","","","","","","","","    3539.1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1078.8"," ,0","      228"," ,0","      9.32","0","     14.73","0","      3.91","0"
"USC00129430","1959","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    606.4","","     606.4","0","       108","0","        68","0","        11","0","","","         8","0","         7","0","       137","0","        40","0","       158","0","        25","0","","","","","  -23.9","0,0105, ","","","    76"," ,0,1113, ","  60.2"," ,0,0427, ","   35.6","0,0630, ","0.0","0,0918","-3.3","0,1028","-6.1","0,1107","-9.4","0,1115","-9.4","0,1115","-1.1","0,0422","-5.0","0,0328","-5.0","0,0328","-8.9","0,0322","-8.9","0,0322","    3500.6","6","","","","","","","","","    3500.6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   1054.1"," ,0","      435"," ,0","     10.53","0","     16.04","0","      5.03","0"
"USC00129430","1960","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    438.5","","     438.5","0","       110","0","        66","0","        12","0","       57","","        15","0","        11","0","       140","0","        60","0","       159","0","         7","0","","","","","  -25.0","0,1223, ","   406"," ,0,0310, ","   203"," ,0,0226, ","  49.0"," ,0,0623, ","   34.4","0,0908, ","-3.3","0,1020","-3.3","0,1020","-4.4","0,1021","-6.7","0,1130","-12.2","0,1209","-0.6","0,0513","-5.0","0,0410","-5.0","0,0410","-6.7","0,0327","-11.7","0,0326","    3665.3","3","","","","","","","","","    3665.3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    865.4"," ,0","      849"," ,0","      9.47","0","     14.74","0","      4.20","0"
"USC00129430","1961","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    468.8","","     468.8","0","       109","0","        74","0","         8","0","       37","","         9","0","        11","0","       131","0","        36","0","       144","0","        11","0","","","","","  -22.2","0,0125, ","   127"," ,0,0417,+","   102"," ,0,0225,+","  79.8"," ,0,0802, ","   33.3","0,0701, ","0.0","0,1003","-2.8","0,1027","-4.4","0,1104","-6.7","0,1129","-11.1","0,1208","-1.1","0,0527","-3.3","0,0417","-5.0","0,0408","-6.7","0,0317","-10.6","0,0208","    3476.2","2","","","","","","","","","    3476.2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    937.2"," ,0","      660"," ,0","     10.05","0","     15.64","0","      4.45","0"
"USC00129430","1962","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    464.5","","     464.5","0","       102","0","        60","0","        10","0","       31","","        10","0","        12","0","       145","0","        48","0","       160","0","         8","0","","","","","  -23.9","0,0111,+","   102"," ,0,0121,+","    76"," ,0,0224, ","  91.4"," ,0,0703, ","   35.0","0,0821,+","-2.8","0,1024","-2.8","0,1024","-6.7","0,1026","-6.7","0,1026","-8.9","0,1209","-3.3","0,0420","-3.3","0,0420","-4.4","0,0416","-7.2","0,0316","-8.9","0,0304","    3526.1","1","","","","","","","","","    3526.1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    905.0"," ,0","      456"," ,0","      9.64","0","     15.40","0","      3.87","0"
"USC00129430","1963","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    405.4","","     405.4","0","        99","0","        56","0","         5","0","","","         9","0","        39","0","       143","0","        65","0","       171","0","        18","0","","","","","  -30.6","0,0226, ","","","   203"," ,0,0224, ","  47.8"," ,0,0720, ","   35.6","0,0702, ","0.0","0,1014","-2.2","0,1030","-6.1","0,1103","-9.4","0,1201","-9.4","0,1201","-1.1","0,0523","-2.2","0,0414","-5.0","0,0410","-14.4","0,0303","-14.4","0,0303","    3781.7","7","","","","","","","","","    3781.7","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    647.2"," ,0","      696"," ,0","      9.05","0","     15.64","0","      2.45","0"
"USC00129430","1964","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    453.7","","     453.7","0","        89","0","        54","0","         7","0","       38","","        13","0","         6","0","       147","0","        34","0","       159","0","        27","0","","","","","  -20.6","0,0114,+","   152"," ,0,0117,+","   152"," ,0,0113, ","  50.5"," ,0,0621, ","   35.6","0,0803, ","-0.6","0,1006","-3.3","0,1007","-4.4","0,1010","-8.3","0,1120","-13.3","0,1121","-1.1","0,0410","-2.8","0,0409","-4.4","0,0404","-8.3","0,0331","-9.4","0,0330","    3476.4","4","","","","","","","","","    3476.4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    734.8"," ,0","      762"," ,0","     10.13","0","     16.61","0","      3.64","0"
"USC00129430","1965","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    410.5","","     410.5","0","       113","0","        68","0","         7","0","       25","","         7","0","         9","0","       134","0","        37","0","       157","0","         9","0","","","","","  -23.3","0,0203,+","   152"," ,0,0226,+","   152"," ,0,0225, ","  97.8"," ,0,0915, ","   34.4","0,0817, ","0.0","0,1004","-5.0","0,1029","-5.0","0,1029","-8.3","0,1129","-9.4","0,1227","-1.7","0,0404","-2.8","0,0403","-8.9","0,0328","-8.9","0,0328","-8.9","0,0328","    3541.6","6","","","","","","","","","    3541.6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    971.7"," ,0","      460"," ,0","     10.18","0","     15.94","0","      4.42","0"
"USC00129430","1966","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    431.5","","     431.5","0","        99","0","        64","0","         6","0","       12","","         6","0","         5","0","       146","0","        49","0","       136","0","        27","0","","","","","  -24.4","0,0131,+","   152"," ,0,0205,+","   152"," ,0,0202, ","  53.1"," ,0,1127, ","   37.2","0,0713,+","-1.1","0,1006","-2.2","0,1025","-5.6","0,1030","-6.7","0,1103","-14.4","0,1202","-1.1","0,0511","-3.3","0,0510","-5.0","0,0331","-7.2","0,0328","-8.9","0,0325","    3443.7","7","","","","","","","","","    3443.7","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    797.6"," ,0","      345"," ,0","      9.48","0","     15.56","0","      3.40","0"
"USC00129430","1967","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    347.8","","     347.8","0","       121","0","        75","0","         5","0","       32","","        12","0","         8","0","       132","0","        42","0","       136","0","         5","0","","","","","  -22.2","0,0208, ","   127"," ,0,0209,+","   127"," ,0,0206, ","  38.1"," ,0,0803, ","   33.3","0,0616, ","-1.7","0,1012","-3.9","0,1104","-6.1","0,1108","-8.3","0,1128","-9.4","0,1129","-0.6","0,0503","-2.2","0,0425","-4.4","0,0320","-6.7","0,0319","-8.9","0,0318","    3552.3","3","","","","","","","","","    3552.3","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    832.1"," ,0","      645"," ,0","      9.26","0","     14.69","0","      3.82","0"
"USC00129430","1968","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    459.1","","     459.1","0","       117","0","        74","0","         9","0","       22","","         5","0","        10","0","       131","0","        52","0","       146","0","        19","0","","","","","  -28.3","0,0101, ","   330"," ,0,0117,+","    76"," ,0,0313, "," 102.4"," ,0,0516, ","   33.9","0,0822, ","0.0","0,1004","-2.2","0,1005","-4.4","0,1030","-6.7","0,1113","-10.6","0,1208","-3.3","0,0506","-3.3","0,0506","-4.4","0,0324","-11.1","0,0314","-11.1","0,0314","    3700.0","0","","","","","","","","","    3700.0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    973.3"," ,0","      281"," ,0","      9.74","0","     15.25","0","      4.23","0"
"USC00129430","1969","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    424.1","","     424.1","0","       106","0","        64","0","         8","0","       33","","         8","0","         9","0","       144","0","        47","0","       149","0","        11","0","","","","","  -21.1","0,0105,+","   178"," ,0,1231, ","   152"," ,0,1231, ","  69.1"," ,0,0917, ","   33.9","0,0717,+","0.0","0,1015","-5.0","0,1023","-5.0","0,1023","-7.2","0,1114","-10.0","0,1120","-1.1","0,0430","-6.7","0,0401","-6.7","0,0401","-6.7","0,0401","-9.4","0,0331","    3573.2","2","","","","","","","","","    3573.2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    965.4"," ,0","      657"," ,0","      9.45","0","     15.01","0","      3.89","0"
"USC00129430","1970","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    472.3","","     472.3","0","       113","0","        62","0","         9","0","       30","","         7","0","        14","0","       136","0","        42","0","       150","0","        11","0","","","","","  -27.8","0,0120, ","   203"," ,0,0124,+","    76"," ,0,0402, ","  64.8"," ,0,0419, ","   36.7","0,0703,+","-1.1","0,1016","-6.1","0,1116","-6.1","0,1116","-12.8","0,1123","-12.8","0,1123","-1.1","0,0410","-2.8","0,0407","-4.4","0,0330","-8.3","0,0317","-9.4","0,0316","    3652.8","8","","","","","","","","","    3652.8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    946.4"," ,0","      423"," ,0","      9.91","0","     15.58","0","      4.25","0"
