"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00094236","1959","42.14702","-121.72553","1244.4","KLAMATH FALLS INTERNATIONAL AIRPORT, OR US","","","","","","","","","","","","","","","","","","","","","","","","","","","        27"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094236","1960","42.14702","-121.72553","1244.4","KLAMATH FALLS INTERNATIONAL AIRPORT, OR US","","","    140.8","","     140.8","X","        75","X","        26","X","         1","X","       18","","        13","X","         0","X","       168","X","        12","X","       136","X","        18","X","        41"," ","","","        10"," ","  -16.7","X,0113, ","   203"," ,X,1126, ","   203"," ,X,1125, ","  26.7"," ,X,1201, ","   36.1","X,0718, ","0.0","X,0825","-6.1","X,1013","-6.1","X,1013","-7.2","X,1109","-11.7","X,1128","0.0","X,0524","-5.0","X,0522","-5.0","X,0522","-7.2","X,0310","-10.0","X,0229","","","","","    280.2"," ,X","      912"," ,X","      8.46","X","     15.41","X","      1.51","X","","","","","","","","","","","",""
"USW00094236","1961","42.14702","-121.72553","1244.4","KLAMATH FALLS INTERNATIONAL AIRPORT, OR US","","","    152.5","","     152.5","X","        74","X","        34","X","         1","X","       23","","        14","X","         0","X","       176","X","         9","X","       118","X","        22","X","        47"," ","","","        12"," ","  -16.1","X,1211, ","   305"," ,X,1126, ","   226"," ,X,1124, ","  38.6"," ,X,1027, ","   37.8","X,0803, ","-0.6","X,0921","-2.2","X,0923","-4.4","X,1021","-8.9","X,1022","-8.9","X,1022","-1.1","X,0630","-2.2","X,0513","-4.4","X,0502","-6.7","X,0420","-10.0","X,0223","    3714.7","7","    3714.7","X","    335.8"," ,X","     1206"," ,X","      8.12","X","     15.09","X","      1.15","X","","","","","       180","X","","","","","      26.7","X"
"USW00094236","1962","42.14702","-121.72553","1244.4","KLAMATH FALLS INTERNATIONAL AIRPORT, OR US","","","     63.5","","      63.5","X","        82","X","        41","X","         4","X","       38","","        12","X","         9","X","       163","X","        31","X","       115","X","         2","X","        59"," ","","","         8"," ","  -31.7","X,0123, ","   356"," ,X,0122,+","   229"," ,X,0119, ","  38.1"," ,X,0928, ","   33.3","X,0906, ","-2.2","X,1005","-2.2","X,1005","-4.4","X,1106","-6.7","X,1128","-8.9","X,1129","-0.6","X,0605","-3.3","X,0604","-4.4","X,0521","-9.4","X,0410","-9.4","X,0410","    4189.9","9","    4189.9","X","    430.8"," ,X","     1109"," ,X","      7.46","X","     14.28","X","      0.64","X","","","","","       180","X","","","","","      29.3","X"
"USW00094236","1963","42.14702","-121.72553","1244.4","KLAMATH FALLS INTERNATIONAL AIRPORT, OR US","","","     79.9","","      79.9","X","        90","X","        40","X","         0","X","        7","","         7","X","         1","X","       170","X","         6","X","       120","X","         2","X","        52"," ","","","        16"," ","  -18.3","X,0112, ","   152"," ,X,0130, ","   155"," ,X,0129, ","  17.0"," ,X,1108, ","   33.3","X,0807, ","-2.2","X,1007","-2.2","X,1007","-4.4","X,1030","-6.7","X,1121","-10.0","X,1207","0.0","X,0629","-4.4","X,0512","-4.4","X,0512","-6.7","X,0420","-10.0","X,0416","    3829.3","3","    3829.3","X","    264.8"," ,X","      590"," ,X","      8.08","X","     14.90","X","      1.26","X","","","","","       180","X","","","","","      22.6","X"
"USW00094236","1964","42.14702","-121.72553","1244.4","KLAMATH FALLS INTERNATIONAL AIRPORT, OR US","","","     74.9","","      74.9","X","        95","X","        41","X","         2","X","       56","","        15","X","         0","X","       185","X","        23","X","       116","X","         8","X","        50"," ","","","         7"," ","  -16.1","X,0122, ","   178"," ,X,0125,+","   160"," ,X,0117, ","  66.3"," ,X,1222, ","   36.7","X,0711, ","-1.7","X,0902","-2.8","X,1016","-6.1","X,1017","-8.3","X,1113","-13.3","X,1114","-1.1","X,0522","-2.2","X,0508","-4.4","X,0507","-7.2","X,0424","-12.2","X,0313","    4089.7","7","    4089.7","X","    419.0"," ,X","     1199"," ,X","      6.96","X","     13.80","X","      0.12","X","","","","","       190","X","","","","","      22.1","X"
"USW00094236","1965","42.14702","-121.72553","1244.4","KLAMATH FALLS INTERNATIONAL AIRPORT, OR US","","","     70.3","","      70.3","X","        70","X","        30","X","         1","X","       40","","         8","X","         2","X","       170","X","        25","X","       127","X","         3","X","        44"," ","","","        18"," ","  -18.3","X,1226,+","   203"," ,X,1225, ","   180"," ,X,1224, ","  25.7"," ,X,1224, ","   33.9","X,0730, ","-1.7","X,0917","-2.2","X,0919","-7.8","X,1016","-7.8","X,1016","-10.6","X,1127","0.0","X,0627","-3.9","X,0508","-4.4","X,0505","-6.7","X,0323","-8.9","X,0117","    3788.5","5","    3788.5","X","    245.4"," ,X","      779"," ,X","      8.00","X","     14.87","X","      1.12","X","","","","","       200","X","","","","","      27.2","X"
"USW00094236","1966","42.14702","-121.72553","1244.4","KLAMATH FALLS INTERNATIONAL AIRPORT, OR US","","","     64.9","","      64.9","X","        87","X","        30","X","         1","X","       31","","         8","X","         0","X","       160","X","        17","X","       129","X","         6","X","        42"," ","","","        11"," ","  -11.7","X,0213, ","   178"," ,X,0103,+","   114"," ,X,1204, ","  35.3"," ,X,1202, ","   33.3","X,0816,+","-1.7","X,0912","-2.8","X,1013","-5.6","X,1014","-7.8","X,1108","-10.0","X,1123","-1.1","X,0703","-2.2","X,0604","-6.1","X,0429","-7.2","X,0427","-9.4","X,0317","    3830.7","7","    3830.7","X","    257.5"," ,X","      723"," ,X","      8.23","X","     15.15","X","      1.30","X","","","","","       180","X","","","","","      24.7","X"
"USW00094236","1967","42.14702","-121.72553","1244.4","KLAMATH FALLS INTERNATIONAL AIRPORT, OR US","","","    170.5","","     170.5","X","        82","X","        32","X","         0","X","       59","","        21","X","         3","X","       190","X","        27","X","       125","X","        18","X","        50"," ","","","        12"," ","  -22.2","X,1219, ","   406"," ,X,0311, ","   330"," ,X,0310, ","  24.1"," ,X,0310, ","   33.9","X,0819,+","0.0","X,1003","-2.2","X,1006","-5.0","X,1014","-8.3","X,1122","-10.6","X,1125","0.0","X,0531","-3.9","X,0512","-4.4","X,0501","-7.8","X,0418","-11.7","X,0314","    3925.1","1","    3925.1","X","    247.0"," ,X","     1858"," ,X","      7.86","X","     14.87","X","      0.85","X","","","","","       180","X","","","","","      22.6","X"
"USW00094236","1968","42.14702","-121.72553","1244.4","KLAMATH FALLS INTERNATIONAL AIRPORT, OR US","","","    128.6","","     128.6","X","        83","X","        34","X","         0","X","       36","","         3","X","         5","X","       180","X","        28","X","       114","X","        14","X","        57"," ","","","        12"," ","  -18.9","X,1221, ","   203"," ,X,1228,+","   140"," ,X,0109, ","  17.3"," ,X,0818, ","   35.6","X,0728,+","-0.6","X,0920","-6.1","X,0921","-6.1","X,0921","-7.2","X,1101","-11.7","X,1116","-1.1","X,0608","-3.9","X,0507","-6.7","X,0506","-6.7","X,0506","-8.9","X,0130","    3806.4","4","    3806.4","X","    271.2"," ,X","      337"," ,X","      7.90","X","     14.80","X","      1.00","X","","","","","       180","X","","","","","      26.7","X"
