"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES"
"RPW00041223","1945","11.03333","125.73333","5.2","GUIUAN, RP","         1"," ","        49"," "
"RPW00041223","1946","11.03333","125.73333","5.2","GUIUAN, RP","","","        34"," "
"RPW00041223","1947","11.03333","125.73333","5.2","GUIUAN, RP","","","        11"," "
