"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"MGM00044203","2005","51.117","99.667","1583.0","RINCHINLHUMBE, MG","       149","S","        34","S","         0","S","   31.0","S,0710, ","     -1.55","S"
"MGM00044203","2009","51.117","99.667","1583.0","RINCHINLHUMBE, MG","       142","S","        29","S","         0","S","   26.9","S,0706, ","     -1.11","S"
"MGM00044203","2012","51.117","99.667","1583.0","RINCHINLHUMBE, MG","       157","S","        56","S","         0","S","   29.2","S,0803, ","     -0.51","S"
"MGM00044203","2014","51.117","99.667","1583.0","RINCHINLHUMBE, MG","       145","S","        40","S","         0","S","   29.7","S,0713, ","      0.72","S"
"MGM00044203","2015","51.117","99.667","1583.0","RINCHINLHUMBE, MG","       154","S","        67","S","         0","S","   31.5","S,0722, ","      0.82","S"
"MGM00044203","2016","51.117","99.667","1583.0","RINCHINLHUMBE, MG","       161","S","        47","S","         0","S","   29.8","S,0802, ","     -0.68","S"
"MGM00044203","2017","51.117","99.667","1583.0","RINCHINLHUMBE, MG","       156","S","        55","S","         0","S","   29.6","S,0623, ","      1.16","S"
"MGM00044203","2018","51.117","99.667","1583.0","RINCHINLHUMBE, MG","       146","S","        52","S","         0","S","   28.1","S,0628, ","      0.86","S"
"MGM00044203","2019","51.117","99.667","1583.0","RINCHINLHUMBE, MG","       141","S","        54","S","         0","S","   27.8","S,0609, ","      1.25","S"
"MGM00044203","2020","51.117","99.667","1583.0","RINCHINLHUMBE, MG","       149","S","        38","S","         0","S","   27.0","S,0706, ","      1.22","S"
"MGM00044203","2022","51.117","99.667","1583.0","RINCHINLHUMBE, MG","       157","S","        39","S","         0","S","   30.2","S,0628, ","     -0.38","S"
