"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES"
"USW00093903","1945","32.98333","-97.48333","232.0","FORT WORTH EAGLE MOUNT LK MCAS, TX US","        44"," ","        28"," "
"USW00093903","1946","32.98333","-97.48333","232.0","FORT WORTH EAGLE MOUNT LK MCAS, TX US","        20"," ","         3"," "
