"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CT000004650","1950","4.38","18.57","381.0","BANGUI, CT","   2711.3","","    2711.3","I","       143","I","       107","I","        21","I","         0","I","         0","I","         0","I","       365","I","       127","I","   14.4","I,0119, ","  63.4"," ,I,0521, ","   38.6","I,0228, ","","","","","   1746.6"," ,I","     25.77","I","     31.03","I","     20.52","I"
"CT000004650","1951","4.38","18.57","381.0","BANGUI, CT","   2839.1","","    2839.1","I","       128","I","        98","I","        21","I","         0","I","         0","I","         0","I","       365","I","       171","I","   14.0","I,1218, ","  67.5"," ,I,0618, ","   38.0","I,0301, ","       0.0","0","       0.0","I","   1597.5"," ,I","     26.13","I","     31.73","I","     20.52","I"
"CT000004650","1952","4.38","18.57","381.0","BANGUI, CT","   2902.3","","    2902.3","I","       141","I","        92","I","        19","I","         0","I","         0","I","         0","I","       366","I","       171","I","   15.0","I,0104, ","  98.3"," ,I,0505, ","   37.5","I,0403, ","       0.0","0","       0.0","I","   1654.1"," ,I","     26.27","I","     31.83","I","     20.71","I"
"CT000004650","1953","4.38","18.57","381.0","BANGUI, CT","   2795.4","","    2795.4","I","       120","I","        89","I","        14","I","         0","I","         0","I","         0","I","       365","I","       165","I","   14.1","I,0202, ","  59.7"," ,I,0709, ","   37.0","I,0222, ","       0.0","0","       0.0","I","   1369.0"," ,I","     26.00","I","     31.59","I","     20.41","I"
"CT000004650","1954","4.38","18.57","381.0","BANGUI, CT","   2794.4","","    2794.4","I","       130","I","        80","I","        15","I","         0","I","         0","I","         0","I","       365","I","       137","I","   13.8","I,0122, "," 107.3"," ,I,0701, ","   36.9","I,0305, ","       0.0","0","       0.0","I","   1478.9"," ,I","     26.00","I","     31.20","I","     20.79","I"
"CT000004650","1955","4.38","18.57","381.0","BANGUI, CT","   2772.7","","    2772.7","I","       120","I","        93","I","        15","I","         0","I","         0","I","         0","I","       365","I","       118","I","   14.4","I,1231, ","  89.9"," ,I,0912, ","   37.9","I,0317, ","       0.0","0","       0.0","I","   1503.9"," ,I","     25.94","I","     31.12","I","     20.76","I"
"CT000004650","1956","4.38","18.57","381.0","BANGUI, CT","   2691.9","","    2691.9","I","       129","I","        95","I","        19","I","         0","I","         0","I","         0","I","       366","I","        95","I","   14.2","I,0121, ","  89.4"," ,I,1208, ","   36.2","I,0406,+","       0.0","0","       0.0","I","   1581.9"," ,I","     25.70","I","     30.63","I","     20.76","I"
"CT000004650","1957","4.38","18.57","381.0","BANGUI, CT","   2745.5","","    2745.5","I","       121","I","        91","I","        18","I","         0","I","         0","I","         0","I","       365","I","       103","I","   14.0","I,0206, ","  90.2"," ,I,0914, ","   37.8","I,0215, ","       0.0","0","       0.0","I","   1582.8"," ,I","     25.86","I","     30.75","I","     20.98","I"
"CT000004650","1958","4.38","18.57","381.0","BANGUI, CT","   2879.6","","    2879.6","I","       113","I","        83","I","        23","I","         0","I","         0","I","         0","I","       365","I","       111","I","   15.0","I,0218, ","  51.0"," ,I,1002, ","   38.0","I,0220, ","       0.0","0","       0.0","I","   1459.2"," ,I","     26.23","I","     31.10","I","     21.35","I"
"CT000004650","1961","4.38","18.57","381.0","BANGUI, CT","   2763.7","","    2763.7","I","       123","I","        90","I","        14","I","         0","I","         0","I","         0","I","       365","I","       116","I","   14.6","I,1216,+","  81.8"," ,I,0827, ","   37.5","I,0315, ","       0.0","0","       0.0","I","   1529.7"," ,I","     25.91","I","     30.90","I","     20.91","I"
"CT000004650","1962","4.38","18.57","381.0","BANGUI, CT","   2799.9","","    2799.9","I","       136","I","        85","I","        13","I","         0","I","         0","I","         0","I","       365","I","       136","I","   12.0","I,0106,+"," 105.5"," ,I,0811, ","   39.2","I,0225, ","       0.0","0","       0.0","I","   1290.3"," ,I","     26.02","I","     31.22","I","     20.81","I"
