"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CLAB","1994","37.0547","-121.0531","106.7","LOS BANOS CALIFORNIA, CA US","    890.8","","     890.8","U","         0","U","         8","U","         0","U","       218","U","        72","U","   -1.7","U,1210,+","   39.4","U,0610, ","0.0","U,1119","","","","","0.0","U,0212","","","","","","","","","     17.12","U","     22.86","U","     11.38","U"
"USR0000CLAB","1996","37.0547","-121.0531","106.7","LOS BANOS CALIFORNIA, CA US","   1068.1","","    1068.1","U","         0","U","         0","U","         0","U","       220","U","        85","U","    1.1","U,0228, ","   42.2","U,0813,+","","","","","","","","","","","","","     912.2","2","     912.2","U","     18.56","U","     24.31","U","     12.81","U"
"USR0000CLAB","1998","37.0547","-121.0531","106.7","LOS BANOS CALIFORNIA, CA US","    786.3","","     786.3","U","         0","U","        11","U","         0","U","       184","U","        56","U","   -6.1","U,1223, ","   41.7","U,0804, ","0.0","U,1207","-3.9","U,1221","-5.6","U,1222","-5.0","U,0203","-5.0","U,0203","-5.0","U,0203","    1007.1","1","    1007.1","U","     17.08","U","     22.56","U","     11.60","U"
"USR0000CLAB","1999","37.0547","-121.0531","106.7","LOS BANOS CALIFORNIA, CA US","    834.7","","     834.7","U","         0","U","        10","U","         0","U","       206","U","        63","U","   -1.7","U,0128, ","   42.2","U,0712, ","","","","","","","0.0","U,0211","","","","","    1451.4","4","    1451.4","U","     17.06","U","     23.08","U","     11.04","U"
"USR0000CLAB","2000","37.0547","-121.0531","106.7","LOS BANOS CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     959.9","9","     959.9","U","","","","","",""
"USR0000CLAB","2001","37.0547","-121.0531","106.7","LOS BANOS CALIFORNIA, CA US","   1059.6","","    1059.6","U","         0","U","         2","U","         0","U","       220","U","        81","U","   -1.1","U,0117, ","   41.7","U,0703, ","","","","","","","-0.6","U,0118","","","","","","","","","     17.95","U","     23.87","U","     12.03","U"
"USR0000CLAB","2002","37.0547","-121.0531","106.7","LOS BANOS CALIFORNIA, CA US","    898.8","","     898.8","U","         0","U","         6","U","         0","U","       202","U","        72","U","   -1.1","U,0131, ","   42.2","U,0710, ","","","","","","","0.0","U,0201","","","","","    1212.1","1","    1212.1","U","     17.40","U","     23.44","U","     11.36","U"
"USR0000CLAB","2004","37.0547","-121.0531","106.7","LOS BANOS CALIFORNIA, CA US","    929.4","","     929.4","U","         0","U","         5","U","         0","U","       210","U","        73","U","   -0.6","U,1204,+","   39.4","U,0811, ","-0.6","U,1129","","","","","0.0","U,0122","","","","","    1095.0","0","    1095.0","U","     17.55","U","     23.28","U","     11.82","U"
"USR0000CLAB","2005","37.0547","-121.0531","106.7","LOS BANOS CALIFORNIA, CA US","    881.3","","     881.3","U","         0","U","         0","U","         0","U","       222","U","        68","U","    1.7","U,1214,+","   41.1","U,0717,+","","","","","","","","","","","","","    1293.8","8","    1293.8","U","     17.78","U","     23.48","U","     12.07","U"
"USR0000CLAB","2006","37.0547","-121.0531","106.7","LOS BANOS CALIFORNIA, CA US","    960.5","","     960.5","U","         0","U","         2","U","         0","U","       198","U","        77","U","   -1.7","U,1219, ","   43.9","U,0724, ","-1.7","U,1219","","","","","-0.6","U,0218","","","","","    1165.9","9","    1165.9","U","     17.45","U","     23.41","U","     11.50","U"
"USR0000CLAB","2007","37.0547","-121.0531","106.7","LOS BANOS CALIFORNIA, CA US","    902.4","","     902.4","U","         0","U","         6","U","         0","U","       230","U","        66","U","   -4.4","U,0114, ","   41.7","U,0705, ","","","","","","","0.0","U,0119","-2.2","U,0116","-4.4","U,0114","    1129.8","8","    1129.8","U","     17.76","U","     23.82","U","     11.70","U"
"USR0000CLAB","2008","37.0547","-121.0531","106.7","LOS BANOS CALIFORNIA, CA US","   1083.4","","    1083.4","U","         0","U","         0","U","         0","U","       214","U","        99","U","    0.6","U,1211, ","   42.8","U,0709, ","","","","","","","","","","","","","    1197.7","7","    1197.7","U","     18.01","U","     23.95","U","     12.07","U"
"USR0000CLAB","2010","37.0547","-121.0531","106.7","LOS BANOS CALIFORNIA, CA US","    797.5","","     797.5","U","         0","U","         0","U","         0","U","       202","U","        64","U","    0.6","U,1125, ","   40.6","U,0825, ","","","","","","","","","","","","","    1259.6","6","    1259.6","U","     17.16","U","     22.73","U","     11.60","U"
