"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00334006","1893","39.5","-84.16667","297.2","JACKSONBURG, OH US","    663.5","","     663.5","6","","","","","","","        10","6","       126","6","        32","6","       161","6","        42","6","","","  -22.8","6,0103, ","","","   36.7","6,0907,+","0.0","6,1016","-2.2","6,1029","-5.6","6,1115","-7.8","6,1123","-13.3","6,1124","0.0","6,0423","-6.1","6,0329","-6.1","6,0329","-11.1","6,0316","-11.1","6,0316","","","","","","","     11.10","6","     17.12","6","      5.09","6"
"USC00334006","1894","39.5","-84.16667","297.2","JACKSONBURG, OH US","    750.8","","     750.8","6","","","","","","","         2","6","       107","6","        21","6","       169","6","        57","6","","","  -17.8","6,1228,+","","","   38.9","6,0809, ","0.0","6,1014","-3.9","6,1111","-8.3","6,1112","-8.3","6,1112","-17.8","6,1228","0.0","6,0520","-3.3","6,0402","-6.7","6,0330","-6.7","6,0330","-10.0","6,0327","    2837.5","5","    2837.5","6","","","     12.60","6","     18.89","6","      6.30","6"
"USC00334006","1895","39.5","-84.16667","297.2","JACKSONBURG, OH US","","","","","","","","","","","         4","6","       131","6","        34","6","       165","6","        65","6","","","  -26.1","6,0208, ","","","   38.3","6,0911,+","0.0","6,1001","-4.4","6,1020","-4.4","6,1020","-6.7","6,1101","-8.9","6,1121","-0.6","6,0415","-2.8","6,0403","-5.0","6,0322","-7.8","6,0316","-8.9","6,0314","    3011.5","5","    3011.5","6","","","     11.35","6","     17.75","6","      4.95","6"
"USC00334006","1896","39.5","-84.16667","297.2","JACKSONBURG, OH US","","","","","","","","","","","         4","6","       122","6","        19","6","       180","6","        39","6","         1"," ","  -23.9","6,0220, ","","","   36.1","6,0911,+","0.0","6,1018","-2.8","6,1019","-5.6","6,1113","-8.3","6,1129","-11.7","6,1130","-3.3","6,0408","-3.3","6,0408","-5.6","6,0327","-10.0","6,0325","-10.0","6,0325","","","","","","","     12.11","6","     18.02","6","      6.21","6"
"USC00334006","1897","39.5","-84.16667","297.2","JACKSONBURG, OH US","","","","","","","","","","","         6","6","       109","6","        26","6","       171","6","        58","6","","","  -25.0","6,0125, ","","","   40.6","6,0915, ","-2.2","6,1111","-2.2","6,1111","-4.4","6,1117","-7.2","6,1124","-9.4","6,1130","-1.1","6,0503","-5.6","6,0420","-5.6","6,0420","-10.6","6,0228","-10.6","6,0228","","","","","","","     11.94","6","     17.99","6","      5.89","6"
"USC00334006","1898","39.5","-84.16667","297.2","JACKSONBURG, OH US","","","","","","","","","","","         3","6","       102","6","        23","6","       168","6","        46","6","         1"," ","  -20.0","6,1214,+","","","   37.2","6,0703,+","-2.8","6,1027","-2.8","6,1027","-4.4","6,1112","-7.2","6,1122","-8.9","6,1124","0.0","6,0507","-2.2","6,0407","-5.0","6,0406","-6.7","6,0405","-10.0","6,0225","    2536.3","3","    2536.3","6","","","     12.38","6","     17.92","6","      6.84","6"
"USC00334006","1899","39.5","-84.16667","297.2","JACKSONBURG, OH US","","","","","","","","","","","         9","6","       114","6","        33","6","       176","6","        53","6","         5"," ","  -30.0","6,0210, ","","","   40.6","6,0906, ","0.0","6,0930","-2.2","6,1113","-6.7","6,1204","-6.7","6,1204","-9.4","6,1215","0.0","6,0408","-2.8","6,0405","-4.4","6,0403","-11.7","6,0308","-11.7","6,0308","","","","","","","     12.00","6","     18.12","6","      5.89","6"
"USC00334006","1900","39.5","-84.16667","297.2","JACKSONBURG, OH US","","","","","        81","6","        67","6","        10","6","         3","6","       116","6","        22","6","       183","6","        59","6","","","  -22.2","6,0225, ","  38.1"," ,6,0120, ","   37.8","6,0819,+","-2.8","6,1108","-2.8","6,1108","-6.7","6,1114","-6.7","6,1114","-9.4","6,1210","-0.6","6,0414","-4.4","6,0410","-4.4","6,0410","-6.7","6,0321","-17.8","6,0317","","","","","    712.9"," ,6","     12.60","6","     18.41","6","      6.78","6"
"USC00334006","1901","39.5","-84.16667","297.2","JACKSONBURG, OH US","","","","","","","","","","","","","","","        31","6","       159","6","        51","6","         1"," ","","","","","   45.0","6,0724, ","","","","","","","","","","","","","","","","","","","","","    2768.1","1","    2768.1","6","","","","","     17.41","6","",""
"USC00334006","1903","39.5","-84.16667","297.2","JACKSONBURG, OH US","    617.0","","     617.0","6","","","","","","","         6","6","       112","6","        36","6","       164","6","        37","6","","","  -22.8","6,0219, ","","","   37.2","6,0824, ","-3.9","6,1024","-3.9","6,1024","-11.1","6,1118","-11.1","6,1118","-11.1","6,1118","-1.7","6,0504","-5.6","6,0405","-5.6","6,0405","-7.2","6,0302","-9.4","6,0225","","","","","","","     11.19","6","     17.06","6","      5.33","6"
