"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SFM00068174","1978","-23.867","29.45","1224.0","POLOKWANE, SF","","","","","        55","S","        34","S","         8","S","","","","","","","","","","","","","  59.9"," ,S,0213, ","","","","","","","","","","","","","    557.4"," ,S","","","","","",""
"SFM00068174","1979","-23.867","29.45","1224.0","POLOKWANE, SF","","","","","        59","S","        33","S","         3","S","","","","","","","","","","","","","  46.0"," ,S,1119, ","","","","","","","","","","","","","    532.1"," ,S","","","","","",""
"SFM00068174","1980","-23.867","29.45","1224.0","POLOKWANE, SF","","","","","        61","S","        43","S","         4","S","","","","","","","","","","","","","  34.0"," ,S,1124, ","","","","","","","","","","","","","    566.0"," ,S","","","","","",""
"SFM00068174","1981","-23.867","29.45","1224.0","POLOKWANE, SF","","","","","        58","S","        37","S","         6","S","         0"," ","         6","S","","","","","","","   -3.0","S,0617, ","  46.0"," ,S,0304, ","","","-1.0","S,0609","-3.0","S,0617","0.0","S,0903","","","","","    530.8"," ,S","","","","","     10.71","S"
"SFM00068174","1982","-23.867","29.45","1224.0","POLOKWANE, SF","","","","","","","","","","","","","","","         0","S","       299","S","        36","S","","","","","   34.4","S,0211,+","","","","","","","","","","","","","","","     26.26","S","",""
"SFM00068174","1983","-23.867","29.45","1224.0","POLOKWANE, SF","","","","","","","","","","","","","","","         0","S","       312","S","        36","S","","","","","   36.4","S,0112,+","","","","","","","","","","","","","","","     26.68","S","",""
"SFM00068174","1984","-23.867","29.45","1224.0","POLOKWANE, SF","","","","","","","","","","","","","","","         0","S","       301","S","        27","S","","","","","   38.0","S,0112, ","","","","","","","","","","","","","","","     26.03","S","",""
"SFM00068174","1985","-23.867","29.45","1224.0","POLOKWANE, SF","","","","","","","","","","","","","","","         0","S","       300","S","        16","S","","","","","   39.1","S,1209, ","","","","","","","","","","","","","","","     25.86","S","",""
"SFM00068174","1986","-23.867","29.45","1224.0","POLOKWANE, SF","","","","","","","","","","","","","","","         0","S","       311","S","         9","S","","","","","   34.7","S,1104, ","","","","","","","","","","","","","","","     26.20","S","",""
"SFM00068174","1987","-23.867","29.45","1224.0","POLOKWANE, SF","","","","","","","","","","","","","","","         0","S","       287","S","        20","S","","","","","   33.7","S,0405, ","","","","","","","","","","","","","","","     26.22","S","",""
"SFM00068174","1990","-23.867","29.45","1224.0","POLOKWANE, SF","","","","","","","","","","","","","","","         0","S","       300","S","        24","S","","","","","   36.2","S,1115,+","","","","","","","","","","","","","","","     26.20","S","",""
"SFM00068174","1992","-23.867","29.45","1224.0","POLOKWANE, SF","","","","","","","","","","","","","","","         0","S","       330","S","        67","S","","","","","   38.4","S,0227,+","","","","","","","","","","","","","","","     28.29","S","",""
"SFM00068174","1993","-23.867","29.45","1224.0","POLOKWANE, SF","   1008.8","","    1008.8","S","","","","","","","","","","","         0","S","       314","S","        32","S","","","","","   36.2","S,0120,+","","","","","","","","","","","","","","","     27.01","S","",""
"SFM00068174","1994","-23.867","29.45","1224.0","POLOKWANE, SF","","","","","        51","S","        32","S","         5","S","         0","S","         7","S","         0","S","       310","S","        34","S","   -1.7","S,0630, ","  82.8"," ,S,1210, ","   35.3","S,1121,+","-1.7","S,0630","","","0.0","S,0824","","","","","    509.1"," ,S","     18.82","S","     26.58","S","     11.06","S"
"SFM00068174","1995","-23.867","29.45","1224.0","POLOKWANE, SF","","","","","        90","S","        50","S","         4","S","         0","S","         3","S","         0","S","       315","S","        52","S","    0.0","S,0807,+","  66.3"," ,S,0321, ","   36.5","S,1013,+","0.0","S,0530","","","0.0","S,0807","     495.2","2","     495.2","S","    675.2"," ,S","     19.54","S","     26.92","S","     12.15","S"
"SFM00068174","1996","-23.867","29.45","1224.0","POLOKWANE, SF","    833.9","","     833.9","S","        89","S","        52","S","        12","S","         0","S","         0","S","         0","S","       306","S","        21","S","    1.2","S,0709,+","  84.8"," ,S,1209, ","   34.1","S,1021,+","","","","","","","     592.5","5","     592.5","S","    995.5"," ,S","     18.77","S","     25.89","S","     11.64","S"
"SFM00068174","1997","-23.867","29.45","1224.0","POLOKWANE, SF","    771.7","","     771.7","S","        85","S","        44","S","         8","S","         0","S","         0","S","         0","S","       318","S","        40","S","    0.1","S,0714, ","  52.6"," ,S,0310, ","   37.4","S,1110,+","","","","","","","     544.2","2","     544.2","S","    635.2"," ,S","     19.15","S","     26.63","S","     11.67","S"
"SFM00068174","1998","-23.867","29.45","1224.0","POLOKWANE, SF","   1045.8","","    1045.8","S","","","","","","","         0","S","         0","S","         0","S","       327","S","        50","S","    1.8","S,0826, ","","","   36.5","S,0204,+","","","","","","","     471.3","3","     471.3","S","","","     19.75","S","     27.41","S","     12.08","S"
"SFM00068174","1999","-23.867","29.45","1224.0","POLOKWANE, SF","    750.8","","     750.8","S","","","","","","","         0","S","         0","S","         0","S","       325","S","        18","S","    0.1","S,0612, ","","","   34.6","S,1118,+","","","","","","","     553.2","2","     553.2","S","","","     18.84","S","     26.21","S","     11.47","S"
"SFM00068174","2001","-23.867","29.45","1224.0","POLOKWANE, SF","","","","","","","","","","","","","","","         0","S","       306","S","        19","S","","","","","   36.3","S,0112,+","","","","","","","","","","","","","","","     26.04","S","",""
"SFM00068174","2002","-23.867","29.45","1224.0","POLOKWANE, SF","","","","","","","","","","","","","","","         0","S","       309","S","        49","S","","","","","   35.9","S,1019, ","","","","","","","","","","","","","","","     27.59","S","",""
"SFM00068174","2003","-23.867","29.45","1224.0","POLOKWANE, SF","","","","","","","","","","","","","","","         0","S","       310","S","        87","S","","","","","   36.8","S,0115,+","","","","","","","","","","","","","","","     27.88","S","",""
