"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"MLM00061257","2016","14.482","-11.44","51.5","KAYES DAG DAG, ML","         0","S","       347","S","       320","S","   46.4","S,0422,+","     37.87","S"
"MLM00061257","2017","14.482","-11.44","51.5","KAYES DAG DAG, ML","         0","S","       353","S","       325","S","   46.4","S,0501, ","     37.72","S"
