"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SFM00068263","1996","-25.917","28.217","1500.0","PRETORIA IRENE, SF","","","","","       124","S","        54","S","         3","S","         0","S","         3","S","         0","S","       262","S","         3","S","   -1.2","S,0709, ","  55.6"," ,S,1205, ","   34.1","S,0316, ","-1.1","S,0706","","","     754.7","7","     754.7","S","    808.2"," ,S","     17.52","S","     24.25","S","     10.78","S"
"SFM00068263","1999","-25.917","28.217","1500.0","PRETORIA IRENE, SF","","","","","","","","","","","","","","","         0","S","       266","S","         9","S","","","","","   34.4","S,0302,+","","","","","","","","","","","","","     25.07","S","",""
"SFM00068263","2000","-25.917","28.217","1500.0","PRETORIA IRENE, SF","","","","","","","","","","","","","","","         0","S","       242","S","         1","S","","","","","   34.0","S,1001, ","","","","","","","","","","","","","     23.48","S","",""
"SFM00068263","2001","-25.917","28.217","1500.0","PRETORIA IRENE, SF","","","","","","","","","","","","","","","         0","S","       265","S","         5","S","","","","","   34.1","S,0112,+","","","","","","","","","","","","","     24.20","S","",""
"SFM00068263","2002","-25.917","28.217","1500.0","PRETORIA IRENE, SF","","","","","","","","","","","","","","","         0","S","       281","S","         8","S","","","","","   35.0","S,1203, ","","","","","","","","","","","","","     25.18","S","",""
"SFM00068263","2003","-25.917","28.217","1500.0","PRETORIA IRENE, SF","","","","","","","","","","","","","","","         0","S","       292","S","        29","S","","","","","   34.6","S,0115,+","","","","","","","","","","","","","     26.37","S","",""
"SFM00068263","2005","-25.917","28.217","1500.0","PRETORIA IRENE, SF","","","","","","","","","","","         0","S","         0","S","         0","S","       323","S","        18","S","    1.7","S,0710, ","","","   35.2","S,1104,+","","","","","     472.6","6","     472.6","S","","","     18.93","S","     26.14","S","     11.72","S"
"SFM00068263","2006","-25.917","28.217","1500.0","PRETORIA IRENE, SF","    646.4","","     646.4","S","","","","","","","         0","S","         2","S","         0","S","       299","S","         8","S","   -0.6","S,0628, ","","","   34.5","S,1026,+","-0.6","S,0628","-0.1","S,0802","     719.4","4","     719.4","S","","","     18.12","S","     25.03","S","     11.20","S"
"SFM00068263","2007","-25.917","28.217","1500.0","PRETORIA IRENE, SF","    790.2","","     790.2","S","","","","","","","         0","S","         4","S","         0","S","       297","S","        14","S","   -1.0","S,0523,+","","","   34.0","S,0223,+","-1.0","S,0522","","","     637.3","3","     637.3","S","","","     18.56","S","     25.92","S","     11.20","S"
"SFM00068263","2008","-25.917","28.217","1500.0","PRETORIA IRENE, SF","    537.9","","     537.9","S","","","","","","","         0","S","         0","S","         0","S","       305","S","        11","S","    0.7","S,0711, ","","","   33.2","S,1015,+","","","","","     593.9","9","     593.9","S","","","     18.54","S","     25.49","S","     11.59","S"
"SFM00068263","2009","-25.917","28.217","1500.0","PRETORIA IRENE, SF","    656.6","","     656.6","S","","","","","","","         0","S","         5","S","         0","S","       282","S","         2","S","   -1.2","S,0724, ","","","   32.2","S,1219,+","-0.5","S,0627","","","     721.0","0","     721.0","S","","","     17.89","S","     24.59","S","     11.18","S"
"SFM00068263","2010","-25.917","28.217","1500.0","PRETORIA IRENE, SF","    641.9","","     641.9"," ","","","","","","","","","","","         0","S","       303","S","         9","S","","","","","   33.5","S,1113, ","","","","","","","","","","","","","     25.91","S","",""
"SFM00068263","2011","-25.917","28.217","1500.0","PRETORIA IRENE, SF","","","","","","","","","","","","","","","         0","S","       291","S","         9","S","","","","","   33.9","S,1025,+","","","","","","","","","","","","","     24.83","S","",""
"SFM00068263","2013","-25.917","28.217","1500.0","PRETORIA IRENE, SF","","","","","","","","","","","","","","","         0","S","       308","S","         8","S","","","","","   33.5","S,0126,+","","","","","","","","","","","","","     25.59","S","",""
"SFM00068263","2014","-25.917","28.217","1500.0","PRETORIA IRENE, SF","","","","","","","","","","","","","","","         0","S","       302","S","         4","S","","","","","   32.3","S,1010,+","","","","","","","","","","","","","     25.07","S","",""
"SFM00068263","2015","-25.917","28.217","1500.0","PRETORIA IRENE, SF","","","","","","","","","","","","","","","         0","S","       311","S","        57","S","","","","","   37.0","S,1112,+","","","","","","","","","","","","","     27.21","S","",""
"SFM00068263","2016","-25.917","28.217","1500.0","PRETORIA IRENE, SF","   1298.8","","    1298.8","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SFM00068263","2017","-25.917","28.217","1500.0","PRETORIA IRENE, SF","","","","","","","","","","","","","","","         0","S","       328","S","        15","S","","","","","   33.7","S,1107, ","","","","","","","","","","","","","     26.65","S","",""
"SFM00068263","2019","-25.917","28.217","1500.0","PRETORIA IRENE, SF","","","","","","","","","","","         0","S","         0","S","         0","S","       329","S","        33","S","    0.4","S,0721, ","","","   35.3","S,1022,+","","","","","     389.2","2","     389.2","S","","","     20.00","S","     27.10","S","     12.91","S"
"SFM00068263","2020","-25.917","28.217","1500.0","PRETORIA IRENE, SF","","","","","","","","","","","","","","","         0","S","       308","S","        14","S","","","","","   35.5","S,1024, ","","","","","","","","","","","","","     25.88","S","",""
