"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00092802","1997","28.18778","-82.62583","12.5","TAMPA BAY EXEC AIRPORT, FL US","   1722.5","","    1722.5","M","         0","M","         2","M","         0","M","       326","M","       102","M","   -4.4","M,0119, ","   35.0","M,0918,+","-4.4","M,0119","-4.4","M,0119","-4.4","M,0119","     274.0","0","     274.0","M","     22.36","M","     27.97","M","     16.75","M"
"USW00092802","1998","28.18778","-82.62583","12.5","TAMPA BAY EXEC AIRPORT, FL US","","","","","         0","M","         0","M","","","","","","","    3.3","M,0313,+","","","","","","","","","     356.8","8","     356.8"," ","","","","","     18.06","M"
