"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UPM00033261","1938","51.233","33.2","149.0","KONOTOP, UP","       136","I","        40","I","         1","I","","","","","","","","","","","","","  32.8"," ,I,0726, ","","","","","","","","","","","","","","","","","","","","","","","    391.3"," ,I","","","","","",""
"UPM00033261","1942","51.233","33.2","149.0","KONOTOP, UP","        91","I","        22","I","         0","I","","","","","","","","","","","","","  20.9"," ,I,1106, ","","","","","","","","","","","","","","","","","","","","","","","    216.5"," ,I","","","","","",""
"UPM00033261","1945","51.233","33.2","149.0","KONOTOP, UP","       108","I","        48","I","         1","I","","","","","","","","","","","","","  25.8"," ,I,0707, ","","","","","","","","","","","","","","","","","","","","","","","    458.5"," ,I","","","","","",""
"UPM00033261","1946","51.233","33.2","149.0","KONOTOP, UP","       104","I","        39","I","         1","I","","","","","","","","","","","","","  30.3"," ,I,0723, ","","","","","","","","","","","","","","","","","","","","","","","    416.6"," ,I","","","","","",""
"UPM00033261","1947","51.233","33.2","149.0","KONOTOP, UP","       119","I","        52","I","         0","I","","","","","","","","","","","","","  18.5"," ,I,1230, ","","","","","","","","","","","","","","","","","","","","","","","    432.7"," ,I","","","","","",""
"UPM00033261","1948","51.233","33.2","149.0","KONOTOP, UP","       105","I","        44","I","         0","I","","","","","","","","","","","","","  23.5"," ,I,0703, ","","","","","","","","","","","","","","","","","","","","","","","    410.5"," ,I","","","","","",""
"UPM00033261","1949","51.233","33.2","149.0","KONOTOP, UP","        99","I","        39","I","         1","I","","","","","","","","","","","","","  35.0"," ,I,0820, ","","","","","","","","","","","","","","","","","","","","","","","    370.3"," ,I","","","","","",""
"UPM00033261","1954","51.233","33.2","149.0","KONOTOP, UP","       110","I","        52","I","         1","I","","","","","","","","","","","","","  29.4"," ,I,0922, ","","","","","","","","","","","","","","","","","","","","","","","    533.9"," ,I","","","","","",""
"UPM00033261","1955","51.233","33.2","149.0","KONOTOP, UP","       122","I","        48","I","         0","I","","","","","","","","","","","","","  20.3"," ,I,0328, ","","","","","","","","","","","","","","","","","","","","","","","    473.3"," ,I","","","","","",""
"UPM00033261","1956","51.233","33.2","149.0","KONOTOP, UP","       130","I","        53","I","         3","I","","","","","","","","","","","","","  38.5"," ,I,0627, ","","","","","","","","","","","","","","","","","","","","","","","    554.0"," ,I","","","","","",""
"UPM00033261","1957","51.233","33.2","149.0","KONOTOP, UP","       121","I","        57","I","         1","I","","","","","","","","","","","","","  34.4"," ,I,0726, ","","","","","","","","","","","","","","","","","","","","","","","    490.4"," ,I","","","","","",""
"UPM00033261","1958","51.233","33.2","149.0","KONOTOP, UP","       134","I","        53","I","         2","I","","","","","","","","","","","","","  63.4"," ,I,0727, ","","","","","","","","","","","","","","","","","","","","","","","    523.4"," ,I","","","","","",""
"UPM00033261","1959","51.233","33.2","149.0","KONOTOP, UP","       102","I","        44","I","         1","I","","","","","","","","","","","","","  25.9"," ,I,0928, ","","","","","","","","","","","","","","","","","","","","","","","    337.6"," ,I","","","","","",""
"UPM00033261","1962","51.233","33.2","149.0","KONOTOP, UP","       120","I","        59","I","         1","I","","","","","","","","","","","","","  56.8"," ,I,0719, ","","","","","","","","","","","","","","","","","","","","","","","    474.7"," ,I","","","","","",""
"UPM00033261","1963","51.233","33.2","149.0","KONOTOP, UP","       100","I","        40","I","         0","I","","","","","","","","","","","","","  16.8"," ,I,0820, ","","","","","","","","","","","","","","","","","","","","","","","    327.1"," ,I","","","","","",""
"UPM00033261","1964","51.233","33.2","149.0","KONOTOP, UP","       116","I","        51","I","         1","I","","","","","","","","","","","","","  28.7"," ,I,0416, ","","","","","","","","","","","","","","","","","","","","","","","    465.1"," ,I","","","","","",""
"UPM00033261","1965","51.233","33.2","149.0","KONOTOP, UP","       129","I","        61","I","         3","I","","","","","","","","","","","","","  34.0"," ,I,0726, ","","","","","","","","","","","","","","","","","","","","","","","    612.6"," ,I","","","","","",""
"UPM00033261","1974","51.233","33.2","149.0","KONOTOP, UP","       124","I","        49","I","         0","I","","","","","","","","","","","","","  19.6"," ,I,0613, ","","","","","","","","","","","","","","","","","","","","","","","    451.8"," ,I","","","","","",""
"UPM00033261","1975","51.233","33.2","149.0","KONOTOP, UP","       124","I","        45","I","         2","I","","","","","","","","","","","","","  28.5"," ,I,0704, ","","","","","","","","","","","","","","","","","","","","","","","    419.1"," ,I","","","","","",""
"UPM00033261","1977","51.233","33.2","149.0","KONOTOP, UP","       137","I","        64","I","         2","I","","","","","","","","","","","","","  56.3"," ,I,0804, ","","","","","","","","","","","","","","","","","","","","","","","    669.9"," ,I","","","","","",""
"UPM00033261","1978","51.233","33.2","149.0","KONOTOP, UP","       151","I","        66","I","         0","I","","","","","","","","","","","","","  24.2"," ,I,0722, ","","","","","","","","","","","","","","","","","","","","","","","    581.3"," ,I","","","","","",""
"UPM00033261","1979","51.233","33.2","149.0","KONOTOP, UP","       140","I","        65","I","         3","I","","","","","","","","","","","","","  42.7"," ,I,0619, ","","","","","","","","","","","","","","","","","","","","","","","    618.1"," ,I","","","","","",""
"UPM00033261","1980","51.233","33.2","149.0","KONOTOP, UP","       170","I","        80","I","         2","I","","","","","","","","","","","","","  41.7"," ,I,0629, ","","","","","","","","","","","","","","","","","","","","","","","    765.2"," ,I","","","","","",""
"UPM00033261","1981","51.233","33.2","149.0","KONOTOP, UP","       147","I","        74","I","         2","I","","","","","","","","","","","","","  50.2"," ,I,0709, ","","","","","","","","","","","","","","","","","","","","","","","    701.9"," ,I","","","","","",""
"UPM00033261","1982","51.233","33.2","149.0","KONOTOP, UP","       128","I","        71","I","         3","I","","","","","","","","","","","","","  57.3"," ,I,0613, ","","","","","","","","","","","","","","","","","","","","","","","    675.2"," ,I","","","","","",""
"UPM00033261","1984","51.233","33.2","149.0","KONOTOP, UP","       133","I","        64","I","         2","I","","","","","","","","","","","","","  30.2"," ,I,0609, ","","","","","","","","","","","","","","","","","","","","","","","    544.6"," ,I","","","","","",""
"UPM00033261","1985","51.233","33.2","149.0","KONOTOP, UP","       157","I","        71","I","         1","I","","","","","","","","","","","","","  53.2"," ,I,0820, ","","","","","","","","","","","","","","","","","","","","","","","    710.7"," ,I","","","","","",""
"UPM00033261","1986","51.233","33.2","149.0","KONOTOP, UP","       131","I","        56","I","         3","I","","","","","","","","","","","","","  77.8"," ,I,0710, ","","","","","","","","","","","","","","","","","","","","","","","    587.6"," ,I","","","","","",""
