"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00154236","1925","37.2","-82.6",,"JENKINS, KY US","","","","","","","","","         1"," ","","","",""
"USC00154236","1926","37.2","-82.6",,"JENKINS, KY US","       153","6","       105","6","        11","6","","","","","  47.8"," ,6,1116, ","   1321.5"," ,6"
"USC00154236","1928","37.2","-82.6",,"JENKINS, KY US","       122","6","       103","6","         8","6","","","","","  52.3"," ,6,0518, ","   1235.4"," ,6"
"USC00154236","1929","37.2","-82.6",,"JENKINS, KY US","       120","6","       102","6","        14","6","","","",""," 120.9"," ,6,1022, ","   1469.5"," ,6"
"USC00154236","1930","37.2","-82.6",,"JENKINS, KY US","       110","6","        77","6","         2","6","","","","","  32.3"," ,6,0821, ","    650.8"," ,6"
"USC00154236","1931","37.2","-82.6",,"JENKINS, KY US","       124","6","       101","6","         8","6","","","","","  42.2"," ,6,0903,+","   1163.7"," ,6"
"USC00154236","1932","37.2","-82.6",,"JENKINS, KY US","       116","6","        99","6","        10","6","","","","","  66.5"," ,6,0130, ","   1200.8"," ,6"
"USC00154236","1933","37.2","-82.6",,"JENKINS, KY US","       113","6","        97","6","         9","6","","","","","  29.7"," ,6,0610, ","   1020.8"," ,6"
"USC00154236","1934","37.2","-82.6",,"JENKINS, KY US","       118","6","       105","6","         6","6","","","","","  50.3"," ,6,0226, ","   1189.9"," ,6"
"USC00154236","1935","37.2","-82.6",,"JENKINS, KY US","       132","6","       107","6","        14","6","","","","","  60.7"," ,6,0312, ","   1444.4"," ,6"
"USC00154236","1937","37.2","-82.6",,"JENKINS, KY US","       131","6","        95","6","        11","6","","","","","  73.2"," ,6,1004, ","   1271.3"," ,6"
"USC00154236","1938","37.2","-82.6",,"JENKINS, KY US","       130","6","        99","6","        10","6","","","","","  78.7"," ,6,0714, ","   1305.0"," ,6"
"USC00154236","1939","37.2","-82.6",,"JENKINS, KY US","       112","6","        83","6","         5","6","","","","","  63.5"," ,6,0725, ","   1054.2"," ,6"
"USC00154236","1940","37.2","-82.6",,"JENKINS, KY US","       100","6","        78","6","         6","6","","","","","  57.9"," ,6,0814, ","    908.8"," ,6"
"USC00154236","1941","37.2","-82.6",,"JENKINS, KY US","        97","6","        75","6","         7","6","","","","","  43.4"," ,6,1213, ","    854.8"," ,6"
"USC00154236","1942","37.2","-82.6",,"JENKINS, KY US","       119","6","        93","6","        14","6","","","","","  74.4"," ,6,0709, ","   1406.2"," ,6"
"USC00154236","1943","37.2","-82.6",,"JENKINS, KY US","       132","6","        91","6","         9","6","","","","","  76.5"," ,6,0705, ","    999.4"," ,6"
"USC00154236","1944","37.2","-82.6",,"JENKINS, KY US","       143","6","       102","6","        11","6","        14"," ","","","  54.1"," ,6,0827, ","   1293.4"," ,6"
"USC00154236","1945","37.2","-82.6",,"JENKINS, KY US","","","","","","","         1"," ","","","","","",""
