"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00446593","1927","37.6694","-79.2774","312.1","PEDLAR DAM, VA US","","","","","        98","6","        81","6","        13","6","","","","","","","","","","","","","","","","","","","","","","","","","  69.3"," ,6,1004, ","","","","","","","","","","","","","","","","","","","","","   1209.9"," ,6","","","","","","","",""
"USC00446593","1938","37.6694","-79.2774","312.1","PEDLAR DAM, VA US","","","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00446593","1943","37.6694","-79.2774","312.1","PEDLAR DAM, VA US","","","","","        98","6","        76","6","         9","6","","","","","","","","","","","","","","","","","","","","","","","","","  67.3"," ,6,0708, ","","","","","","","","","","","","","","","","","","","","","   1021.0"," ,6","","","","","","","",""
"USC00446593","1945","37.6694","-79.2774","312.1","PEDLAR DAM, VA US","","","","","       124","6","        84","6","        13","6","","","","","","","","","","","","","","","","","","","","","","","","","  51.3"," ,6,0918, ","","","","","","","","","","","","","","","","","","","","","   1134.2"," ,6","","","","","","","",""
"USC00446593","1949","37.6694","-79.2774","312.1","PEDLAR DAM, VA US","","","","","       120","0","        93","0","        17","0","        6","","         3","0","","","","","","","","","","","","","","","","","    76"," ,0,0131, ","    76"," ,0,0131, ","  49.8"," ,0,0323, ","","","","","","","","","","","","","","","","","","","","","   1283.4"," ,0","      152"," ,0","","","","","",""
"USC00446593","1950","37.6694","-79.2774","312.1","PEDLAR DAM, VA US","","","","","       128","0","        85","0","         9","0","       11","","         4","0","","","","","","","","","","","","","","","","","   127"," ,0,1211,+","   127"," ,0,1211,+"," 102.9"," ,0,0911, ","","","","","","","","","","","","","","","","","","","","","   1091.5"," ,0","      338"," ,0","","","","","",""
"USC00446593","1951","37.6694","-79.2774","312.1","PEDLAR DAM, VA US","","","","","       113","0","        79","0","        12","0","       20","","         6","0","","","","","","","","","","","","","","","","","    76"," ,0,1221,+","    64"," ,0,1215, ","  79.0"," ,0,0613, ","","","","","","","","","","","","","","","","","","","","","   1149.5"," ,0","      257"," ,0","","","","","",""
"USC00446593","1952","37.6694","-79.2774","312.1","PEDLAR DAM, VA US","","","","","       116","0","        93","0","        15","0","        9","","         2","0","","","","","","","","","","","","","","","","","   102"," ,0,0122, ","   102"," ,0,0122, ","  74.9"," ,0,0901, ","","","","","","","","","","","","","","","","","","","","","   1382.6"," ,0","      188"," ,0","","","","","",""
"USC00446593","1953","37.6694","-79.2774","312.1","PEDLAR DAM, VA US","","","","","        93","0","        67","0","        10","0","        4","","         2","0","","","","","","","","","","","","","","","","","   229"," ,0,0302, ","   229"," ,0,0302, ","  62.0"," ,0,0221, ","","","","","","","","","","","","","","","","","","","","","    984.2"," ,0","      293"," ,0","","","","","",""
"USC00446593","1954","37.6694","-79.2774","312.1","PEDLAR DAM, VA US","","","","","       102","0","        76","0","        14","0","        8","","         3","0","","","","","","","","","","","","","","","","","   127"," ,0,0123, ","   114"," ,0,0123, "," 127.0"," ,0,1016, ","","","","","","","","","","","","","","","","","","","","","   1301.2"," ,0","      182"," ,0","","","","","",""
