"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CMIL","1991","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","    774.2","","     774.2","U","         0","U","         8","U","         0","U","       182","U","        29","U","   -3.7","U,0311, ","   38.6","U,0729,+","","","","","","","","","-2.6","U,0314","-2.6","U,0314","","","","","","","","","     16.47","U","     21.30","U","     11.64","U"
"USR0000CMIL","1992","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","   1057.7","","    1057.7","U","         0","U","         6","U","         0","U","       218","U","        64","U","   -3.3","U,1218, ","   39.8","U,0810, ","-1.0","U,1208","-3.3","U,1218","","","","","-1.8","U,0106","","","","","","","    1159.3","3","    1159.3","U","     17.47","U","     23.07","U","     11.88","U"
"USR0000CMIL","1995","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","    417.4","","     417.4","U","         0","U","        30","U","         2","U","       136","U","         3","U","   -3.7","U,1223, ","   36.3","U,0728, ","-1.4","U,1216","-3.7","U,1223","","","","","-0.2","U,0514","-2.6","U,0416","","","","","    2691.4","4","    2691.4","U","     13.31","U","     17.59","U","      9.02","U"
"USR0000CMIL","1996","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","    517.9","","     517.9","U","         0","U","        28","U","         2","U","       157","U","         7","U","   -4.1","U,0225,+","   34.3","U,0829,+","-1.0","U,1026","-2.2","U,1031","","","","","-2.9","U,0329","-2.9","U,0329","","","","","    1819.4","4","    1819.4","U","     13.89","U","     18.51","U","      9.28","U"
"USR0000CMIL","1997","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","    409.4","","     409.4","U","         0","U","        32","U","         1","U","       152","U","         5","U","   -4.1","U,0106, ","   37.2","U,0805, ","0.0","U,1127","-2.8","U,1209","","","","","-1.8","U,0406","-2.6","U,0402","","","","","    2125.7","7","    2125.7","U","     13.74","U","     18.39","U","      9.09","U"
"USR0000CMIL","1999","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","    478.0","","     478.0","U","         0","U","        43","U","         1","U","       168","U","         4","U","   -6.1","U,0409,+","   34.4","U,0826, ","0.0","U,1208","","","","","","","-0.6","U,0429","-2.2","U,0410","-6.1","U,0409","","","    2267.8","8","    2267.8","U","     14.12","U","     18.99","U","      9.25","U"
"USR0000CMIL","2000","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","    522.0","","     522.0","U","         0","U","        33","U","         0","U","       154","U","        10","U","   -3.3","U,0306,+","   33.9","U,0730,+","0.0","U,1030","-2.8","U,1111","","","","","0.0","U,0511","-3.3","U,0306","","","","","    1752.0","0","    1752.0","U","     14.19","U","     18.97","U","      9.42","U"
"USR0000CMIL","2001","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","    600.5","","     600.5","U","         0","U","        67","U","         1","U","       183","U","        10","U","   -5.0","U,0214,+","   33.9","U,0826,+","0.0","U,1125","-2.2","U,1209","","","","","-1.1","U,0421","-3.3","U,0409","-4.4","U,0408","","","    2218.9","9","    2218.9","U","     14.22","U","     18.96","U","      9.48","U"
"USR0000CMIL","2002","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","    589.4","","     589.4","U","         0","U","        39","U","         0","U","       163","U","        23","U","   -7.8","U,0130, ","   37.8","U,0709, ","-0.6","U,1217","","","","","","","0.0","U,0521","-4.4","U,0318","-4.4","U,0318","-7.8","U,0130","    1890.5","5","    1890.5","U","     14.39","U","     19.45","U","      9.32","U"
"USR0000CMIL","2003","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","    747.7","","     747.7","U","         0","U","        48","U","         0","U","       165","U","        17","U","   -5.0","U,1227, ","   34.4","U,0711,+","0.0","U,1102","-2.8","U,1122","-5.0","U,1227","","","-1.1","U,0509","-2.2","U,0422","","","","","    2127.4","4","    2127.4","U","     14.51","U","     19.17","U","      9.86","U"
"USR0000CMIL","2004","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","    469.4","","     469.4","U","         0","U","        41","U","         1","U","       160","U","         3","U","   -3.9","U,1129,+","   33.3","U,0810, ","0.0","U,1026","-2.8","U,1121","","","","","0.0","U,0418","-3.9","U,0103","","","","","    1983.5","5","    1983.5","U","     13.71","U","     18.38","U","      9.03","U"
"USR0000CMIL","2005","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","    451.0","","     451.0","U","         0","U","        25","U","         0","U","       136","U","        10","U","   -2.8","U,0105, ","   36.1","U,0718, ","0.0","U,1126","","","","","","","-1.1","U,0409","-2.2","U,0106","","","","","    2423.9","9","    2423.9","U","     13.60","U","     18.18","U","      9.01","U"
"USR0000CMIL","2006","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","    556.7","","     556.7","U","         0","U","        48","U","         3","U","       159","U","         8","U","   -6.7","U,0312, ","   35.6","U,0724, ","-1.7","U,1128","-2.8","U,1129","-5.0","U,1217","","","0.0","U,0423","-3.3","U,0321","-4.4","U,0313","-6.7","U,0312","    2101.8","8","    2101.8","U","     13.95","U","     18.79","U","      9.12","U"
"USR0000CMIL","2007","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1880.8","8","    1880.8","U","","","","","",""
"USR0000CMIL","2008","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","    595.5","","     595.5","U","         0","U","        50","U","         2","U","       191","U","        10","U","   -5.0","U,1214, ","   37.2","U,0709, ","0.0","U,1011","-2.2","U,1213","-5.0","U,1214","","","-1.7","U,0409","-3.3","U,0316","","","","","","","","","     14.84","U","     20.17","U","      9.51","U"
"USR0000CMIL","2009","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1971.1","1","    1971.1","U","","","","","",""
"USR0000CMIL","2011","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","    517.9","","     517.9","U","         0","U","        42","U","         1","U","       146","U","         7","U","   -7.8","U,0227, ","   33.3","U,0702, ","-0.6","U,1104","-2.8","U,1213","","","","","0.0","U,0410","-4.4","U,0409","-4.4","U,0409","-7.8","U,0227","","","","","     13.54","U","     17.80","U","      9.28","U"
"USR0000CMIL","2012","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","    618.0","","     618.0","U","         0","U","        40","U","         0","U","       173","U","        11","U","   -5.0","U,1219,+","   33.9","U,0813,+","0.0","U,1109","-2.8","U,1111","-5.0","U,1219","","","-2.2","U,0414","-2.2","U,0414","-4.4","U,0319","","","    1958.5","5","    1958.5","U","     14.78","U","     19.28","U","     10.27","U"
"USR0000CMIL","2013","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","    572.7","","     572.7","U","         0","U","        35","U","         1","U","       168","U","         9","U","   -6.7","U,0114, ","   36.1","U,0629, ","-0.6","U,1122","-3.9","U,1204","","","","","0.0","U,0416","-2.2","U,0308","-5.6","U,0220","-6.7","U,0114","    1880.5","5","    1880.5","U","     14.68","U","     19.26","U","     10.09","U"
"USR0000CMIL","2014","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","    593.4","","     593.4","U","         0","U","        14","U","         1","U","       185","U","        13","U","   -6.7","U,1231, ","   34.4","U,0713, ","-1.7","U,1225","-4.4","U,1230","-4.4","U,1230","-6.7","U,1231","-0.6","U,0426","-2.2","U,0201","","","","","    1593.7","7","    1593.7","U","     15.75","U","     20.33","U","     11.15","U"
"USR0000CMIL","2015","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","    536.2","","     536.2","U","         0","U","        32","U","         0","U","       162","U","         3","U","   -5.0","U,1226, ","   32.8","U,0820, ","-2.8","U,1116","-2.8","U,1116","-4.4","U,1225","","","0.0","U,0508","-2.8","U,0101","","","","","    1594.3","3","    1594.3","U","     14.91","U","     19.27","U","     10.55","U"
"USR0000CMIL","2016","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","    613.0","","     613.0","U","         0","U","        24","U","         0","U","       166","U","        17","U","   -5.0","U,1225, ","   37.2","U,0722, ","0.0","U,1201","-2.2","U,1216","-5.0","U,1225","","","-1.7","U,0330","-2.8","U,0202","","","","","    1920.4","4","    1920.4","U","     15.11","U","     19.67","U","     10.54","U"
"USR0000CMIL","2017","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","    689.5","","     689.5","U","         0","U","        26","U","         0","U","       173","U","        22","U","   -4.4","U,0306,+","   36.1","U,0827, ","0.0","U,1205","-2.2","U,1220","","","","","-0.6","U,0507","-4.4","U,0306","-4.4","U,0306","","","    1905.3","3","    1905.3","U","     15.36","U","     19.94","U","     10.79","U"
"USR0000CMIL","2018","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","    667.9","","     667.9","U","         0","U","        34","U","         0","U","       170","U","        21","U","   -6.7","U,0220, ","   36.7","U,0706, ","-1.1","U,1202","-2.8","U,1228","","","","","-0.6","U,0419","-2.2","U,0417","-5.0","U,0227","-6.7","U,0220","    1615.2","2","    1615.2","U","     15.26","U","     19.82","U","     10.69","U"
"USR0000CMIL","2019","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","    480.9","","     480.9","U","         0","U","        45","U","         5","U","       153","U","        10","U","   -7.2","U,0206, ","   32.8","U,0727, ","-2.2","U,1011","-2.2","U,1011","","","","","-4.9","U,0519","-4.9","U,0519","-4.9","U,0519","-6.7","U,0218","    2125.1","1","    2125.1","U","     13.33","U","     17.82","U","      8.85","U"
"USR0000CMIL","2020","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","    760.5","","     760.5","U","         0","U","        28","U","         0","U","       176","U","        16","U","   -4.4","U,0204,+","   36.7","U,0906, ","-0.6","U,1107","-2.8","U,1109","","","","","0.0","U,0410","-2.8","U,0327","-4.4","U,0204","","","    2073.9","9","    2073.9","U","     15.22","U","     19.81","U","     10.63","U"
"USR0000CMIL","2021","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","    763.2","","     763.2","U","         0","U","        29","U","         3","U","       177","U","        29","U","   -5.6","U,1215,+","   38.3","U,0616, ","-0.6","U,1209","-4.4","U,1214","-4.4","U,1214","","","0.0","U,0321","-4.4","U,0316","-4.4","U,0316","","","    1712.3","3","    1712.3","U","     15.46","U","     20.21","U","     10.72","U"
"USR0000CMIL","2022","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","    748.1","","     748.1","U","         0","U","        22","U","         0","U","       176","U","        22","U","   -6.1","U,0223, ","   35.6","U,0902,+","-0.6","U,1103","-2.2","U,1211","","","","","-0.6","U,0511","-2.2","U,0412","-4.4","U,0224","","","    1692.8","8","    1692.8","U","     15.32","U","     19.90","U","     10.74","U"
"USR0000CMIL","2023","34.3903","-118.0825","1530.4","MILL CREEK ANF CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2430.3","3","    2430.3","U","","","","","",""
