"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00293682","1953","35.1663","-107.8991","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","","","","","","","","","","","","","","","","","","","","","","","","","         3"," ","","","        52"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00293682","1954","35.1663","-107.8991","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","    191.1","","     191.1","0","        49","0","        26","0","         1","0","        5","","         6","0","         6","0","       177","0","         4","0","       188","0","        21","0","        16"," ","","","        56"," ","  -22.2","0,1229, ","    51"," ,0,1228, ","    51"," ,0,1211, ","  38.4"," ,0,0723, ","   34.4","0,0618, ","0.0","0,1012","-3.9","0,1015","-6.7","0,1026","-6.7","0,1026","-9.4","0,1105","-0.6","0,0607","-3.3","0,0503","-4.4","0,0416","-7.8","0,0402","-11.1","0,0319","    3377.3","3","    3377.3","0","    274.9"," ,0","      187"," ,0","     10.08","0","     19.98","0","      0.18","0"
"USC00293682","1955","35.1663","-107.8991","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","    165.8","","     165.8","0","        54","0","        24","0","         1","0","        6","","        10","0","        11","0","       195","0","        14","0","       170","0","        10","0","        12"," ","","","        50"," ","  -21.1","0,0220,+","    51"," ,0,0321,+","    76"," ,0,0320, ","  31.2"," ,0,0819, ","   33.9","0,0715,+","-1.1","0,0921","-9.4","0,1007","-9.4","0,1007","-9.4","0,1007","-9.4","0,1007","-1.1","0,0603","-2.8","0,0516","-4.4","0,0504","-7.2","0,0428","-9.4","0,0410","    3669.2","2","    3669.2","0","    229.0"," ,0","      379"," ,0","      8.79","0","     18.41","0","     -0.83","0"
"USC00293682","1956","35.1663","-107.8991","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","    167.0","","     167.0","0","        36","0","        10","0","         1","0","       13","","         2","0","        14","0","       193","0","         8","0","       180","0","        18","0","         6"," ","","","        40"," ","  -23.9","0,0204, ","   127"," ,0,0205,+","   127"," ,0,0201, ","  30.5"," ,0,0719, ","   33.9","0,0710,+","0.0","0,1010","-2.2","0,1011","-6.1","0,1020","-7.8","0,1021","-8.9","0,1025","0.0","0,0517","-2.2","0,0516","-7.2","0,0511","-7.2","0,0511","-9.4","0,0404","    3296.5","5","    3296.5","0","    112.2"," ,0","      198"," ,0","      9.09","0","     19.35","0","     -1.16","0"
"USC00293682","1957","35.1663","-107.8991","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","    168.4","","     168.4","0","        78","0","        28","0","         1","0","        4","","         4","0","         0","0","       169","0","         2","0","       144","0","        11","0","        12"," ","","","        53"," ","  -16.7","0,1122, ","    25"," ,0,1219,+","   102"," ,0,1116, ","  26.4"," ,0,0725, ","   34.4","0,0703,+","0.0","0,0915","-2.2","0,1023","-6.1","0,1108","-6.7","0,1111","-8.9","0,1121","0.0","0,0525","-3.9","0,0428","-4.4","0,0427","-7.8","0,0408","-11.7","0,0315","    3424.3","3","    3424.3","0","    295.8"," ,0","      233"," ,0","      9.56","0","     17.70","0","      1.42","0"
"USC00293682","1958","35.1663","-107.8991","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","    281.8","","     281.8","0","        67","0","        25","0","         1","0","       12","","        10","0","         3","0","       188","0","         6","0","       171","0","        30","0","        17"," ","","","        39"," ","  -22.2","0,0121, ","    76"," ,0,0412,+","    64"," ,0,0304, ","  29.7"," ,0,1005, ","   36.7","0,0712, ","-1.1","0,1003","-5.0","0,1021","-5.0","0,1021","-8.9","0,1022","-8.9","0,1022","-1.1","0,0515","-2.2","0,0418","-4.4","0,0415","-10.0","0,0406","-10.0","0,0406","    3481.1","1","    3481.1","0","    225.1"," ,0","      372"," ,0","      9.90","0","     19.22","0","      0.59","0"
"USC00293682","1959","35.1663","-107.8991","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","    256.7","","     256.7","0","        72","0","        38","0","         1","0","        9","","         8","0","         3","0","       181","0","         4","0","       173","0","        18","0","        13"," ","","","        41"," ","  -22.2","0,0104, ","   127"," ,0,0120, ","   140"," ,0,0120, ","  31.8"," ,0,1030, ","   35.0","0,0712, ","-3.3","0,0925","-3.3","0,0925","-4.4","0,1018","-7.2","0,1105","-10.0","0,1118","-0.6","0,0529","-3.9","0,0506","-6.1","0,0411","-7.2","0,0410","-8.9","0,0321","    3308.1","1","    3308.1","0","    281.1"," ,0","      501"," ,0","      9.82","0","     19.11","0","      0.53","0"
"USC00293682","1960","35.1663","-107.8991","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","    264.0","","     264.0","0","        64","0","        30","0","         1","0","       11","","         7","0","         8","0","       193","0","        18","0","       168","0","        31","0","        23"," ","","","        47"," ","  -22.8","0,0103, ","   102"," ,0,1209, ","    76"," ,0,1208,+","  27.4"," ,0,1015, ","   35.6","0,0628,+","0.0","0,1004","-2.2","0,1014","-7.8","0,1031","-7.8","0,1031","-8.9","0,1116","-1.1","0,0521","-5.0","0,0520","-5.0","0,0520","-6.7","0,0426","-9.4","0,0318","    3493.8","8","    3493.8","0","    221.7"," ,0","      340"," ,0","      9.27","0","     18.36","0","      0.18","0"
"USC00293682","1961","35.1663","-107.8991","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","    256.6","","     256.6","0","        74","0","        36","0","         0","0","       33","","        20","0","         9","0","       196","0","        11","0","       175","0","        34","0","        25"," ","","","        47"," ","  -25.0","0,1212, ","   127"," ,0,1218,+","   127"," ,0,0329, ","  22.9"," ,0,0815, ","   36.1","0,0622, ","-1.7","0,0904","-3.9","0,1003","-4.4","0,1023","-7.2","0,1103","-8.9","0,1118","0.0","0,0603","-2.2","0,0509","-5.0","0,0427","-7.2","0,0425","-10.6","0,0308","    3401.4","4","    3401.4","0","    275.9"," ,0","     1067"," ,0","      9.30","0","     18.34","0","      0.27","0"
"USC00293682","1962","35.1663","-107.8991","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","    251.4","","     251.4","0","        57","0","        22","0","         0","0","       12","","         9","0","         8","0","       180","0","        11","0","       172","0","        29","0","        18"," ","","","        34"," ","  -21.1","0,1230, ","    51"," ,0,1225,+","    51"," ,0,1225, ","  17.8"," ,0,0821,+","   36.1","0,0815, ","-1.1","0,1009","-2.2","0,1028","-4.4","0,1103","-8.3","0,1108","-11.1","0,1119","0.0","0,0523","-3.9","0,0517","-5.0","0,0501","-7.2","0,0401","-9.4","0,0318","    3612.4","4","    3612.4","0","    187.0"," ,0","      251"," ,0","      9.97","0","     19.04","0","      0.89","0"
"USC00293682","1963","35.1663","-107.8991","1987.3","GRANTS MILAN MUNICIPAL AIRPORT, NM US","    259.8","","     259.8","0","        56","0","        24","0","         1","0","       27","","         7","0","        17","0","       161","0","        10","0","       187","0","        28","0","        18"," ","","","        44"," ","  -34.4","0,0113, ","   127"," ,0,0212, ","   102"," ,0,0211, ","  36.8"," ,0,0802, ","   36.1","0,0723,+","-1.1","0,1014","-3.3","0,1106","-5.0","0,1112","-7.8","0,1117","-9.4","0,1130","0.0","0,0513","-2.8","0,0425","-6.1","0,0423","-6.7","0,0403","-9.4","0,0319","    3270.5","5","    3270.5","0","    252.7"," ,0","      387"," ,0","     10.11","0","     19.29","0","      0.94","0"
