"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GME00132106","2007","53.6","6.7031","3.0","BORKUM FLUGPLATZ, GM","     29.5","","      29.5","E","       183","E","       106","E","         1","E","        1","","         0","E","        20","E","         1","E","        37","E","         0","E","   -4.0","E,1222, ","    30"," ,E,0207, ","  25.4"," ,E,0622, ","   28.6","E,0608, ","0.0","E,1120","-2.2","E,1216","","","","","-1.7","E,0219","-3.1","E,0124","","","","","","","    2314.7","7","    2314.7","E","    948.3"," ,E","     10.92","E","     13.70","E","      8.14","E"
"GME00132106","2008","53.6","6.7031","3.0","BORKUM FLUGPLATZ, GM","     53.5","","      53.5","E","       183","E","        98","E","         5","E","        0","","         0","E","        32","E","         3","E","        42","E","         0","E","   -8.5","E,1231, ","    20"," ,E,1122, ","  36.3"," ,E,0121, ","   32.1","E,0702, ","-0.9","E,1130","-2.9","E,1227","-7.3","E,1230","-7.3","E,1230","-0.1","E,0409","-2.8","E,0407","-4.9","E,0323","","","","","    2941.1","1","    2941.1","E","    946.0"," ,E","     10.43","E","     13.38","E","      7.47","E"
"GME00132106","2009","53.6","6.7031","3.0","BORKUM FLUGPLATZ, GM","     46.8","","      46.8","E","       173","E","        97","E","         0","E","       10","","         0","E","        41","E","         4","E","        45","E","         1","E","   -8.7","E,0106, ","   280"," ,E,1223, ","  23.0"," ,E,0828, ","   33.1","E,0820, ","-2.4","E,1201","-2.4","E,1201","-4.4","E,1214","","","-2.7","E,0321","-2.7","E,0321","-8.7","E,0106","-8.7","E,0106","","","    3130.4","4","    3130.4","E","    721.6"," ,E","     10.00","E","     12.86","E","      7.15","E"
"GME00132106","2010","53.6","6.7031","3.0","BORKUM FLUGPLATZ, GM","     62.6","","      62.6","E","       169","E","        91","E","         4","E","       34","","         0","E","        92","E","        36","E","        44","E","         2","E","  -10.6","E,0126, ","   120"," ,E,1205,+","  29.5"," ,E,0829, ","   33.6","E,0702, ","-0.7","E,1017","-3.4","E,1127","-5.4","E,1201","-6.9","E,1219","-0.2","E,0423","-2.4","E,0310","-6.5","E,0307","-8.9","E,0215","-8.9","E,0215","    3389.6","6","    3389.6","E","    773.9"," ,E","      8.50","E","     11.34","E","      5.66","E"
"GME00132106","2011","53.6","6.7031","3.0","BORKUM FLUGPLATZ, GM","     24.8","","      24.8","E","       160","E","        88","E","         2","E","        0","","         0","E","        43","E","         3","E","        39","E","         0","E","   -6.9","E,0222, ","    20"," ,E,0224, ","  47.1"," ,E,0623, ","   30.9","E,0628, ","-1.1","E,1114","","","","","","","-1.1","E,0505","-3.0","E,0329","-4.5","E,0327","-6.9","E,0222","","","    3278.9","9","    3278.9","E","    836.8"," ,E","     10.00","E","     13.04","E","      6.96","E"
"GME00132106","2012","53.6","6.7031","3.0","BORKUM FLUGPLATZ, GM","     42.5","","      42.5","E","       202","E","       108","E","         3","E","","","         0","E","        35","E","        13","E","        41","E","         0","E","  -14.2","E,0207, ","","","  48.8"," ,E,0831, ","   29.6","E,0818, ","-0.8","E,1119","-5.0","E,1207","-5.0","E,1207","","","-0.9","E,0414","-2.4","E,0406","-9.4","E,0211","-9.4","E,0211","-9.4","E,0211","    3142.3","3","    3142.3","E","   1008.8"," ,E","      9.74","E","     12.49","E","      6.98","E"
"GME00132106","2013","53.6","6.7031","3.0","BORKUM FLUGPLATZ, GM","     57.8","","      57.8","E","       172","E","        83","E","         2","E","","","         0","E","        62","E","        14","E","        39","E","         1","E","   -8.0","E,0116, ","","","  34.9"," ,E,0517, ","   33.7","E,0802, ","0.0","E,1120","","","","","","","-1.5","E,0403","-3.3","E,0327","-4.8","E,0324","-7.0","E,0125","","","    3494.3","3","    3494.3","E","    743.7"," ,E","      9.21","E","     12.02","E","      6.39","E"
"GME00132106","2014","53.6","6.7031","3.0","BORKUM FLUGPLATZ, GM","     79.0","","      79.0","E","       182","E","        82","E","         2","E","","","         0","E","        19","E","         5","E","        53","E","         1","E","   -6.3","E,0126, ","","","  45.2"," ,E,0720, ","   32.8","E,0719, ","-1.6","E,1201","-3.3","E,1226","","","","","-1.0","E,0313","-4.5","E,0131","-4.5","E,0131","","","","","    2753.8","8","    2753.8","E","    739.5"," ,E","     11.23","E","     14.11","E","      8.35","E"
"GME00132106","2015","53.6","6.7031","3.0","BORKUM FLUGPLATZ, GM","     47.9","","      47.9","E","       192","E","       109","E","         0","E","","","         0","E","        17","E","         0","E","        38","E","         1","E","   -3.3","E,0123, ","","","  23.5"," ,E,0702, ","   33.6","E,0702, ","","","","","","","","","-1.5","E,0428","-2.6","E,0312","","","","","","","    2896.9","9","    2896.9","E","    916.1"," ,E","     10.49","E","     13.36","E","      7.62","E"
"GME00132106","2016","53.6","6.7031","3.0","BORKUM FLUGPLATZ, GM","     63.0","","      63.0","E","       178","E","        91","E","         1","E","","","         0","E","        41","E","         6","E","        52","E","         0","E","   -7.5","E,1206, ","","","  56.7"," ,E,0729, ","   31.3","E,0825, ","-0.9","E,1110","-2.2","E,1126","-4.6","E,1128","-6.7","E,1205","-0.1","E,0421","-3.2","E,0301","-5.3","E,0121","","","","","    2841.5","5","    2841.5","E","    772.3"," ,E","     10.32","E","     13.28","E","      7.37","E"
