"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00095438","1893","32.83861","-83.62028","82.3","MACON, GA US","","","","","","","","","         2"," ","","","","","","","",""
"USC00095438","1894","32.83861","-83.62028","82.3","MACON, GA US","        75","6","        71","6","        15","6","","","         3"," ","","","  50.8"," ,6,0212, ","   1099.6"," ,6","",""
"USC00095438","1897","32.83861","-83.62028","82.3","MACON, GA US","","","","","","","","","         1"," ","","","","","","","",""
"USC00095438","1901","32.83861","-83.62028","82.3","MACON, GA US","       112","6","        73","6","        11","6","","","","","","","  74.2"," ,6,0326, ","   1068.4"," ,6","",""
"USC00095438","1902","32.83861","-83.62028","82.3","MACON, GA US","       106","6","        63","6","         9","6","","","","","","","  50.8"," ,6,0725, ","    964.7"," ,6","",""
"USC00095438","1903","32.83861","-83.62028","82.3","MACON, GA US","       122","6","        80","6","        13","6","","","","","","","  58.7"," ,6,0915, ","   1163.4"," ,6","",""
"USC00095438","1904","32.83861","-83.62028","82.3","MACON, GA US","       100","6","        62","6","         8","6","","","","","","","  37.1"," ,6,0810, ","    805.5"," ,6","",""
"USC00095438","1905","32.83861","-83.62028","82.3","MACON, GA US","       114","6","        70","6","        12","6","","","","","","","  76.2"," ,6,0213, ","   1037.0"," ,6","",""
"USC00095438","1906","32.83861","-83.62028","82.3","MACON, GA US","       118","6","        77","6","        10","6","","","","","","","  92.5"," ,6,0613, ","   1113.8"," ,6","",""
"USC00095438","1907","32.83861","-83.62028","82.3","MACON, GA US","        98","6","        67","6","        11","6","","","","","","","  70.4"," ,6,0929, ","   1036.0"," ,6","",""
"USC00095438","1908","32.83861","-83.62028","82.3","MACON, GA US","        97","6","        65","6","        16","6","","","","","","","  97.0"," ,6,0427, ","   1273.3"," ,6","",""
"USC00095438","1909","32.83861","-83.62028","82.3","MACON, GA US","       110","6","        71","6","        11","6","","","","","","","  98.6"," ,6,0210, ","    973.9"," ,6","",""
"USC00095438","1910","32.83861","-83.62028","82.3","MACON, GA US","        99","6","        62","6","         8","6","","","","","","","  68.1"," ,6,0417, ","    916.8"," ,6","",""
"USC00095438","1913","32.83861","-83.62028","82.3","MACON, GA US","       107","6","        70","6","        12","6","","","","","","","  93.0"," ,6,0301, ","   1065.7"," ,6","",""
"USC00095438","1915","32.83861","-83.62028","82.3","MACON, GA US","        92","6","        64","6","         9","6","","","","","","","  81.8"," ,6,1005, ","    974.2"," ,6","",""
"USC00095438","1917","32.83861","-83.62028","82.3","MACON, GA US","       112","6","        63","6","         9","6","","","","","","","  63.2"," ,6,0929, ","    957.3"," ,6","",""
"USC00095438","1918","32.83861","-83.62028","82.3","MACON, GA US","       104","6","        70","6","        12","6","","","","","","","  55.1"," ,6,1026, ","    996.1"," ,6","",""
"USC00095438","1919","32.83861","-83.62028","82.3","MACON, GA US","       113","6","        79","6","        15","6","","","","","","","  87.4"," ,6,0719, ","   1246.9"," ,6","",""
"USC00095438","1920","32.83861","-83.62028","82.3","MACON, GA US","       118","6","        81","6","        13","6","","","","","","","  80.3"," ,6,1116, ","   1303.2"," ,6","",""
"USC00095438","1921","32.83861","-83.62028","82.3","MACON, GA US","        97","6","        64","6","         9","6","","","","","","","  45.7"," ,6,0817, ","    894.6"," ,6","",""
"USC00095438","1922","32.83861","-83.62028","82.3","MACON, GA US","       118","6","        72","6","        15","6","","","","","",""," 161.8"," ,6,0307, ","   1340.3"," ,6","",""
"USC00095438","1923","32.83861","-83.62028","82.3","MACON, GA US","       112","6","        78","6","        16","6","","","","","",""," 111.3"," ,6,0922, ","   1412.2"," ,6","",""
"USC00095438","1924","32.83861","-83.62028","82.3","MACON, GA US","       106","6","        69","6","        16","6","","","","","","","  65.0"," ,6,0915, ","   1321.2"," ,6","",""
"USC00095438","1925","32.83861","-83.62028","82.3","MACON, GA US","        95","6","        65","6","         8","6","","","","","","","  83.3"," ,6,0111, ","    952.0"," ,6","",""
"USC00095438","1926","32.83861","-83.62028","82.3","MACON, GA US","       113","6","        73","6","        15","6","","","","","","","  79.5"," ,6,0330, ","   1264.6"," ,6","",""
