"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00027915","1906","32.38333","-111.5","835.2","SILVER BELL, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00027915","1907","32.38333","-111.5","835.2","SILVER BELL, AZ US","   1593.5","","    1593.5","0","        48","0","        33","0","         1","0","        0","","         1","0","         0","0","         1","0","         0","0","       281","0","       120","0","         1"," ","         3"," ","   -0.6","0,0101, ","     0"," ,0,1231,+","    25"," ,0,0101, ","  30.0"," ,0,0820, ","   44.4","0,0703, ","","","-0.6","0,0101","","","     759.7","7","     759.7","0","    290.6"," ,0","       25"," ,0","     20.67","0","     26.65","0","     14.69","0"
"USC00027915","1908","32.38333","-111.5","835.2","SILVER BELL, AZ US","   1539.0","","    1539.0","0","        49","0","        32","0","         2","0","        0","","         2","0","         0","0","         5","0","         0","0","       267","0","       102","0","","","         2"," ","   -2.8","0,0213, ","     0"," ,0,1231,+","   102"," ,0,0213, ","  27.9"," ,0,0908, ","   41.7","0,0701, ","-1.1","0,1219","-0.6","0,0214","-2.8","0,0213","     755.2","2","     755.2","0","    351.7"," ,0","      153"," ,0","     20.40","0","     26.22","0","     14.57","0"
"USC00027915","1909","32.38333","-111.5","835.2","SILVER BELL, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","         2"," ","         1"," ","","","","","","","","","","","","","","","","","     763.0","0","     763.0"," ","","","","","","","","","",""
"USC00027915","1913","32.38333","-111.5","835.2","SILVER BELL, AZ US","","","","","","","","","","","        0","","         1","0","","","","","","","","","","","         2"," ","         3"," ","","","     0"," ,0,1231,+","   114"," ,0,0112, ","","","","","","","","","","","","","","","","","      114"," ,0","","","","","",""
"USC00027915","1914","32.38333","-111.5","835.2","SILVER BELL, AZ US","   1859.7","","    1859.7","0","        51","0","        26","0","         4","0","        0","","         0","0","         0","0","         2","0","         0","0","       279","0","       135","0","","","         2"," ","   -0.6","0,1214, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  41.1"," ,0,1030, ","   40.6","0,0803,+","-0.6","0,1214","0.0","0,0129","","","","","","","    349.7"," ,0","        0"," ,0","     21.70","0","     27.37","0","     16.04","0"
"USC00027915","1916","32.38333","-111.5","835.2","SILVER BELL, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00027915","1918","32.38333","-111.5","835.2","SILVER BELL, AZ US","","","","","        42","0","        29","0","         1","0","        0","","         0","0","","","","","","","","","","","","","        16"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  27.9"," ,0,0806, ","","","","","","","","","","","","","    381.3"," ,0","        0"," ,0","","","","","",""
"USC00027915","1919","32.38333","-111.5","835.2","SILVER BELL, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00027915","1920","32.38333","-111.5","835.2","SILVER BELL, AZ US","","","","","        31","0","        25","0","         6","0","        0","","         0","0","","","","","         0","0","       284","0","       138","0","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  50.8"," ,0,0809, ","   43.3","0,0708, ","","","","","","","","","","","    350.4"," ,0","        0"," ,0","","","     27.34","0","",""
