"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CE000434730","1872","6.967","80.767","1880.0","NUWARA ELIYA, CE","      0.0","","       0.0","G","","","","","","","         0","G","         0","G","         0","G","        79","G","         0","G","    1.9","G,0110, ","","","   23.6","G,0401, ","","","","","","","","","","","","","     15.05","G","     19.54","G","     10.56","G"
"CE000434730","1875","6.967","80.767","1880.0","NUWARA ELIYA, CE","","","","","","","","","","","","","","","         0","G","        84","G","         0","G","","","","","   26.1","G,0818, ","","","","","","","","","","","","","","","     19.75","G","",""
"CE000434730","1876","6.967","80.767","1880.0","NUWARA ELIYA, CE","","","","","","","","","","","","","","","         0","G","       125","G","         0","G","","","","","   25.0","G,0413,+","","","","","","","","","","","","","","","     20.08","G","",""
"CE000434730","1877","6.967","80.767","1880.0","NUWARA ELIYA, CE","      0.3","","       0.3","G","","","","","","","         0","G","         3","G","         0","G","        97","G","         0","G","   -1.1","G,0228, ","","","   26.1","G,1014, ","","","-1.1","G,0228","","","    1486.4","4","    1486.4","G","","","     14.57","G","     19.77","G","      9.37","G"
"CE000434730","1881","6.967","80.767","1880.0","NUWARA ELIYA, CE","      1.1","","       1.1","G","","","","","","","         0","G","         0","G","         0","G","       132","G","         0","G","    1.7","G,0109, ","","","   25.6","G,0528,+","","","","","","","    1380.5","5","    1380.5","G","","","     15.07","G","     20.16","G","      9.98","G"
"CE000434730","1882","6.967","80.767","1880.0","NUWARA ELIYA, CE","      0.0","","       0.0","G","","","","","","","         0","G","         0","G","         0","G","        81","G","         0","G","    1.7","G,1215, ","","","   25.8","G,0212, ","","","","","","","    1179.4","4","    1179.4","G","","","     14.60","G","     19.08","G","     10.11","G"
"CE000434730","1883","6.967","80.767","1880.0","NUWARA ELIYA, CE","      0.0","","       0.0","G","","","","","","","         0","G","         1","G","         0","G","        75","G","         0","G","    0.0","G,0220, ","","","   24.7","G,0501, ","","","0.0","G,0220","","","    1398.5","5","    1398.5","G","","","     14.64","G","     19.31","G","      9.96","G"
"CE000434730","1884","6.967","80.767","1880.0","NUWARA ELIYA, CE","      0.0","","       0.0","G","","","","","","","         0","G","         2","G","         0","G","        94","G","         0","G","   -1.1","G,1229,+","","","   24.2","G,0606, ","-1.1","G,1228","","","","","    1384.1","1","    1384.1","G","","","     14.45","G","     19.46","G","      9.44","G"
"CE000434730","1885","6.967","80.767","1880.0","NUWARA ELIYA, CE","      0.0","","       0.0","G","","","","","","","         0","G","         0","G","         0","G","       117","G","         0","G","    2.8","G,0202, ","","","   25.6","G,0321, ","","","","","","","    1385.2","2","    1385.2","G","","","     14.86","G","     19.84","G","      9.87","G"
"CE000434730","1886","6.967","80.767","1880.0","NUWARA ELIYA, CE","      3.7","","       3.7","G","","","","","","","         0","G","         0","G","         0","G","       108","G","         0","G","    1.6","G,1222, ","","","   24.8","G,0308, ","","","","","","","    1154.8","8","    1154.8","G","","","     14.91","G","     19.70","G","     10.11","G"
