"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NLE00113706","2010","53.8242","2.9453","46.0","J6 A, NL","      1.1","","       1.1","E","         0","E","        15","E","         0","E","         1","E","         0","E","   -1.5","E,1217, ","   21.6","E,0720, ","-0.6","E,1130","-0.9","E,0215","","","","","","","      9.29","E","     10.52","E","      8.06","E"
"NLE00113706","2011","53.8242","2.9453","46.0","J6 A, NL","      0.0","","       0.0","E","         0","E","         1","E","         0","E","         0","E","         0","E","   -0.9","E,0221, ","   21.0","E,0628, ","","","-0.9","E,0221","","","    3015.8","8","    3015.8","E","     10.58","E","     11.85","E","      9.30","E"
"NLE00113706","2012","53.8242","2.9453","46.0","J6 A, NL","","","","","","","","","","","","","","","","","","","","","","","","","    2911.8","8","    2911.8","E","","","","","",""
"NLE00113706","2013","53.8242","2.9453","46.0","J6 A, NL","      3.3","","       3.3","E","         0","E","        13","E","         1","E","         2","E","         0","E","   -2.7","E,0311, ","   21.8","E,0802, ","","","-1.2","E,0324","-2.7","E,0311","","","","","      9.55","E","     10.71","E","      8.39","E"
"NLE00113706","2014","53.8242","2.9453","46.0","J6 A, NL","      8.8","","       8.8","E","         0","E","         0","E","         0","E","         3","E","         0","E","    0.7","E,0130,+","   24.6","E,0719, ","","","","","","","    2603.5","5","    2603.5","E","     11.55","E","     12.72","E","     10.37","E"
"NLE00113706","2015","53.8242","2.9453","46.0","J6 A, NL","      3.0","","       3.0","E","         0","E","         0","E","         0","E","         2","E","         0","E","    1.0","E,0130, ","   21.5","E,0701, ","","","","","","","    2748.3","3","    2748.3","E","     10.62","E","     11.85","E","      9.38","E"
"NLE00113706","2016","53.8242","2.9453","46.0","J6 A, NL","     15.1","","      15.1","E","         0","E","         0","E","         0","E","         4","E","         0","E","    0.8","E,0224, ","   23.9","E,0914, ","","","","","","","    2744.5","5","    2744.5","E","     10.92","E","     12.12","E","      9.71","E"
"NLE00113706","2017","53.8242","2.9453","46.0","J6 A, NL","      0.0","","       0.0","E","         0","E","         0","E","         0","E","         0","E","         0","E","    0.7","E,1208,+","   19.9","E,0619, ","","","","","","","    2627.5","5","    2627.5","E","     10.75","E","     12.01","E","      9.49","E"
"NLE00113706","2018","53.8242","2.9453","46.0","J6 A, NL","","","","","","","","","","","","","","","","","","","","","","","","","    2954.9","9","    2954.9","E","","","","","",""
"NLE00113706","2019","53.8242","2.9453","46.0","J6 A, NL","     28.2","","      28.2","E","         0","E","         0","E","         0","E","         9","E","         0","E","    0.7","E,0131, ","   25.8","E,0726, ","","","","","","","","","","","     11.00","E","     12.21","E","      9.78","E"
"NLE00113706","2020","53.8242","2.9453","46.0","J6 A, NL","     19.7","","      19.7","E","         0","E","         0","E","         0","E","         6","E","         0","E","    2.5","E,0329, ","   24.1","E,0807, ","","","","","","","    2653.3","3","    2653.3","E","     11.11","E","     12.34","E","      9.88","E"
"NLE00113706","2021","53.8242","2.9453","46.0","J6 A, NL","      2.7","","       2.7","E","         0","E","         7","E","         0","E","         0","E","         0","E","   -2.2","E,0212, ","   21.0","E,0908, ","","","-1.1","E,0405","-2.2","E,0212","    2918.4","4","    2918.4","E","     10.49","E","     11.67","E","      9.32","E"
"NLE00113706","2022","53.8242","2.9453","46.0","J6 A, NL","     42.2","","      42.2","E","         0","E","         0","E","         0","E","        10","E","         0","E","    2.0","E,0331, ","   25.5","E,0719, ","","","","","","","    2579.0","0","    2579.0","E","     11.60","E","     12.81","E","     10.39","E"
"NLE00113706","2023","53.8242","2.9453","46.0","J6 A, NL","     15.1","","      15.1","E","         0","E","         1","E","         0","E","         8","E","         0","E","    0.0","E,0308, ","   23.6","E,0612, ","","","0.0","E,0308","","","    2503.5","5","    2503.5","E","     11.26","E","     12.50","E","     10.03","E"
"NLE00113706","2024","53.8242","2.9453","46.0","J6 A, NL","","","","","","","","","","","","","","","","","","","","","","","","","    2532.6","6","    2532.6","E","","","","","",""
