"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA004014280","1954","50.8","-103.7333","549.0","LEBRET, SK CA","     38.4","","      38.4","C","        11","C","        55","C","       215","C","        92","C","        61","C","         0","C","  -48.4","C,0120, ","    76"," ,C,0406, ","   31.7","C,0707, ","-5.0","C,0921","-5.0","C,0921","-5.0","C,0921","-8.3","C,1005","-11.1","C,1006","-1.1","C,0603","-2.2","C,0517","-5.0","C,0504","-9.5","C,0503","-9.5","C,0503","","","","","      659"," ,C","      1.60","C","      7.13","C","     -3.94","C"
"CA004014280","1955","50.8","-103.7333","549.0","LEBRET, SK CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    6010.6","6","    6010.6","C","","","","","","","",""
