"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA001064497","1968","54.4","-128.5167","76.0","LAKELSE LAKE, BC CA","","","","","       205","C","       141","C","        16","C","        34","C","","","","","","","","","","","","","   772"," ,C,0203, ","  77.2"," ,C,0203, ","","","","","","","","","","","","","","","","","","","","","   1928.2"," ,C","     5690"," ,C","","","","","",""
"CA001064497","1969","54.4","-128.5167","76.0","LAKELSE LAKE, BC CA","","","","","       175","C","       123","C","         9","C","        33","C","","","","","","","","","","","","","   396"," ,C,0202, ","  78.2"," ,C,1129, ","","","","","","","","","","","","","","","","","","","","","   1383.9"," ,C","     3546"," ,C","","","","","",""
"CA001064497","1970","54.4","-128.5167","76.0","LAKELSE LAKE, BC CA","","","","","       185","C","       116","C","        10","C","        37","C","","","","","","","","","","","","","   335"," ,C,0106, ","  39.9"," ,C,1017, ","","","","","","","","","","","","","","","","","","","","","   1272.9"," ,C","     3846"," ,C","","","","","",""
"CA001064497","1971","54.4","-128.5167","76.0","LAKELSE LAKE, BC CA","","","","","       187","C","       126","C","        15","C","        47","C","","","","","","","","","","","","","   884"," ,C,0117, "," 104.4"," ,C,0117, ","","","","","","","","","","","","","","","","","","","","","   1704.6"," ,C","     6851"," ,C","","","","","",""
"CA001064497","1972","54.4","-128.5167","76.0","LAKELSE LAKE, BC CA","","","","","       193","C","       129","C","        13","C","        50","C","","","","","","","","","","","","","   935"," ,C,0218, ","  93.5"," ,C,0218, ","","","","","","","","","","","","","","","","","","","","","   1726.3"," ,C","     6955"," ,C","","","","","",""
"CA001064497","1973","54.4","-128.5167","76.0","LAKELSE LAKE, BC CA","","","","","       197","C","       123","C","         9","C","        43","C","","","","","","","","","","","","","   533"," ,C,0119, ","  75.7"," ,C,0121, ","","","","","","","","","","","","","","","","","","","","","   1496.5"," ,C","     5071"," ,C","","","","","",""
"CA001064497","1974","54.4","-128.5167","76.0","LAKELSE LAKE, BC CA","","","","","       207","C","       116","C","        15","C","        34","C","","","","","","","","","","","","","  1181"," ,C,0117, "," 118.1"," ,C,0117, ","","","","","","","","","","","","","","","","","","","","","   1632.0"," ,C","     5443"," ,C","","","","","",""
"CA001064497","1975","54.4","-128.5167","76.0","LAKELSE LAKE, BC CA","","","","","       187","C","       123","C","        17","C","        40","C","","","","","","","","","","","","","   467"," ,C,0214, ","  95.5"," ,C,1111, ","","","","","","","","","","","","","","","","","","","","","   1545.2"," ,C","     4464"," ,C","","","","","",""
"CA001064497","1992","54.4","-128.5167","76.0","LAKELSE LAKE, BC CA","     61.2","","      61.2","C","       214","C","       126","C","        23","C","        20","C","         1","C","       114","C","        22","C","        59","C","         0","C","  -21.5","C,1231, ","   318"," ,C,1222, "," 123.4"," ,C,0928, ","   32.0","C,0629, ","-1.0","C,0914","-2.5","C,1013","-5.0","C,1123","-11.0","C,1211","-11.0","C,1211","-2.5","C,0520","-2.5","C,0520","-4.5","C,0412","-7.0","C,0221","   1931.8"," ,C","     2555"," ,C","      7.85","C","     12.08","C","      3.61","C"
