"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"GMW00034195","1964","49.21667","11.83333","442.3","HOHENFELS, GM","","","","","","","       34","","   203"," ,X,0116,+","","","",""
"GMW00034195","1966","49.21667","11.83333","442.3","HOHENFELS, GM","       161","X","        84","X","         2","X","","","","","  30.7"," ,X,1220, ","    751.3"," ,X"
