"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USW00014658","1957","41.01667","-69.5","27.1","NANTUCKET SHOALS AFS, MA US","","","","","","","","","","","       127"," ","         9"," ","","","","","","","","","","","","","",""
"USW00014658","1958","41.01667","-69.5","27.1","NANTUCKET SHOALS AFS, MA US","       128","X","        73","X","        13","X","        0","","         0","X","       157"," ","        10"," ","     0"," ,X,1231,+","     0","T,X,1225,+","  93.2"," ,X,0829, ","","","","","   1158.6"," ,X","        0","T,X"
"USW00014658","1959","41.01667","-69.5","27.1","NANTUCKET SHOALS AFS, MA US","       114","X","        87","X","        10","X","        0","","         1","X","       196"," ","         3"," ","     0"," ,X,1231,+","   142"," ,X,1222, ","  44.2"," ,X,0328, ","    3248.7","7","    3248.7","X","   1088.7"," ,X","      142"," ,X"
"USW00014658","1960","41.01667","-69.5","27.1","NANTUCKET SHOALS AFS, MA US","","","","","","","        0","","","","       173"," ","","","     0","T,X,0122,+","","","","","","","","","","","",""
"USW00014658","1961","41.01667","-69.5","27.1","NANTUCKET SHOALS AFS, MA US","","","","","","","","","","","       165"," ","         1"," ","","","","","","","","","","","","","",""
