"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN011351500","1962","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","        86","I","        52","I","        11","I","","","","","","","","","","","",""," 154.8"," ,I,0912, ","","","   1122.8"," ,I","","","","","",""
"IN011351500","1963","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","        78","I","        48","I","        13","I","","","","","","","","","","","",""," 123.9"," ,I,0808, ","","","   1075.8"," ,I","","","","","",""
"IN011351500","1964","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","        72","I","        56","I","        17","I","","","","","","","","","","","",""," 192.2"," ,I,0702, ","","","   1198.5"," ,I","","","","","",""
"IN011351500","1965","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","        49","I","        31","I","         7","I","","","","","","","","","","","",""," 181.6"," ,I,0728, ","","","    773.2"," ,I","","","","","",""
"IN011351500","1966","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","        53","I","        42","I","         9","I","","","","","","","","","","","","","  65.7"," ,I,0729, ","","","    678.6"," ,I","","","","","",""
"IN011351500","1967","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","        78","I","        50","I","         9","I","","","","","","","","","","","",""," 107.6"," ,I,0831, ","","","    885.5"," ,I","","","","","",""
"IN011351500","1968","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","        58","I","        43","I","        10","I","","","","","","","","","","","",""," 118.0"," ,I,0804, ","","","   1016.9"," ,I","","","","","",""
"IN011351500","1969","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","        70","I","        49","I","        18","I","","","","","","","","","","","",""," 116.6"," ,I,0806, ","","","   1239.0"," ,I","","","","","",""
"IN011351500","1970","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","        74","I","        50","I","        18","I","","","","","","","","","","","",""," 144.8"," ,I,0701, ","","","   1632.9"," ,I","","","","","",""
"IN011351500","2001","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","","","","","","","","","","","         0","S","       339","S","       160","S","","","","","   44.9","S,0513, ","","","","","     32.22","S","",""
"IN011351500","2003","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","","","","","","","         0","S","         0","S","         0","S","       330","S","       135","S","    5.2","S,0116, ","","","   44.9","S,0603, ","","","     25.78","S","     32.15","S","     19.40","S"
"IN011351500","2004","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","","","","","","","","","","","         0","S","       331","S","       170","S","","","","","   44.6","S,0601,+","","","","","     32.53","S","",""
"IN011351500","2005","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","","","","","","","","","","","         0","S","       343","S","       148","S","","","","","   44.4","S,0521, ","","","","","     32.06","S","",""
"IN011351500","2006","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","","","","","","","","","","","         0","S","       342","S","       149","S","","","","","   44.0","S,0506, ","","","","","     32.20","S","",""
"IN011351500","2007","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","","","","","","","","","","","         0","S","       345","S","       174","S","","","","","   43.4","S,0429, ","","","","","     32.45","S","",""
"IN011351500","2008","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","","","","","","","","","","","         0","S","       348","S","       171","S","","","","","   43.1","S,0425, ","","","","","     32.21","S","",""
"IN011351500","2009","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","","","","","","","","","","","         0","S","       343","S","       183","S","","","","","   44.5","S,0521, ","","","","","     32.92","S","",""
"IN011351500","2010","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","","","","","","","","","","","         0","S","       351","S","       170","S","","","","","   46.0","S,0524, ","","","","","     32.65","S","",""
"IN011351500","2012","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","","","","","","","","","","","         0","S","       350","S","       167","S","","","","","   43.9","S,0525, ","","","","","     31.91","S","",""
"IN011351500","2013","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","","","","","","","","","","","         0","S","       354","S","       132","S","","","","","   44.8","S,0519, ","","","","","     31.14","S","",""
"IN011351500","2014","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","","","","","","","","","","","         0","S","       347","S","       168","S","","","","","   45.3","S,0606, ","","","","","     31.98","S","",""
