"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN011351500","1951","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","        58","I","        36","I","         7","I","","","","","","","","","","","","","  64.5"," ,I,0808, ","","","    560.1"," ,I","","","","","",""
"IN011351500","1952","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","        66","I","        40","I","         9","I","","","","","","","","","","","","","  96.3"," ,I,0804, ","","","    730.8"," ,I","","","","","",""
"IN011351500","1953","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","        62","I","        40","I","        11","I","","","","","","","","","","","","","  91.4"," ,I,0714, ","","","    896.1"," ,I","","","","","",""
"IN011351500","1954","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","        95","I","        59","I","        12","I","","","","","","","","","","","",""," 123.4"," ,I,0909, ","","","   1100.5"," ,I","","","","","",""
"IN011351500","1955","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","        88","I","        63","I","        20","I","","","","","","","","","","","",""," 134.6"," ,I,0831, ","","","   1517.3"," ,I","","","","","",""
"IN011351500","1956","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","        92","I","        60","I","        17","I","","","","","","","","","","","","","  73.2"," ,I,0807, ","","","   1144.4"," ,I","","","","","",""
"IN011351500","1957","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","        81","I","        56","I","        11","I","","","","","","","","","","","",""," 102.1"," ,I,0823, ","","","   1136.4"," ,I","","","","","",""
"IN011351500","1958","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","        74","I","        51","I","        18","I","","","","","","","","","","","","","  79.5"," ,I,0911, ","","","   1208.8"," ,I","","","","","",""
"IN011351500","1959","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","        87","I","        62","I","        13","I","","","","","","","","","","","",""," 110.7"," ,I,0713, ","","","   1265.4"," ,I","","","","","",""
"IN011351500","1960","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","        73","I","        49","I","        16","I","","","","","","","","","","","",""," 153.6"," ,I,0818, ","","","   1107.5"," ,I","","","","","",""
"IN011351500","1961","23.283","77.35","523.0","BHOPAL BAIRAGARH, IN","        94","I","        69","I","        19","I","","","","","","","","","","","",""," 231.0"," ,I,0926, ","","","   1676.1"," ,I","","","","","",""
