"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NLE00113676","2012","53.2692","3.6278","42.0","K14 FA 1C, NL","     11.0","","      11.0","E","         0","E","        14","E","         2","E","         5","E","         0","E","   -4.3","E,0207, ","   22.6","E,0818, ","-0.8","E,0212","-3.3","E,0211","","","","","","","     10.64","E","     12.06","E","      9.22","E"
"NLE00113676","2013","53.2692","3.6278","42.0","K14 FA 1C, NL","      8.4","","       8.4","E","         0","E","        17","E","         0","E","         4","E","         0","E","   -2.8","E,0311, ","   23.8","E,0801, ","-0.2","E,0327","-2.8","E,0311","","","    3122.9","9","    3122.9","E","     10.04","E","     11.42","E","      8.65","E"
"NLE00113676","2015","53.2692","3.6278","42.0","K14 FA 1C, NL","      7.7","","       7.7","E","         0","E","         0","E","         0","E","         3","E","         0","E","    1.1","E,0129, ","   23.0","E,0701, ","","","","","","","    2559.3","3","    2559.3","E","     11.18","E","     12.52","E","      9.83","E"
"NLE00113676","2016","53.2692","3.6278","42.0","K14 FA 1C, NL","     33.2","","      33.2","E","         0","E","         0","E","         0","E","        11","E","         0","E","    0.8","E,0225, ","   25.8","E,0824, ","","","","","","","    2501.0","0","    2501.0","E","     11.48","E","     12.84","E","     10.12","E"
"NLE00113676","2017","53.2692","3.6278","42.0","K14 FA 1C, NL","      4.8","","       4.8","E","         0","E","         3","E","         0","E","         2","E","         0","E","   -0.5","E,0209, ","   23.5","E,0619, ","-0.2","E,0210","","","","","    2449.5","5","    2449.5","E","     11.37","E","     12.83","E","      9.90","E"
"NLE00113676","2018","53.2692","3.6278","42.0","K14 FA 1C, NL","     28.9","","      28.9","E","         0","E","        10","E","         3","E","         7","E","         0","E","   -5.7","E,0228, ","   27.8","E,0727, ","-0.2","E,0319","-3.6","E,0303","-5.4","E,0301","    2702.7","7","    2702.7","E","     11.11","E","     12.58","E","      9.64","E"
"NLE00113676","2020","53.2692","3.6278","42.0","K14 FA 1C, NL","     41.4","","      41.4","E","         0","E","         0","E","         0","E","        13","E","         0","E","    2.5","E,0227, ","   25.8","E,0807, ","","","","","","","    2469.1","1","    2469.1","E","     11.76","E","     13.13","E","     10.39","E"
"NLE00113676","2021","53.2692","3.6278","42.0","K14 FA 1C, NL","      3.5","","       3.5","E","         0","E","         7","E","         0","E","         2","E","         0","E","   -2.2","E,0208, ","   21.7","E,0616, ","-0.4","E,0405","-2.2","E,0208","","","    2691.5","5","    2691.5","E","     10.95","E","     12.26","E","      9.63","E"
"NLE00113676","2022","53.2692","3.6278","42.0","K14 FA 1C, NL","     48.3","","      48.3","E","         0","E","         0","E","         0","E","        14","E","         0","E","    2.0","E,0331, ","   26.8","E,0720, ","","","","","","","    2446.3","3","    2446.3","E","     12.04","E","     13.39","E","     10.68","E"
"NLE00113676","2023","53.2692","3.6278","42.0","K14 FA 1C, NL","     32.5","","      32.5","E","         0","E","         2","E","         0","E","        11","E","         0","E","   -0.3","E,0310, ","   24.0","E,0709, ","-0.3","E,0310","","","","","    2366.9","9","    2366.9","E","     11.74","E","     13.14","E","     10.34","E"
"NLE00113676","2024","53.2692","3.6278","42.0","K14 FA 1C, NL","     27.7","","      27.7","E","         0","E","         0","E","         0","E","         9","E","         0","E","    0.4","E,0115, ","   24.2","E,0719, ","","","","","","","    2306.8","8","    2306.8","E","     11.93","E","     13.34","E","     10.51","E"
