"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYTS","DYTS_ATTRIBUTES"
"USC00297319","1963","34.48333","-107.6","1951.9","RED LAKE RANCH, NM US","        59"," "
"USC00297319","1964","34.48333","-107.6","1951.9","RED LAKE RANCH, NM US","        25"," "
