"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1WIGN0005","2016","42.7199","-89.5636","269.7","MONTICELLO 2.2 SE, WI US","       130","N","        66","N","         8","N","","","        12","N","","","   122"," ,N,1205, ","  45.2"," ,N,0316, ","    951.4"," ,N","      841"," ,N"
"US1WIGN0005","2017","42.7199","-89.5636","269.7","MONTICELLO 2.2 SE, WI US","       135","N","        79","N","         8","N","","","         3","N","","","    69"," ,N,0125, ","  82.0"," ,N,0720, ","   1039.7"," ,N","      319"," ,N"
"US1WIGN0005","2018","42.7199","-89.5636","269.7","MONTICELLO 2.2 SE, WI US","       132","N","        82","N","        15","N","       48","","        10","N","   229"," ,N,0212,+","   135"," ,N,0115, ","  90.7"," ,N,0920, ","   1362.7"," ,N","      840"," ,N"
"US1WIGN0005","2019","42.7199","-89.5636","269.7","MONTICELLO 2.2 SE, WI US","       158","N","        96","N","         6","N","","","        16","N","","","   152"," ,N,0119, ","  48.5"," ,N,1002, ","   1182.4"," ,N","     1441"," ,N"
"US1WIGN0005","2022","42.7199","-89.5636","269.7","MONTICELLO 2.2 SE, WI US","       138","N","        70","N","        10","N","","","        16","N","","","   112"," ,N,1116, ","  81.0"," ,N,0706, ","   1017.0"," ,N","     1131"," ,N"
