"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYTS","DYTS_ATTRIBUTES"
"USC00313016","2005","35.02667","-78.97417","73.2","FAYETTEVILLE 6 W, NC US","         9"," "
"USC00313016","2006","35.02667","-78.97417","73.2","FAYETTEVILLE 6 W, NC US","         1"," "
