"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES"
"USC00156401","2013","37.3341","-82.8786","321.0","PIPPA PASSES, KY US","        41"," ","        20"," ","","","",""
"USC00156401","2014","37.3341","-82.8786","321.0","PIPPA PASSES, KY US","        16"," ","        14"," ","    2659.5","5","    2659.5"," "
