"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA006154779","1999","44.5333","-77.4833","222.0","MADOC, ON CA","","","","","","","       65","","        18","C","","","","","","","   460"," ,C,0116,+","   200"," ,C,0304, ","","","","","","","","","","","","","","","","","","","","","","","","","     1637"," ,C","",""
"CA006154779","2000","44.5333","-77.4833","222.0","MADOC, ON CA","       128","C","        90","C","         6","C","       68","","        19","C","","","","","","","   250"," ,C,1216,+","   200"," ,C,1211, ","  55.2"," ,C,0624, ","","","","","","","","","","","","","","","","","","","","","   1074.5"," ,C","     1700"," ,C","",""
"CA006154779","2001","44.5333","-77.4833","222.0","MADOC, ON CA","       119","C","        79","C","         4","C","       95","","        17","C","","","","","","","   510"," ,C,0202, ","   140"," ,C,0305, ","  32.0"," ,C,0209, ","","","","","","","","","","","","","","","","","","","","","    704.4"," ,C","     1110"," ,C","",""
"CA006154779","2002","44.5333","-77.4833","222.0","MADOC, ON CA","       129","C","        82","C","         5","C","       80","","        21","C","","","","","","","   270"," ,C,0327, ","   230"," ,C,0326, ","  37.6"," ,C,0626, ","","","","","","","","","","","","","","","","","","","","","    885.0"," ,C","     1556"," ,C","",""
"CA006154779","2003","44.5333","-77.4833","222.0","MADOC, ON CA","       145","C","        95","C","         6","C","       98","","        16","C","","","","","","","   380"," ,C,0315,+","   190"," ,C,0222, ","  35.0"," ,C,1014, ","","","","","","","","","","","","","","","","","","","","","   1011.6"," ,C","     1400"," ,C","",""
"CA006154779","2004","44.5333","-77.4833","222.0","MADOC, ON CA","       137","C","        87","C","         8","C","       75","","        15","C","        31","C","       150","C","  -35.0","C,0114, ","   200"," ,C,1216,+","   190"," ,C,1210, ","  53.4"," ,C,0731, ","0.0","C,1003","-4.5","C,1104","-4.5","C,1104","-9.0","C,1109","-9.0","C,1109","-0.5","C,0508","-2.5","C,0428","-4.5","C,0412","-7.0","C,0406","-11.0","C,0405","   1045.2"," ,C","     1160"," ,C","      1.04","C"
"CA006154779","2005","44.5333","-77.4833","222.0","MADOC, ON CA","       113","C","        78","C","         6","C","       87","","        16","C","","","","","","","   200"," ,C,1222,+","   150"," ,C,1215, ","  35.0"," ,C,0926,+","","","","","","","","","","","","","","","","","","","","","    886.6"," ,C","     1260"," ,C","",""
"CA006154779","2006","44.5333","-77.4833","222.0","MADOC, ON CA","       131","C","        89","C","        10","C","","","         9","C","","","","","","","","","    80"," ,C,0404,+","  62.4"," ,C,0902, ","","","","","","","","","","","","","","","","","","","","","   1098.3"," ,C","      680"," ,C","",""
