"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"GLE00147101","1961","65.4","-52.8667","25.0","MANIITSOQ, GL","       105","E","        60","E","         1","E","      198","","  1000"," ,E,0330,+","  32.4"," ,E,1020, ","    545.4"," ,E"
"GLE00147101","1962","65.4","-52.8667","25.0","MANIITSOQ, GL","       101","E","        45","E","         3","E","      201","","  1000"," ,E,0317,+","  62.1"," ,E,1118, ","    493.3"," ,E"
"GLE00147101","1963","65.4","-52.8667","25.0","MANIITSOQ, GL","       117","E","        53","E","         3","E","      259","","  1110"," ,E,0331,+","  41.6"," ,E,0706, ","    486.3"," ,E"
"GLE00147101","1964","65.4","-52.8667","25.0","MANIITSOQ, GL","       115","E","        57","E","         4","E","      229","","  1160"," ,E,0316, ","  62.2"," ,E,0618, ","    617.8"," ,E"
"GLE00147101","1965","65.4","-52.8667","25.0","MANIITSOQ, GL","       129","E","        58","E","         3","E","      210","","  1140"," ,E,0220,+","  45.0"," ,E,0804, ","    623.9"," ,E"
"GLE00147101","1966","65.4","-52.8667","25.0","MANIITSOQ, GL","       128","E","        75","E","         2","E","      199","","  1210"," ,E,0329, ","  39.3"," ,E,0909, ","    671.6"," ,E"
"GLE00147101","1967","65.4","-52.8667","25.0","MANIITSOQ, GL","       171","E","        92","E","        15","E","      226","","  1730"," ,E,0504, ","  75.9"," ,E,0922, ","   1358.5"," ,E"
"GLE00147101","1968","65.4","-52.8667","25.0","MANIITSOQ, GL","       112","E","        66","E","        11","E","      198","","  1160"," ,E,0314, ","  56.5"," ,E,0828, ","    806.7"," ,E"
"GLE00147101","1969","65.4","-52.8667","25.0","MANIITSOQ, GL","       155","E","        99","E","         7","E","      208","","   730"," ,E,1216,+","  62.2"," ,E,1230, ","   1037.2"," ,E"
"GLE00147101","1970","65.4","-52.8667","25.0","MANIITSOQ, GL","       160","E","       110","E","         9","E","","","","","  64.1"," ,E,1006, ","   1353.8"," ,E"
"GLE00147101","1971","65.4","-52.8667","25.0","MANIITSOQ, GL","       130","E","        82","E","         6","E","","","","","  56.9"," ,E,0729, ","    849.6"," ,E"
"GLE00147101","1972","65.4","-52.8667","25.0","MANIITSOQ, GL","       155","E","       101","E","        10","E","","","","","  66.1"," ,E,0704, ","   1189.6"," ,E"
"GLE00147101","1973","65.4","-52.8667","25.0","MANIITSOQ, GL","       144","E","        93","E","         6","E","","","","","  49.1"," ,E,0626, ","    985.6"," ,E"
"GLE00147101","1974","65.4","-52.8667","25.0","MANIITSOQ, GL","       107","E","        70","E","         8","E","","","","","  75.1"," ,E,1001, ","    836.4"," ,E"
"GLE00147101","1975","65.4","-52.8667","25.0","MANIITSOQ, GL","       135","E","        83","E","        10","E","","","",""," 108.4"," ,E,0828, ","   1206.5"," ,E"
"GLE00147101","1976","65.4","-52.8667","25.0","MANIITSOQ, GL","       142","E","        76","E","        18","E","","","",""," 109.7"," ,E,0829, ","   1311.0"," ,E"
"GLE00147101","1977","65.4","-52.8667","25.0","MANIITSOQ, GL","       131","E","        87","E","         6","E","","","","","  46.2"," ,E,1112, ","    922.6"," ,E"
"GLE00147101","1978","65.4","-52.8667","25.0","MANIITSOQ, GL","       134","E","        79","E","        12","E","","","","","  48.7"," ,E,0715, ","   1029.4"," ,E"
"GLE00147101","1979","65.4","-52.8667","25.0","MANIITSOQ, GL","       108","E","        60","E","         2","E","","","","","  59.0"," ,E,0607, ","    627.4"," ,E"
