"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00273825","2014","42.9694","-71.9529","227.1","HANCOCK, NH US","         1"," ","         1"," ","",""
"USC00273825","2015","42.9694","-71.9529","227.1","HANCOCK, NH US","         2"," ","","","",""
"USC00273825","2017","42.9694","-71.9529","227.1","HANCOCK, NH US","","","","","   1227.8"," ,7"
"USC00273825","2018","42.9694","-71.9529","227.1","HANCOCK, NH US","         2"," ","","","   1529.6"," ,7"
"USC00273825","2023","42.9694","-71.9529","227.1","HANCOCK, NH US","         1"," ","","","   1346.4"," ,7"
"USC00273825","2024","42.9694","-71.9529","227.1","HANCOCK, NH US","         6"," ","","","   1147.3"," ,7"
