"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RSM00032128","1967","47.05","142.05","44.0","HOLMSK, RS","       172","I","        82","I","         8","I","","","","","","","","","","","","","  45.0"," ,I,0421, ","","","","","","","","","","","","","","","","","","","","","","","    901.4"," ,I","","","","","",""
"RSM00032128","1969","47.05","142.05","44.0","HOLMSK, RS","       175","I","        88","I","         5","I","        29","S","       190","S","","","","","","","  -22.2","S,0223,+","  76.0"," ,I,0616, ","","","0.0","S,0929","-2.2","S,1022","-5.0","S,1103","-7.2","S,1122","-10.0","S,1123","0.0","S,0529","-2.2","S,0430","-10.0","S,0406","-10.0","S,0406","-10.0","S,0406","    907.0"," ,I","","","","","     -1.53","S"
"RSM00032128","1970","47.05","142.05","44.0","HOLMSK, RS","       175","I","        87","I","         6","I","         6","S","       185","S","","","","","","","  -20.0","S,0107,+","  54.6"," ,I,0731, ","","","-1.1","S,1013","-3.9","S,1018","-5.0","S,1104","-8.9","S,1114","-8.9","S,1114","0.0","S,0524","-3.9","S,0414","-5.0","S,0412","-7.8","S,0404","-10.0","S,0326","    882.5"," ,I","","","","","     -0.38","S"
"RSM00032128","1971","47.05","142.05","44.0","HOLMSK, RS","       168","I","        77","I","         2","I","","","","","","","","","","","","","  33.7"," ,I,0717, ","","","","","","","","","","","","","","","","","","","","","","","    701.2"," ,I","","","","","",""
"RSM00032128","1975","47.05","142.05","44.0","HOLMSK, RS","       163","I","        60","I","         4","I","         5","S","       185","S","","","","","","","  -19.0","S,0129,+","  46.1"," ,I,0727, ","","","0.0","S,1015","-5.0","S,1029","-5.0","S,1029","-10.0","S,1120","-10.0","S,1120","0.0","S,0522","-3.0","S,0502","-9.0","S,0402","-9.0","S,0402","-9.0","S,0402","    627.3"," ,I","","","","","      0.28","S"
"RSM00032128","1976","47.05","142.05","44.0","HOLMSK, RS","       170","I","        78","I","         1","I","         4","S","       190","S","       114","S","        12","S","         0","S","  -18.0","S,0212,+","  31.2"," ,I,1210, ","   28.0","S,0909, ","0.0","S,1007","-3.0","S,1028","-9.0","S,1104","-9.0","S,1104","-9.0","S,1104","0.0","S,0530","-3.0","S,0504","-7.0","S,0410","-7.0","S,0410","-9.0","S,0331","    624.1"," ,I","      2.97","S","      6.30","S","     -0.37","S"
"RSM00032128","1977","47.05","142.05","44.0","HOLMSK, RS","       163","I","        68","I","         3","I","        16","S","       187","S","","","","","","","  -22.0","S,0208, ","  37.7"," ,I,0602, ","","","0.0","S,1018","-3.0","S,1019","-5.0","S,1024","-7.0","S,1102","-10.0","S,1111","0.0","S,0523","-5.0","S,0425","-5.0","S,0425","-8.0","S,0328","-10.0","S,0322","    684.8"," ,I","","","","","     -0.66","S"
"RSM00032128","1978","47.05","142.05","44.0","HOLMSK, RS","       158","I","        54","I","         8","I","","","","","","","","","","","","","  88.6"," ,I,0716, ","","","","","","","","","","","","","","","","","","","","","","","    936.3"," ,I","","","","","",""
"RSM00032128","1979","47.05","142.05","44.0","HOLMSK, RS","       160","I","        60","I","         4","I","","","","","","","","","","","","","  45.2"," ,I,0914, ","","","","","","","","","","","","","","","","","","","","","","","    640.3"," ,I","","","","","",""
"RSM00032128","1980","47.05","142.05","44.0","HOLMSK, RS","       184","I","        79","I","         1","I","","","","","","","","","","","","","  35.0"," ,I,1026, ","","","","","","","","","","","","","","","","","","","","","","","    757.2"," ,I","","","","","",""
"RSM00032128","1981","47.05","142.05","44.0","HOLMSK, RS","       191","I","        94","I","         4","I","","","","","","","","","","","","","  91.5"," ,I,0805, ","","","","","","","","","","","","","","","","","","","","","","","   1066.4"," ,I","","","","","",""
