"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00135203","1990","42.0655","-92.908","265.2","MARSHALLTWN POL CN PLANT, IA US","        90","6","        73","6","        15","6","","","","","","","","","","","","","","","  76.2"," ,6,0727, ","","","   1160.9"," ,6","","","",""
"USC00135203","1991","42.0655","-92.908","265.2","MARSHALLTWN POL CN PLANT, IA US","        96","6","        65","6","        10","6","","","","","","","","","","","","","","","  55.9"," ,6,0808, ","","","    957.1"," ,6","","","",""
"USC00135203","1992","42.0655","-92.908","265.2","MARSHALLTWN POL CN PLANT, IA US","        99","6","        63","6","        11","6","","","","","","","","","","","","","","","  60.2"," ,6,0713, ","","","    873.9"," ,6","","","",""
"USC00135203","1993","42.0655","-92.908","265.2","MARSHALLTWN POL CN PLANT, IA US","       118","6","        84","6","        18","6","","","","","        42","6","       127","6","        11","6","","","",""," 106.7"," ,6,0708, ","   33.9","6,0826,+","   1440.5"," ,6","","","     13.99","6"
"USC00135203","2015","42.0655","-92.908","265.2","MARSHALLTWN POL CN PLANT, IA US","        94","7","        68","7","        13","7","       52","","         7","7","","","","","","","   152"," ,7,1231,+","   152"," ,7,1229, ","  62.2"," ,7,1214, ","","","   1100.4"," ,7","      710"," ,7","",""
"USC00135203","2021","42.0655","-92.908","265.2","MARSHALLTWN POL CN PLANT, IA US","        99","7","        49","7","         4","7","       68","","         9","7","","","","","","","   432"," ,7,0222, ","   163"," ,7,0126, ","  69.9"," ,7,1025, ","","","    619.8"," ,7","      828"," ,7","",""
"USC00135203","2022","42.0655","-92.908","265.2","MARSHALLTWN POL CN PLANT, IA US","       105","7","        57","7","         6","7","       72","","         9","7","","","","","","","   178"," ,7,1227,+","   188"," ,7,0115, ","  59.7"," ,7,0828, ","","","    733.5"," ,7","      716"," ,7","",""
"USC00135203","2023","42.0655","-92.908","265.2","MARSHALLTWN POL CN PLANT, IA US","        81","7","        52","7","         4","7","       34","","         9","7","","","","","","","   178"," ,7,0129, ","   112"," ,7,0119, ","  33.3"," ,7,0713, ","","","    588.3"," ,7","      482"," ,7","",""
"USC00135203","2024","42.0655","-92.908","265.2","MARSHALLTWN POL CN PLANT, IA US","        99","7","        64","7","        14","7","       24","","         9","7","","","","","","","   381"," ,7,0119, ","   152"," ,7,0109, ","  87.6"," ,7,0729, ","","","   1004.4"," ,7","      699"," ,7","",""
