"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00516082","1905","22.03","-159.76278","6.1","MANA 1026, HI US","","","","","        61","6","        27","6","         2","6","","","","","","","","","","","","","","","","","","","","","",""," 142.7"," ,6,1122, ","","","","","","","    366.3"," ,6","","","","","","","",""
"USC00516082","1906","22.03","-159.76278","6.1","MANA 1026, HI US","","","","","","","","","","","","","","","         0","6","         0","6","","","","","","","","","   12.2","6,0201, ","","","","","","","","","       0.0","0","       0.0","6","","","","","","","","","     19.05","6"
"USC00516082","1916","22.03","-159.76278","6.1","MANA 1026, HI US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","       0.0","0","       0.0","6","","","","","","","","","",""
"USC00516082","1917","22.03","-159.76278","6.1","MANA 1026, HI US","   1740.7","","    1740.7","6","","","","","","","","","","","         0","6","         0","6","         0","6","       364","6","         0","6","","","   13.3","6,0301, ","","","","","","","   31.1","6,0927,+","","","","","","","","","     23.09","6","     27.98","6","     18.21","6"
"USC00516082","1918","22.03","-159.76278","6.1","MANA 1026, HI US","   1745.3","","    1745.3","6","        57","6","        54","6","        11","6","","","","","         0","6","         0","6","         0","6","       363","6","         6","6","","","   12.2","6,0122, ","","","","","  99.1"," ,6,1125, ","   32.8","6,0821, ","       0.8","8","       0.8","6","    747.2"," ,6","","","     23.13","6","     27.79","6","     18.47","6"
"USC00516082","1919","22.03","-159.76278","6.1","MANA 1026, HI US","   1870.3","","    1870.3","6","        39","6","        33","6","         5","6","","","","","         0","6","         0","6","         0","6","       365","6","        35","6","","","   11.7","6,0109, ","","","","","  56.4"," ,6,1202, ","   33.3","6,0901,+","       1.1","1","       1.1","6","    395.8"," ,6","","","     23.45","6","     28.88","6","     18.03","6"
"USC00516082","1920","22.03","-159.76278","6.1","MANA 1026, HI US","   1934.0","","    1934.0","6","        79","6","        51","6","         4","6","","","","","         0","6","         0","6","         0","6","       364","6","        42","6","","","   13.3","6,1215,+","","","",""," 100.3"," ,6,0117, ","   33.9","6,0930,+","       0.0","0","       0.0","6","    756.3"," ,6","","","     23.66","6","     29.12","6","     18.20","6"
"USC00516082","1921","22.03","-159.76278","6.1","MANA 1026, HI US","   1926.6","","    1926.6","6","        44","6","        34","6","         7","6","","","","","         0","6","         0","6","         0","6","       365","6","        22","6","","","   13.9","6,0306, ","","","",""," 108.0"," ,6,1222, ","   33.9","6,0718, ","       0.0","0","       0.0","6","    599.6"," ,6","","","     23.60","6","     29.09","6","     18.11","6"
"USC00516082","1922","22.03","-159.76278","6.1","MANA 1026, HI US","   1795.2","","    1795.2","6","        45","6","        32","6","         4","6","","","","","         0","6","         0","6","         0","6","       365","6","        25","6","","","   13.3","6,0228,+","","","","","  67.6"," ,6,1127, ","   33.3","6,0807, ","       0.0","0","       0.0","6","    440.2"," ,6","","","     23.24","6","     28.88","6","     17.59","6"
"USC00516082","1923","22.03","-159.76278","6.1","MANA 1026, HI US","   1730.6","","    1730.6","6","        60","6","        48","6","         9","6","","","","","         0","6","         0","6","         0","6","       365","6","         9","6","","","   11.7","6,0118,+","","","","","  92.7"," ,6,0331, ","   33.9","6,0930, ","       1.1","1","       1.1","6","    878.2"," ,6","","","     23.06","6","     28.64","6","     17.47","6"
