"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"TUM00017370","1984","36.573","36.154","7.6","ISKENDERUN, TU","","","","","","","","","","","         0","S","       195","S","         7","S","","","","","   34.8","S,0513, ","","","","","     23.12","S","",""
"TUM00017370","1992","36.573","36.154","7.6","ISKENDERUN, TU","","","","","","","         0","S","         0","S","","","","","","","    0.6","S,0131, ","","","","","","","","","","","     15.13","S"
"TUM00017370","1993","36.573","36.154","7.6","ISKENDERUN, TU","","","","","","","","","","","         0","S","       200","S","        24","S","","","","","   35.0","S,0822, ","","","","","     23.52","S","",""
"TUM00017370","1995","36.573","36.154","7.6","ISKENDERUN, TU","","","","","","","         0","S","         0","S","         0","S","       208","S","        17","S","    2.4","S,1125, ","","","   35.6","S,0813, ","","","     20.18","S","     23.84","S","     16.51","S"
"TUM00017370","1996","36.573","36.154","7.6","ISKENDERUN, TU","","","","","","","","","","","         0","S","       215","S","        12","S","","","","","   36.4","S,0508, ","","","","","     24.02","S","",""
"TUM00017370","1999","36.573","36.154","7.6","ISKENDERUN, TU","","","","","","","         0","S","         0","S","         0","S","       226","S","        22","S","    4.0","S,0221, ","","","   39.3","S,0930, ","","","     21.17","S","     24.66","S","     17.69","S"
"TUM00017370","2000","36.573","36.154","7.6","ISKENDERUN, TU","","","","","","","","","","","         0","S","       229","S","        60","S","","","","","   37.0","S,0615, ","","","","","     24.21","S","",""
"TUM00017370","2001","36.573","36.154","7.6","ISKENDERUN, TU","","","","","","","","","","","         0","S","       237","S","        44","S","","","","","   37.4","S,1009, ","","","","","     24.69","S","",""
"TUM00017370","2002","36.573","36.154","7.6","ISKENDERUN, TU","","","","","","","","","","","         0","S","       231","S","        41","S","","","","","   37.2","S,0609, ","","","","","     24.43","S","",""
"TUM00017370","2003","36.573","36.154","7.6","ISKENDERUN, TU","","","","","","","","","","","         0","S","       208","S","        54","S","","","","","   37.8","S,0511, ","","","","","     24.36","S","",""
"TUM00017370","2004","36.573","36.154","7.6","ISKENDERUN, TU","","","","","","","","","","","         0","S","       223","S","        45","S","","","","","   35.0","S,0629, ","","","","","     24.19","S","",""
"TUM00017370","2005","36.573","36.154","7.6","ISKENDERUN, TU","        86","S","        59","S","         4","S","","","","","         0","S","       224","S","        24","S","","","  30.0"," ,S,1216, ","   34.2","S,0413, ","    678.9"," ,S","","","     24.04","S","",""
"TUM00017370","2007","36.573","36.154","7.6","ISKENDERUN, TU","        82","S","        50","S","         8","S","","","","","         0","S","       220","S","        62","S","","","  50.3"," ,S,0609, ","   37.6","S,0626, ","    698.8"," ,S","","","     24.69","S","",""
"TUM00017370","2008","36.573","36.154","7.6","ISKENDERUN, TU","","","","","","","","","","","         0","S","       251","S","        82","S","","","","","   37.2","S,0827, ","","","","","     24.75","S","",""
"TUM00017370","2009","36.573","36.154","7.6","ISKENDERUN, TU","","","","","","","","","","","         0","S","       237","S","        69","S","","","","","   36.4","S,1019,+","","","","","     25.00","S","",""
"TUM00017370","2010","36.573","36.154","7.6","ISKENDERUN, TU","","","","","","","","","","","         0","S","       275","S","        69","S","","","","","   38.2","S,0822, ","","","","","     25.98","S","",""
"TUM00017370","2011","36.573","36.154","7.6","ISKENDERUN, TU","        83","S","        46","S","         2","S","","","","","         0","S","       200","S","        30","S","","","  57.9"," ,S,1018, ","   36.5","S,1011, ","    646.6"," ,S","","","     23.75","S","",""
"TUM00017370","2013","36.573","36.154","7.6","ISKENDERUN, TU","        81","S","        57","S","        10","S","","","","","","","","","","","","","  61.0"," ,S,0825, ","","","    824.8"," ,S","","","","","",""
"TUM00017370","2014","36.573","36.154","7.6","ISKENDERUN, TU","        91","S","        55","S","         5","S","","","","","","","","","","","","","  63.5"," ,S,0928, ","","","    675.9"," ,S","","","","","",""
"TUM00017370","2015","36.573","36.154","7.6","ISKENDERUN, TU","        97","S","        57","S","         8","S","","","","","","","","","","","","","  58.2"," ,S,0303, ","","","    789.8"," ,S","","","","","",""
"TUM00017370","2016","36.573","36.154","7.6","ISKENDERUN, TU","        94","S","        50","S","         8","S","","","","","","","","","","","","","  51.8"," ,S,1214, ","","","    814.1"," ,S","","","","","",""
"TUM00017370","2017","36.573","36.154","7.6","ISKENDERUN, TU","        72","S","        42","S","         3","S","","","","","         0","S","       234","S","        71","S","","","  50.8"," ,S,0521, ","   40.1","S,0701, ","    525.1"," ,S","","","     24.82","S","",""
