"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00014739","1936","42.36057","-71.00975","3.2","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","","","    309.1","","     309.1","0","       129","0","        74","0","        17","0","       48","","         7","0","         0","0","       104","0","        38","0","       127","0","        10","0","","","","","","","  -15.6","0,0219,+","   356"," ,0,0214, ","   254"," ,0,0119, ","  53.3"," ,0,0918, ","   36.7","0,0708, ","-1.1","0,1026","-3.9","0,1027","-6.7","0,1116","-6.7","0,1116","-10.0","0,1118","0.0","0,0425","-8.3","0,0308","-8.3","0,0308","-8.3","0,0308","-9.4","0,0307","","","","","   1176.0"," ,0","","","      871"," ,0","      9.88","0","     14.36","0","      5.41","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014739","1937","42.36057","-71.00975","3.2","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","","","    406.6","","     406.6","0","       120","0","        82","0","        12","0","        6","","         2","0","         0","0","       107","0","        15","0","       110","0","        16","0","","","","","        20"," ","  -12.2","0,0202, ","    51"," ,0,1229,+","    56"," ,0,1228, ","  73.9"," ,0,1206, ","   37.2","0,0708, ","0.0","0,1017","-2.8","0,1111","-5.0","0,1123","-7.8","0,1211","-8.9","0,1213","0.0","0,0403","-2.2","0,0331","-4.4","0,0328","-6.7","0,0314","-9.4","0,0307","    3180.0","0","    3180.0","0","   1098.8"," ,0","","","      224"," ,0","     10.65","0","     14.88","0","      6.42","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014739","1938","42.36057","-71.00975","3.2","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","","","    370.9","","     370.9","0","       147","0","        88","0","        13","0","       34","","         8","0","         0","0","       102","0","        31","0","       119","0","        10","0","","","","","        30"," ","  -16.1","0,0119, ","   279"," ,0,0117, ","   279"," ,0,0113, ","  59.2"," ,0,0721, ","   34.4","0,0816,+","0.0","0,1116","-4.4","0,1124","-4.4","0,1124","-10.6","0,1125","-10.6","0,1125","-2.2","0,0411","-2.2","0,0411","-5.6","0,0311","-13.3","0,0304","-13.3","0,0304","    3307.2","2","    3307.2","0","   1249.4"," ,0","","","     1273"," ,0","     10.62","0","     14.95","0","      6.28","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014739","1939","42.36057","-71.00975","3.2","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","","","    388.7","","     388.7","0","       112","0","        68","0","         5","0","       35","","         9","0","         0","0","       114","0","        29","0","       119","0","        10","0","","","","","        17"," ","  -15.6","0,0127,+","   356"," ,0,0313, ","   147"," ,0,1230,+","  64.5"," ,0,1031, ","   35.6","0,0916, ","-0.6","0,1018","-3.3","0,1113","-6.1","0,1114","-7.8","0,1212","-8.9","0,1215","-0.6","0,0417","-3.3","0,0413","-6.1","0,0323","-6.7","0,0322","-12.8","0,0311","    3287.6","6","    3287.6","0","    824.8"," ,0","","","      972"," ,0","      9.91","0","     14.26","0","      5.55","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014739","1940","42.36057","-71.00975","3.2","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","","","    274.0","","     274.0","0","       136","0","        73","0","        10","0","       58","","        11","0","         0","0","       120","0","        38","0","       105","0","         7","0","","","","","        14"," ","  -16.7","0,1204, ","   330"," ,0,0215, ","   279"," ,0,0215, ","  37.6"," ,0,0704, ","   35.0","0,0730,+","-0.6","0,1019","-2.2","0,1022","-5.0","0,1125","-8.3","0,1129","-8.9","0,1202","0.0","0,0422","-3.3","0,0414","-7.8","0,0325","-7.8","0,0325","-10.0","0,0324","    3583.9","9","    3583.9","0","    914.6"," ,0","","","     1098"," ,0","      9.15","0","     13.28","0","      5.02","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014739","1941","42.36057","-71.00975","3.2","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","","","    402.5","","     402.5","0","       114","0","        53","0","         9","0","       50","","         7","0","         0","0","       110","0","        35","0","       134","0","        18","0","","","","","        14"," ","  -16.1","0,0130,+","   305"," ,0,0126,+","   216"," ,0,0125, ","  44.5"," ,0,0308, ","   35.6","0,0702,+","-1.7","0,1026","-2.2","0,1112","-7.2","0,1201","-7.2","0,1201","-10.6","0,1211","0.0","0,0407","-2.8","0,0331","-5.6","0,0321","-8.9","0,0319","-8.9","0,0319","    3387.9","9","    3387.9","0","    785.0"," ,0","","","      890"," ,0","     10.68","0","     15.32","0","      6.04","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014739","1942","42.36057","-71.00975","3.2","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","","","    366.1","","     366.1","0","       124","0","        78","0","        12","0","       24","","        11","0","         4","0","        96","0","        29","0","       123","0","         6","0","","","","","        15"," ","  -23.9","0,1220, ","   127"," ,0,0113,+","   114"," ,0,0104, ","  46.0"," ,0,0119, ","   33.9","0,0714, ","-0.6","0,1112","-5.0","0,1114","-5.0","0,1114","-6.7","0,1115","-10.6","0,1214","0.0","0,0411","-3.3","0,0227","-4.4","0,0226","-7.2","0,0224","-12.2","0,0221","    3037.8","8","    3037.8","0","   1079.2"," ,0","","","      775"," ,0","     10.41","0","     14.66","0","      6.15","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014739","1943","42.36057","-71.00975","3.2","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","","","    417.4","","     417.4","0","       135","0","        74","0","         3","0","       37","","        10","0","         3","0","       114","0","        34","0","       119","0","        17","0","","","","","        21"," ","  -25.6","0,0215, ","   457"," ,0,0131, ","   267"," ,0,0128, ","  54.6"," ,0,0306, ","   36.1","0,0625, ","0.0","0,1114","-2.2","0,1118","-4.4","0,1129","-13.3","0,1211","-13.3","0,1211","-2.2","0,0416","-2.2","0,0416","-6.7","0,0407","-6.7","0,0407","-13.3","0,0309","    3439.8","8","    3439.8","0","    820.4"," ,0","","","      998"," ,0","      9.94","0","     14.33","0","      5.55","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014739","1944","42.36057","-71.00975","3.2","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","","","    491.7","","     491.7","0","       108","0","        62","0","        11","0","       27","","        11","0","         0","0","       107","0","        25","0","       123","0","        21","0","","","","","        25"," ","  -14.4","0,0109, ","   229"," ,0,0320, ","   259"," ,0,0320, ","  62.5"," ,0,0914, ","   38.3","0,0812, ","-1.1","0,1031","-8.9","0,1202","-8.9","0,1202","-8.9","0,1202","-8.9","0,1202","-1.7","0,0406","-4.4","0,0322","-4.4","0,0322","-12.2","0,0319","-12.2","0,0319","    3368.1","1","    3368.1","0","    942.1"," ,0","","","      905"," ,0","     10.50","0","     14.94","0","      6.06","0","","","","","","","","","","","","","","","","","","","","","",""
"USW00014739","1945","42.36057","-71.00975","3.2","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","","","    397.2","","     397.2","0","       149","0","        93","0","         9","0","       74","","        18","0","         1","0","        99","0","        35","0","       131","0","         8","0","        38"," ","","","        27"," ","  -20.0","0,0125, ","   406"," ,0,0209, ","   323"," ,0,0208, ","  62.5"," ,0,1206, ","   35.6","0,0615, ","-1.1","0,1123","-2.2","0,1124","-5.6","0,1202","-10.0","0,1211","-10.0","0,1211","0.0","0,0323","-2.8","0,0312","-4.4","0,0308","-8.9","0,0220","-8.9","0,0220","    3222.5","5","    3222.5","0","   1202.6"," ,0","","","     2050"," ,0","     10.54","0","     14.96","0","      6.11","0","","","","","","","","","","","","","","","","","","","","","",""
