"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00012971","1997","29.70887","-98.04585","197.6","NEW BRAUNFELS MUNICIPAL AIRPORT, TX US","","","   1425.8","","    1425.8","M","","","","","","","         0","M","        23","M","         2","M","       251","M","       108","M","","","","","","","   -5.0","M,1213,+","","","   38.9","M,0817, ","0.0","M,1116","-3.9","M,1212","-5.0","M,1213","","","0.0","M,0215","-3.3","M,0130","-5.0","M,0129","","","","","","","","","","","     19.41","M","     25.41","M","     13.40","M","","","","","","","",""
"USW00012971","1998","29.70887","-98.04585","197.6","NEW BRAUNFELS MUNICIPAL AIRPORT, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     824.4","4","     824.4","W","","","","","","","","","","","","","","","",""
"USW00012971","1999","29.70887","-98.04585","197.6","NEW BRAUNFELS MUNICIPAL AIRPORT, TX US","       4.0","W","   1599.7","","    1599.7","W","        72","W","        33","W","         5","W","         0","W","        25","W","         0","W","       307","W","       124","W","","","","","","","   -5.0","W,1206, ","  42.7"," ,W,0621, ","   40.6","W,0821,+","0.0","W,1103","-2.2","W,1205","-5.0","W,1206","","","-0.6","W,0315","-3.3","W,0115","-4.4","W,0110","","","","","","","","","    401.0"," ,W","     20.88","W","     27.99","W","     13.78","W","        60","W","       360","W","      20.6","W","      65.7","W"
"USW00012971","2000","29.70887","-98.04585","197.6","NEW BRAUNFELS MUNICIPAL AIRPORT, TX US","       4.0","W","   1736.0","","    1736.0","W","        74","W","        47","W","        10","W","         0","W","        19","W","         0","W","       280","W","       115","W","","","","","","","   -7.2","W,0105, ","  65.3"," ,W,1102, ","   44.4","W,0905, ","-1.1","W,1114","-2.8","W,1212","","","","","-0.6","W,0206","-4.4","W,0130","-4.4","W,0130","-7.2","W,0105","","","     648.3","3","     648.3","W","    869.9"," ,W","     20.69","W","     26.99","W","     14.39","W","       250","W","       360","W","      17.9","W","      65.7","W"
"USW00012971","2001","29.70887","-98.04585","197.6","NEW BRAUNFELS MUNICIPAL AIRPORT, TX US","       3.9","W","   1515.7","","    1515.7","W","        75","W","        38","W","        10","W","         0","W","        20","W","         0","W","       273","W","       105","W","","","","","","","   -3.9","W,0120, "," 143.3"," ,W,1115, ","   39.4","W,0806, ","-0.6","W,1128","-2.2","W,1227","","","","","0.0","W,0218","-3.9","W,0120","","","","","","","    1122.4","4","    1122.4","W","    817.6"," ,W","     19.95","W","     26.13","W","     13.76","W","       150","W","       170","W","      21.9","W","      24.1","W"
"USW00012971","2002","29.70887","-98.04585","197.6","NEW BRAUNFELS MUNICIPAL AIRPORT, TX US","       4.0","X","   1595.7","","    1595.7","0","        73","0","        47","0","        10","0","         0","0","        24","0","         0","0","       272","0","       115","0","        65"," ","        16"," ","        13"," ","   -9.4","0,0304, ","  67.1"," ,0,1024, ","   38.3","0,0826, ","0.0","0,1206","","","","","","","-3.9","W,0305","-3.9","W,0305","-9.4","W,0304","-9.4","W,0304","-9.4","W,0304","     910.6","6","     910.6","0","    880.8"," ,0","     20.04","0","     26.28","0","     13.80","0","       290","X","       360","X","      20.6","X","      65.7","X"
"USW00012971","2003","29.70887","-98.04585","197.6","NEW BRAUNFELS MUNICIPAL AIRPORT, TX US","       3.8","X","   1615.2","","    1615.2","0","        90","0","        45","0","         6","0","         0","0","        23","0","         1","0","       283","0","       112","0","       217"," ","        39"," ","        61"," ","   -4.4","0,0118, ","  61.5"," ,0,1011, ","   40.0","0,0808,+","-2.2","0,1124","-2.2","0,1124","","","","","-1.1","0,0226","-2.8","0,0225","-4.4","0,0118","","","","","     980.6","6","     980.6","0","    679.9"," ,0","     20.20","0","     26.44","0","     13.96","0","       140","X","       360","X","      17.9","X","      65.7","X"
"USW00012971","2004","29.70887","-98.04585","197.6","NEW BRAUNFELS MUNICIPAL AIRPORT, TX US","       3.8","X","   1545.0","","    1545.0","0","        98","0","        66","0","        14","0","         0","0","        19","0","         0","0","       280","0","        98","0","       183"," ","        26"," ","        79"," ","   -5.0","0,1225, "," 130.6"," ,0,0725, ","   37.2","0,0805, ","-1.1","0,1201","-3.9","0,1215","-5.0","0,1225","","","-1.1","0,0227","-2.2","0,0215","","","","","","","     786.2","2","     786.2","0","   1448.2"," ,0","     20.34","0","     26.17","0","     14.51","0","       140","X","       360","X","      17.0","X","      65.7","X"
"USW00012971","2005","29.70887","-98.04585","197.6","NEW BRAUNFELS MUNICIPAL AIRPORT, TX US","       3.6","X","   1750.1","","    1750.1","0","        73","0","        35","0","         6","0","         0","0","        11","0","         0","0","       292","0","       130","0","       159"," ","        25"," ","        56"," ","   -3.3","0,1208,+","  54.9"," ,0,1011, ","   41.1","0,0925, ","0.0","0,1117","-3.3","0,1206","","","","","-0.6","0,0124","-3.3","0,0117","","","","","","","     758.8","8","     758.8","0","    561.1"," ,0","     21.00","0","     27.64","0","     14.35","0","       120","X","       360","X","      17.0","X","      65.7","X"
"USW00012971","2006","29.70887","-98.04585","197.6","NEW BRAUNFELS MUNICIPAL AIRPORT, TX US","       3.9","W","   1924.2","","    1924.2","0","        68","0","        36","0","         4","0","         0","0","        17","0","         0","0","       311","0","       157","0","       159"," ","        34"," ","        53"," ","   -4.4","0,0212, ","  39.6"," ,0,1223, ","   39.4","0,0826,+","-3.9","0,1201","-3.9","0,1201","","","","","-0.6","0,0324","-2.2","0,0219","-4.4","0,0212","","","","","     670.0","0","     670.0","0","    542.9"," ,0","     21.81","0","     28.99","0","     14.64","0","       170","X","        60","X","      19.7","X","      46.9","X"
