"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA004067576","1990","55.15","-106.2667","434.0","SMOOTH STONE RIVER, SK CA","        82","C","        50","C","         1","C","        23","C","        90","C","       230","C","       128","C","        71","C","         3","C","  -47.0","C,1220, ","   261"," ,C,1121, ","  26.1"," ,C,1121, ","   36.5","C,0806, ","0.0","C,0909","-3.0","C,0915","-5.5","C,1001","-9.5","C,1006","-9.5","C,1006","-0.5","C,0614","-3.0","C,0520","-5.0","C,0518","-7.0","C,0513","-12.0","C,0502","","","","","    418.6"," ,C","     1897"," ,C","     -0.78","C","      5.83","C","     -7.39","C"
"CA004067576","1991","55.15","-106.2667","434.0","SMOOTH STONE RIVER, SK CA","","","","","","","","","        70","C","       211","C","       124","C","        74","C","         5","C","  -44.5","C,0109, ","","","","","   38.0","C,0810, ","-6.0","C,0905","-6.0","C,0905","-6.0","C,0905","-10.0","C,1017","-10.0","C,1017","0.0","C,0602","-3.0","C,0507","-7.0","C,0506","-7.0","C,0506","-9.5","C,0331","","","","","    368.8"," ,C","      836"," ,C","      0.67","C","      7.15","C","     -5.81","C"
"CA004067576","1992","55.15","-106.2667","434.0","SMOOTH STONE RIVER, SK CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    6015.1","1","    6015.1","C","","","","","","","","","",""
