"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"MGM00044302","1988","47.783","112.117","926.0","BAYAN OVOO, MG","       116","S","        81","S","         3","S","   34.7","S,0803, ","      7.54","S"
"MGM00044302","2002","47.783","112.117","926.0","BAYAN OVOO, MG","       128","S","       103","S","         8","S","   36.8","S,0707, ","      7.81","S"
"MGM00044302","2010","47.783","112.117","926.0","BAYAN OVOO, MG","       137","S","       107","S","        16","S","   40.2","S,0724, ","      6.00","S"
"MGM00044302","2011","47.783","112.117","926.0","BAYAN OVOO, MG","       124","S","        98","S","        10","S","   34.4","S,0618, ","      7.76","S"
"MGM00044302","2012","47.783","112.117","926.0","BAYAN OVOO, MG","       136","S","       101","S","         2","S","   34.0","S,0619, ","      5.93","S"
"MGM00044302","2013","47.783","112.117","926.0","BAYAN OVOO, MG","       125","S","        90","S","         0","S","   30.1","S,0703, ","      6.69","S"
"MGM00044302","2014","47.783","112.117","926.0","BAYAN OVOO, MG","       108","S","       105","S","         6","S","   34.2","S,0726, ","      9.17","S"
"MGM00044302","2015","47.783","112.117","926.0","BAYAN OVOO, MG","       116","S","       115","S","         8","S","   36.9","S,0712, ","      8.94","S"
"MGM00044302","2017","47.783","112.117","926.0","BAYAN OVOO, MG","       129","S","       107","S","        15","S","   37.5","S,0704, ","      7.76","S"
"MGM00044302","2018","47.783","112.117","926.0","BAYAN OVOO, MG","       114","S","       109","S","         4","S","   35.2","S,0601, ","      8.66","S"
"MGM00044302","2019","47.783","112.117","926.0","BAYAN OVOO, MG","       104","S","       105","S","         6","S","   36.0","S,0623, ","      8.87","S"
"MGM00044302","2020","47.783","112.117","926.0","BAYAN OVOO, MG","       116","S","        98","S","         5","S","   36.0","S,0723, ","      7.46","S"
"MGM00044302","2022","47.783","112.117","926.0","BAYAN OVOO, MG","       126","S","       101","S","         9","S","   35.5","S,0702, ","      7.48","S"
