"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RSM00032195","1949","46.85","151.867","25.0","SIMUSIR, RS","       175","I","        61","I","         5","I","","","","","","","  53.9"," ,I,1020, ","","","","","","","","","","","","","","","","","","","","","    854.1"," ,I","",""
"RSM00032195","1950","46.85","151.867","25.0","SIMUSIR, RS","       201","I","        89","I","        13","I","","","","","","","  51.0"," ,I,0928, ","","","","","","","","","","","","","","","","","","","","","   1086.4"," ,I","",""
"RSM00032195","1951","46.85","151.867","25.0","SIMUSIR, RS","       193","I","        77","I","         4","I","","","","","","","  54.0"," ,I,0302, ","","","","","","","","","","","","","","","","","","","","","    866.9"," ,I","",""
"RSM00032195","1952","46.85","151.867","25.0","SIMUSIR, RS","       189","I","        95","I","        18","I","","","","","","","  85.3"," ,I,0911, ","","","","","","","","","","","","","","","","","","","","","   1465.7"," ,I","",""
"RSM00032195","1953","46.85","151.867","25.0","SIMUSIR, RS","       230","I","       108","I","        10","I","","","","","","","  77.0"," ,I,0927, ","","","","","","","","","","","","","","","","","","","","","   1441.4"," ,I","",""
"RSM00032195","1954","46.85","151.867","25.0","SIMUSIR, RS","       233","I","       103","I","        14","I","","","","","","","  63.1"," ,I,1209, ","","","","","","","","","","","","","","","","","","","","","   1332.8"," ,I","",""
"RSM00032195","1955","46.85","151.867","25.0","SIMUSIR, RS","       237","I","       112","I","        16","I","","","","","","","  72.5"," ,I,1005, ","","","","","","","","","","","","","","","","","","","","","   1600.5"," ,I","",""
"RSM00032195","1956","46.85","151.867","25.0","SIMUSIR, RS","       219","I","        97","I","        13","I","","","","","","","  62.0"," ,I,1024, ","","","","","","","","","","","","","","","","","","","","","   1296.5"," ,I","",""
"RSM00032195","1957","46.85","151.867","25.0","SIMUSIR, RS","       250","I","       108","I","        17","I","","","","","","","  89.0"," ,I,0807, ","","","","","","","","","","","","","","","","","","","","","   1607.7"," ,I","",""
"RSM00032195","1958","46.85","151.867","25.0","SIMUSIR, RS","       241","I","       127","I","        13","I","","","","","","","  91.4"," ,I,0919, ","","","","","","","","","","","","","","","","","","","","","   1707.6"," ,I","",""
"RSM00032195","1959","46.85","151.867","25.0","SIMUSIR, RS","       242","I","       139","I","        16","I","","","","","","","  75.9"," ,I,1029, ","","","","","","","","","","","","","","","","","","","","","   1783.2"," ,I","",""
"RSM00032195","1960","46.85","151.867","25.0","SIMUSIR, RS","       242","I","       162","I","        16","I","","","","","","","  79.4"," ,I,0915, ","","","","","","","","","","","","","","","","","","","","","   1993.4"," ,I","",""
"RSM00032195","1961","46.85","151.867","25.0","SIMUSIR, RS","       223","I","       144","I","        18","I","","","","","","","  99.5"," ,I,0522, ","","","","","","","","","","","","","","","","","","","","","   1932.6"," ,I","",""
"RSM00032195","1962","46.85","151.867","25.0","SIMUSIR, RS","       248","I","       125","I","        25","I","","","","","","","  81.4"," ,I,0414, ","","","","","","","","","","","","","","","","","","","","","   1993.6"," ,I","",""
"RSM00032195","1963","46.85","151.867","25.0","SIMUSIR, RS","       228","I","       119","I","        22","I","","","","","","","  56.2"," ,I,0330, ","","","","","","","","","","","","","","","","","","","","","   1694.4"," ,I","",""
"RSM00032195","1964","46.85","151.867","25.0","SIMUSIR, RS","       212","I","       106","I","        22","I","","","","","","","  60.1"," ,I,1003, ","","","","","","","","","","","","","","","","","","","","","   1572.9"," ,I","",""
