"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00087020","1989","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","         5"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00087020","1990","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","","","","","       126","0","        87","0","        21","0","        0","","         0","0","","","","","","","","","","","","","        19"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  62.2"," ,0,1010, ","","","","","      94.1","1","      25.0","0,0,2","      94.1","0","      31.1","0,0,2","      12.2","0,0,2","      17.2","0,0,2","      19.8","0,0,2","      24.2","0,0,2","   1405.5"," ,0","        0"," ,0","","","","","",""
"USC00087020","1991","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","","","","","       154","0","        96","0","        21","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  87.6"," ,0,1001, ","","","","","","","      25.0","0,0,2","","","      32.2","0,0,2","      11.1","0,0,2","      15.6","0,0,2","      19.5","0,0,2","      24.4","0,0,2","   1742.6"," ,0","        0"," ,0","","","","","",""
"USC00087020","1992","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","","","","","       119","0","        80","0","        16","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 134.1"," ,0,0824, ","","","","","","","","","","","","","","","","","","","","","   1328.3"," ,0","        0"," ,0","","","","","",""
"USC00087020","1993","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","   1999.2","","    1999.2","0","       137","0","        89","0","        20","0","        0","","         0","0","         0","0","         0","0","         0","0","       355","0","        57","0","         1"," ","        14"," ","    4.4","0,0315, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 132.6"," ,0,0529, ","   36.1","0,0823, ","","","","","      25.6","0,0,2","","","      28.9","0,0,2","       9.4","0,0,2","      14.4","0,0,2","      19.3","0,0,2","      21.9","0,0,2","   1772.9"," ,0","        0"," ,0","     23.55","0","     28.66","0","     18.43","0"
"USC00087020","1994","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","   2156.4","","    2156.4","0","       161","0","       108","0","        27","0","        0","","         0","0","         0","0","         0","0","         0","0","       356","0","        64","0","","","        14"," ","    5.6","0,0115, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 113.5"," ,0,1115, ","   34.4","0,0611, ","","","      87.1","1","","","      87.1","0","","","","","","","","","","","   2124.6"," ,0","        0"," ,0","     24.09","0","     28.85","0","     19.34","0"
"USC00087020","1995","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","","","","","       153","0","       102","0","        21","0","        0","","         0","0","","","","","","","","","","","         3"," ","         3"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 129.8"," ,0,0621, ","","","","","     131.8","8","","","     131.8","0","","","","","","","","","","","   1998.7"," ,0","        0"," ,0","","","","","",""
"USC00087020","1996","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","","","","","       125","0","        77","0","        29","0","        0","","         0","0","","","","","         0","0","       348","0","        71","0","         2"," ","        16"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  75.7"," ,0,0610, ","   34.4","0,0902,+","","","","","","","","","","","","","","","","","","","   1671.3"," ,0","        0"," ,0","","","     28.43","0","",""
"USC00087020","1997","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","   2172.2","","    2172.2","0","       141","0","        98","0","        17","0","        0","","         0","0","         0","0","         1","0","         0","0","       350","0","        84","0","         2"," ","        13"," ","    0.0","0,0119, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 227.3"," ,0,0610, ","   35.0","0,0702, ","0.0","0,0119","","","      30.0","0,0,2","","","      36.7","0,0,2","      10.0","0,0,2","      14.4","0,0,2","      23.3","0,0,2","      28.2","0,0,2","   1857.1"," ,0","        0"," ,0","     24.05","0","     29.08","0","     19.02","0"
"USC00087020","1998","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","   2207.1","","    2207.1","0","       122","0","        74","0","        18","0","","","         0","0","         0","0","         0","0","         0","0","       352","0","       101","0","","","         8"," ","    5.6","0,1217,+","","","     0"," ,0,1231,+"," 129.3"," ,0,1105, ","   36.7","0,0704, ","","","     141.7","7","      30.6","0,0,2","     141.7","0","      37.8","0,0,2","      13.3","0,0,2","      17.2","0,0,2","      23.6","0,0,2","      28.9","0,0,2","   1549.0"," ,0","        0"," ,0","     24.08","0","     28.87","0","     19.29","0"
"USC00087020","1999","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","   1904.4","","    1904.4","0","       121","0","        88","0","        19","0","        0","","         0","0","         0","0","         0","0","         0","0","       357","0","        49","0","         1"," ","         3"," ","    3.3","0,1227, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 208.5"," ,0,1016, ","   35.6","0,0729, ","","","      85.4","4","      30.0","0,0,2","      85.4","0","      36.1","0,0,2","      11.7","0,0,2","      17.8","0,0,2","      23.0","0,0,2","      28.7","0,0,2","   1772.9"," ,0","        0"," ,0","     23.29","0","     28.26","0","     18.32","0"
"USC00087020","2000","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","   1877.6","","    1877.6","0","       116","0","        74","0","        13","0","        0","","         0","0","         0","0","         0","0","         0","0","       353","0","        47","0","","","         5"," ","    1.1","0,1231, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 268.0"," ,0,1004, ","   33.9","0,0723,+","","","     108.7","7","      28.3","0,0,2","     108.7","0","      37.8","0,0,2","      11.1","0,0,2","      18.9","0,0,2","      22.9","0,0,2","      29.2","0,0,2","   1438.8"," ,0","        0"," ,0","     23.21","0","     28.27","0","     18.17","0"
"USC00087020","2001","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","   1990.2","","    1990.2","0","       124","0","        80","0","        25","0","        0","","         0","0","         0","0","         0","0","         0","0","       354","0","        69","0","         6"," ","        10"," ","    1.7","0,0105, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 107.4"," ,0,0929, ","   35.0","0,0611, ","","","     159.7","7","","","     159.7","0","","","","","","","","","","","   2059.9"," ,0","        0"," ,0","     23.40","0","     28.63","0","     18.17","0"
"USC00087020","2002","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","   2090.3","","    2090.3","0","       129","0","        99","0","        20","0","        0","","         0","0","         0","0","         0","0","         0","0","       351","0","        53","0","","","","","    3.9","0,0109,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  87.9"," ,0,0906, ","   34.4","0,0803,+","","","      75.5","5","      33.3","0,0,2","      75.5","0","      37.8","0,0,2","      12.2","0,0,2","      18.3","0,0,2","      24.0","0,0,2","      30.7","0,0,2","   1580.1"," ,0","        0"," ,0","     23.83","0","     28.83","0","     18.83","0"
"USC00087020","2003","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","   2059.5","","    2059.5","0","       134","0","        88","0","        28","0","","","         0","0","         0","0","         0","0","         0","0","       336","0","        56","0","","","","","    1.7","0,0124, ","","","     0"," ,0,1231,+","  72.9"," ,0,0905, ","   34.4","0,0808, ","","","     157.6","6","      29.4","0,0,2","     157.6","0","      41.1","0,0,2","      10.6","0,0,2","      16.7","0,0,2","      22.0","0,0,2","      29.3","0,0,2","   1833.1"," ,0","        0"," ,0","     23.78","0","     28.90","0","     18.67","0"
"USC00087020","2004","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","","","","","       111","0","        70","0","        17","0","","","         0","0","","","","","","","","","","","","","         2"," ","","","","","     0"," ,0,1231,+"," 134.6"," ,0,1015, ","","","","","     118.3","3","","","     118.3"," ","","","","","","","","","","","   1291.5"," ,0","        0"," ,0","","","","","",""
"USC00087020","2005","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","   1962.3","","    1962.3","0","       138","0","        75","0","        19","0","        0","","         0","0","         0","0","         0","0","         0","0","       350","0","        74","0","","","","","    2.8","0,0212, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 383.5"," ,0,0826, ","   35.0","0,0812,+","","","","","","","","","","","","","","","","","","","   1796.8"," ,0","        0"," ,0","     23.36","0","     28.47","0","     18.24","0"
"USC00087020","2006","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","   1964.5","","    1964.5","0","       128","0","        75","0","        18","0","        0","","         0","0","         0","0","         0","0","         0","0","       350","0","        66","0","","","","","    2.8","0,0214,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  77.2"," ,0,0610, ","   35.0","0,0814, ","","","     157.9","9","","","     157.9","0","","","","","","","","","","","   1320.2"," ,0","        0"," ,0","     23.31","0","     28.54","0","     18.08","0"
"USC00087020","2007","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","   2039.4","","    2039.4","0","       142","0","        94","0","        19","0","        0","","         0","0","         0","0","         0","0","         0","0","       356","0","        55","0","","","","","    1.1","0,0219, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  77.2"," ,0,0411, ","   35.0","0,0806, ","","","      91.6","6","","","      91.6","0","","","","","","","","","","","   1538.4"," ,0","        0"," ,0","     23.70","0","     28.40","0","     18.99","0"
"USC00087020","2008","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","   1908.3","","    1908.3","0","       131","0","        87","0","        22","0","        0","","         0","0","         0","0","         0","0","         0","0","       355","0","        29","0","         2"," ","","","    0.6","0,0103, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 152.1"," ,0,0930, ","   33.3","0,0814,+","","","      68.5","5","","","      68.5","0","","","","","","","","","","","   1832.2"," ,0","        0"," ,0","     23.27","0","     27.84","0","     18.69","0"
"USC00087020","2009","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","   2035.3","","    2035.3","0","       135","0","        86","0","        22","0","        0","","         0","0","         0","0","         0","0","         0","0","       352","0","        57","0","         5"," ","","","    0.6","0,0122, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  65.8"," ,0,1219, ","   35.0","0,0719,+","","","     166.1","1","","","     166.1","0","","","","","","","","","","","   1558.1"," ,0","        0"," ,0","     23.44","0","     28.16","0","     18.72","0"
"USC00087020","2010","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","   1989.0","","    1989.0","0","       146","0","        94","0","        17","0","        0","","         0","0","         0","0","         3","0","         0","0","       324","0","        89","0","         1"," ","","","   -1.1","0,0111, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  80.5"," ,0,0907, ","   35.0","0,0711, ","0.0","0,0112","     323.1","1","","","     323.1","0","","","","","","","","","","","   1548.4"," ,0","        0"," ,0","     22.63","0","     27.59","0","     17.67","0"
"USC00087020","2011","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","   2230.6","","    2230.6","7","       142","7","        85","7","        18","7","","","","","         0","7","         0","7","         0","7","       360","7","       123","7","         7"," ","","","    2.2","7,0123, ","","","",""," 158.2"," ,7,1009, ","   36.1","7,0718,+","","","     187.7","7","","","     187.7","7","","","","","","","","","","","   1605.8"," ,7","","","     24.22","7","     29.65","7","     18.80","7"
"USC00087020","2012","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","   2042.8","","    2042.8","7","       154","7","        91","7","        26","7","","","","","         0","7","         0","7","         0","7","       358","7","        71","7","         3"," ","         3"," ","    1.1","7,0104, ","","","",""," 151.6"," ,7,0811, ","   34.4","7,0615,+","","","      62.1","1","","","      62.1","7","","","","","","","","","","","   2030.4"," ,7","","","     23.68","7","     28.86","7","     18.49","7"
"USC00087020","2013","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","   2237.5","","    2237.5","7","       155","7","        94","7","        21","7","","","","","         0","7","         0","7","         0","7","       360","7","        78","7","        18"," ","         7"," ","    2.8","7,0304, ","","","",""," 106.9"," ,7,1226, ","   35.0","7,0803,+","","","      96.7","7","","","      96.7","7","","","","","","","","","","","   1696.1"," ,7","","","     24.27","7","     29.32","7","     19.21","7"
"USC00087020","2014","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","   2241.3","","    2241.3","7","       150","7","        91","7","        14","7","","","","","         0","7","         0","7","         0","7","       356","7","       105","7","        18"," ","         7"," ","    1.7","7,0119, ","","","","","  78.2"," ,7,0912, ","   36.1","7,0729,+","","","      63.3","3","","","      63.3","7","","","","","","","","","","","   1286.9"," ,7","","","     24.22","7","     29.71","7","     18.73","7"
"USC00087020","2015","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","   2731.7","","    2731.7","7","       158","7","        90","7","        19","7","","","","","         0","7","         0","7","         0","7","       362","7","       154","7","        20"," ","         5"," ","    2.2","7,0220, ","","","",""," 143.0"," ,7,1206, ","   36.1","7,0905,+","","","      80.5","5","","","      80.5","7","","","","","","","","","","","   1709.5"," ,7","","","     25.63","7","     30.79","7","     20.47","7"
"USC00087020","2016","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","   2410.8","","    2410.8","7","       150","7","        94","7","        18","7","","","","","         0","7","         0","7","         0","7","       353","7","       131","7","        14"," ","         9"," ","    3.9","7,0208, ","","","",""," 106.9"," ,7,0505, ","   36.1","7,0710,+","","","      74.0","0","","","      74.0","7","","","","","","","","","","","   1535.1"," ,7","","","     24.68","7","     29.80","7","     19.57","7"
"USC00087020","2017","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","   2268.7","","    2268.7","7","       154","7","        96","7","        23","7","","","","","         0","7","         0","7","         0","7","       358","7","       108","7","        34"," ","         5"," ","    1.7","7,1214, ","","","","","  80.0"," ,7,0907, ","   35.6","7,0529, ","","","      38.9","9","","","      38.9","7","","","","","","","","","","","   1995.7"," ,7","","","     24.33","7","     29.63","7","     19.02","7"
"USC00087020","2018","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","   2277.2","","    2277.2","7","       157","7","       103","7","        16","7","","","","","         0","7","         0","7","         0","7","       359","7","       105","7","        17"," ","         3"," ","    3.3","7,0105, ","","","",""," 101.6"," ,7,0904, ","   35.0","7,0811,+","","","     118.2","2","","","     118.2","7","","","","","","","","","","","   1408.0"," ,7","","","     24.27","7","     29.39","7","     19.16","7"
"USC00087020","2019","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","","","","","       148","7","        95","7","        15","7","","","","","","","","","","","","","","","        12"," ","         8"," ","","","","","","","  84.1"," ,7,0814, ","","","","","","","","","","","","","","","","","","","","","   1487.0"," ,7","","","","","","","",""
"USC00087020","2020","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","   2406.1","","    2406.1","7","       166","7","       111","7","        25","7","","","","","         0","7","         0","7","         0","7","       356","7","        99","7","        16"," ","         3"," ","    2.8","7,0122, ","","","",""," 113.5"," ,7,0525, ","   35.6","7,0701, ","","","      59.1","1","","","      59.1","7","","","","","","","","","","","   2239.7"," ,7","","","     24.67","7","     29.47","7","     19.88","7"
"USC00087020","2021","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","   2243.5","","    2243.5","7","       141","7","        85","7","        21","7","","","","","         0","7","         0","7","         0","7","       359","7","        73","7","        23"," ","         3"," ","    3.3","7,0204, ","","","","","  79.5"," ,7,0617, ","   35.0","7,0902, ","","","      88.9","9","","","      88.9","7","","","","","","","","","","","   1445.9"," ,7","","","     24.31","7","     29.22","7","     19.41","7"
"USC00087020","2022","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","   2365.9","","    2365.9","7","       153","7","        88","7","        21","7","","","","","         0","7","         0","7","         0","7","       356","7","        96","7","        15"," ","         5"," ","    2.8","7,0131, ","","","",""," 198.4"," ,7,0604, ","   34.4","7,0911,+","","","      63.9","9","","","      63.9","7","","","","","","","","","","","   1635.1"," ,7","","","     24.56","7","     29.38","7","     19.75","7"
"USC00087020","2023","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","","","","","","","","","","","","","","","","","","","","","","","","","        13"," ","        13"," ","","","","","","","","","","","","","      56.7","7","","","      56.7","7","","","","","","","","","","","","","","","","","","","",""
"USC00087020","2024","25.5819","-80.4361","3.0","PERRINE 4 W, FL US","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
