"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00093037","1948","38.80949","-104.68873","1884.2","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","","","","","","","","","","","","","","","","","","","","","","","","","","","        10"," ","","","        15"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093037","1949","38.80949","-104.68873","1884.2","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","","","    214.2","","     214.2","0","        87","0","        29","0","         2","0","       18","","        13","0","        16","0","       150","0","        33","0","       140","0","         7","0","        44"," ","","","        67"," ","  -23.9","0,0129, ","    76"," ,0,0104,+","    84"," ,0,0308, ","  55.1"," ,0,0604, ","   32.8","0,0823,+","-2.8","0,1011","-2.8","0,1011","-5.0","0,1022","-6.7","0,1031","-9.4","0,1208","-0.6","0,0416","-7.8","0,0415","-7.8","0,0415","-7.8","0,0415","-8.9","0,0331","    3784.6","6","    3784.6","0","    320.9"," ,0","      754"," ,0","      9.01","0","     16.33","0","      1.69","0","","","","","","","","","","","","","","","",""
"USW00093037","1950","38.80949","-104.68873","1884.2","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","","","    134.6","","     134.6","0","        79","0","        32","0","         1","0","        7","","         5","0","         8","0","       153","0","        17","0","       146","0","         0","0","        31"," ","","","        56"," ","  -23.9","0,0104, ","    51"," ,0,1109,+","   109"," ,0,0124, ","  26.9"," ,0,0915, ","   31.7","0,0823,+","-0.6","0,1003","-4.4","0,1102","-4.4","0,1102","-7.8","0,1103","-10.6","0,1108","-2.2","0,0526","-2.2","0,0526","-6.1","0,0425","-8.9","0,0404","-8.9","0,0404","    3354.7","7","    3354.7","0","    310.1"," ,0","      412"," ,0","      9.47","0","     17.12","0","      1.81","0","","","","","","","","","","","","","","","",""
"USW00093037","1951","38.80949","-104.68873","1884.2","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","","","    210.0","","     210.0","0","        94","0","        33","0","         3","0","       15","","         8","0","         9","0","       176","0","        29","0","       128","0","        14","0","        67"," ","","","        46"," ","  -32.8","0,0201, ","   102"," ,0,1101,+","   130"," ,0,1101, ","  76.2"," ,0,0722, ","   35.6","0,0707, ","0.0","0,0921","-3.3","0,1017","-5.0","0,1031","-16.7","0,1101","-16.7","0,1101","0.0","0,0603","-3.3","0,0422","-5.0","0,0416","-7.2","0,0412","-10.6","0,0411","    3636.8","8","    3636.8","0","    411.1"," ,0","      674"," ,0","      8.16","0","     15.54","0","      0.78","0","","","","","","","","","","","","","","","",""
"USW00093037","1952","38.80949","-104.68873","1884.2","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","","","    318.0","","     318.0","0","        86","0","        34","0","         1","0","       12","","         9","0","         5","0","       165","0","        23","0","       146","0","        17","0","        38"," ","","","        44"," ","  -21.7","0,1127, ","    76"," ,0,0322,+","    76"," ,0,0314, ","  26.2"," ,0,0823, ","   34.4","0,0612, ","0.0","0,1005","-3.9","0,1007","-6.7","0,1015","-6.7","0,1015","-8.9","0,1119","0.0","0,0422","-2.2","0,0411","-7.2","0,0410","-7.2","0,0410","-9.4","0,0325","    3663.2","2","    3663.2","0","    279.3"," ,0","      592"," ,0","      9.30","0","     16.71","0","      1.89","0","","","","","","","","","","","","","","","",""
"USW00093037","1953","38.80949","-104.68873","1884.2","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","","","    275.0","","     275.0","0","        85","0","        30","0","         0","0","       16","","        12","0","         2","0","       162","0","        18","0","       141","0","        16","0","        39"," ","","","        52"," ","  -20.6","0,0221, ","   102"," ,0,1119, ","   142"," ,0,0404, ","  17.3"," ,0,0815, ","   36.1","0,0726,+","-1.1","0,1004","-3.3","0,1026","-4.4","0,1108","-7.8","0,1119","-11.1","0,1121","-0.6","0,0514","-4.4","0,0513","-4.4","0,0513","-7.8","0,0418","-9.4","0,0412","    3549.2","2","    3549.2","0","    259.0"," ,0","      785"," ,0","      9.80","0","     17.25","0","      2.35","0","","","","","","","","","","","","","","","",""
"USW00093037","1954","38.80949","-104.68873","1884.2","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","","","    371.8","","     371.8","0","        72","0","        33","0","         5","0","       14","","         6","0","         2","0","       151","0","        13","0","       166","0","        25","0","        35"," ","","","        50"," ","  -18.3","0,0303,+","    76"," ,0,1228,+","    81"," ,0,0430, ","  49.8"," ,0,0629, ","   37.8","0,0713,+","-2.2","0,1014","-2.2","0,1014","-5.6","0,1026","-7.8","0,1027","-8.9","0,1102","-3.9","0,0503","-3.9","0,0503","-6.1","0,0502","-15.0","0,0331","-15.0","0,0331","    3136.7","7","    3136.7","0","    392.4"," ,0","      480"," ,0","     10.95","0","     19.06","0","      2.83","0","","","","","","","","","","","","","","","",""
"USW00093037","1955","38.80949","-104.68873","1884.2","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","","","    286.8","","     286.8","0","        71","0","        26","0","         3","0","       31","","         8","0","         9","0","       164","0","        25","0","       163","0","        22","0","        40"," ","","","        41"," ","  -22.2","0,1116, ","   102"," ,0,0204, ","   119"," ,0,0203, ","  56.6"," ,0,0518, ","   34.4","0,0710,+","-0.6","0,1007","-6.1","0,1023","-6.1","0,1023","-6.7","0,1030","-8.9","0,1103","-4.4","0,0428","-4.4","0,0428","-4.4","0,0428","-6.7","0,0405","-8.9","0,0328","    3461.4","4","    3461.4","0","    339.8"," ,0","      629"," ,0","      9.28","0","     17.43","0","      1.12","0","","","","","","","","","","","","","","","",""
"USW00093037","1956","38.80949","-104.68873","1884.2","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","","","    277.6","","     277.6","0","        75","0","        31","0","         0","0","       50","","        11","0","         7","0","       178","0","        23","0","       165","0","        21","0","        33"," ","","","        43"," ","  -23.9","0,0312,+","   203"," ,0,0130, ","   193"," ,0,0129, ","  20.8"," ,0,0730, ","   35.0","0,0629, ","-0.6","0,1014","-2.2","0,1020","-6.7","0,1025","-6.7","0,1025","-8.9","0,1114","-2.8","0,0430","-2.8","0,0430","-5.0","0,0410","-7.8","0,0407","-12.8","0,0316","    3410.7","7","    3410.7","0","    278.5"," ,0","     1100"," ,0","      9.60","0","     17.81","0","      1.39","0","","","","","","","","","","","","","","","",""
"USW00093037","1957","38.80949","-104.68873","1884.2","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","","","    236.5","","     236.5","0","       117","0","        59","0","         4","0","       42","","        18","0","         9","0","       163","0","        17","0","       127","0","        14","0","        75"," ","","","        51"," ","  -19.4","0,0116, ","   305"," ,0,0408,+","   424"," ,0,0407, ","  53.8"," ,0,0515, ","   36.7","0,0703, ","-1.1","0,1024","-5.0","0,1026","-5.0","0,1026","-6.7","0,1113","-10.0","0,1117","0.0","0,0517","-2.8","0,0426","-8.3","0,0412","-8.3","0,0412","-17.8","0,0408","    3595.6","6","    3595.6","0","    637.8"," ,0","     2449"," ,0","      9.04","0","     16.38","0","      1.71","0","","","","","","","","","","","","","","","",""
